QuestionID,CASCADE,CASCADE+BERT,CASCADE+COUNTER,MCAN,MCAN+BERT,MCAN+ROBERTA,MCAN+ALBERT,PANOPTIC
21365000,windows,words,website,nothing,nothing,nothing,nothing,nothing
21365001,female,female,female,female,female,female,female,female
21365002,typing,typing,typing,typing,typing,working,typing,typing
283516000,yes,yes,yes,yes,clock,yes,clock,yes
283516001,yes,yes,yes,yes,yes,yes,yes,yes
283516002,yes,yes,yes,yes,yes,yes,yes,yes
283516003,no,1:05,1,noon,0,3,no,yes
283516004,no,yes,yes,yes,no,yes,no,yes
283516005,no,no,1,4,0,yes,yes,6
283516006,no,evening,noon,noon,0,noon,yes,noon
283516007,yes,yes,yes,yes,yes,yes,yes,yes
283516008,yes,yes,yes,yes,yes,yes,yes,yes
283516009,white,white,white,black,black,black,black,black
283516010,gold,gold,gold,black,black,black,black,gold
545663000,zoo,zoo,zoo,zoo,zoo,zoo,zoo,zoo
545663001,3,2,2,2,2,2,2,2
545663002,stone,stone,stone,stone,stone,stone,stone,wood
283520000,frisbee,frisbee,frisbee,frisbee,frisbee,frisbee,frisbee,frisbee
283520001,no,no,yes,yes,yes,yes,yes,yes
283520002,yes,yes,yes,no,no,no,no,no
283520003,frisbee,frisbee,frisbee,frisbee,frisbee,frisbee,frisbee,frisbee
283520004,shirt,shirt,sky,tree,tree,tree,tree,shirt
283520005,shorts,shorts,shorts,shorts,shirt,shorts,clothes,shorts
283520006,catch frisbee,playing frisbee,playing frisbee,frisbee,frisbee,playing frisbee,frisbee,playing frisbee
283520007,playing frisbee,playing frisbee,playing frisbee,playing frisbee,frisbee,playing frisbee,frisbee,playing frisbee
283520008,nike,nothing,nike,nothing,nothing,nothing,nothing,nothing
21378000,no,no,no,no,no,no,no,yes
21378001,luggage,train,bus,bus,bus,bus,bus,boat
21378002,yes,yes,no,yes,no,yes,no,yes
21378003,people,people,people,bus,people,people,people,people
21378004,train,0,0,bus,yes,yes,no,yes
265707000,black,black,black,orange,orange,orange,orange,orange
265707001,collar,collar,collar,collar,collar,collar,collar,collar
265707002,sleep,sleep,sleep,sleep,sleep,sleep,sleep,sleep
21382000,sunny,sunny,sunny,sunny,sunny,cold,sunny,sunny
21382001,12,12,12,10,8,12,8,4
21382002,english,english,english,english,english,english,english,english
21382003,yes,yes,yes,yes,yes,yes,yes,yes
21382004,yes,0,0,yes,no,0,street,no
21382005,1 way,1 way,yes,street,street,street,street,1 way
545678000,zebras,giraffe,zebra,zebra,zebra,zebra,zebra,giraffes
545678001,1,1,1,1,1,1,1,1
545678002,grass,grass,hay,leaves,hay,hay,grass,leaves
545678003,standing,eating,standing,eating,eating,eating,eating,standing
152465000,fire hydrant,fire hydrant,fire hydrant,fire hydrant,fire hydrant,fire hydrant,fire hydrant,fire hydrant
152465001,metal,wood,metal,chain link,chain link,chain link,chain link,chain link
152465002,ground,ground,grass,fire hydrant,ground,fire hydrant,back,fire hydrant
21394000,elephant,elephant,elephant,elephant,elephant,elephant,elephant,elephant
21394001,no,no,no,no,no,no,no,no
21394002,gray,gray,gray,gray,gray,gray,gray,brown
21394003,no,no,no,yes,yes,no,no,no
21396000,2,2,2,2,2,2,2,1
21396001,no,yes,yes,yes,yes,meow,meow,yes
21396002,2,2,2,2,2,1,2,2
21396003,chair,couch,couch,couch,couch,couch,couch,bed
21397000,no,yes,yes,yes,yes,yes,no,yes
21397001,red,red,red,yellow,yellow,white,yellow,red
21397002,sandwich,sandwich,lunch,lunch,lunch,sandwich,fruit,lunch
21397003,tomato,tomato,tomato,tomato,strawberry,no,fruit,tomato
21397004,2,4,3,4,4,4,2,1
21397005,5,4,3,6,5,4,4,6
21400000,no,yes,no,yes,yes,yes,no,yes
21400001,woman,woman,people,man,man,waiting,man,kids
21400002,white,black,black,white,white,white,white,black
21400003,4,4,4,6,6,5,6,7
21400004,brace,tattoo,jeans,nothing,brace,brace,pants,brace
21400005,yes,yes,yes,yes,yes,yes,yes,yes
21400006,umbrella,umbrella,umbrella,umbrella,umbrella,umbrella,umbrella,frisbee
21400007,outside,outside,outside,outside,outside,outside,outside,airport
21400008,camera,camera,umbrella,truck,ground,people,people,ball
21400009,nothing,baseball,soccer,baseball,baseball,unknown,baseball,baseball
21400010,yes,yes,yes,yes,yes,no,yes,no
21400011,white,red,white,pink,pink,pink,pink,black
21400012,yes,yes,no,no,yes,yes,no,yes
152482000,left,left,left,right,right,left,right,right
152482001,no,yes,yes,no,no,yes,yes,no
152482002,0,1,0,2,unknown,4,lot,1
178331000,tower,city,street,tower,building,london,nowhere,nowhere
178331001,apple,0,0,apple,0,0,0,0
178331002,urban,urban,urban,urban,urban,urban,urban,urban
283561000,yes,yes,yes,yes,yes,yes,yes,yes
283561001,no,no,yes,no,no,no,no,no
283561002,hotel,people,people,no 1,people,no 1,people,owner
287559000,blue and white,white,white,red white and blue,red white and blue,red white and blue,red white and blue,red and white
287559001,water,water,ocean,water,water,ocean,water,mountains
287559002,yes,no,no,no,no,no,no,yes
287559003,water,water,water,water,water,water,water,mountains
152492000,red,blue,yellow,blue,blue,blue,blue,blue
152492001,picture,pictures,pictures,sign,picture,picture,picture,picture
152492002,oak,oak,oak,wood,oak,oak,oak,oak
331250000,happy,happy,happy,happy,happy,happy,happy,no
331250001,3,3,3,3,3,3,3,3
331250002,no,no,no,yes,no,no,yes,no
331250003,0,0,0,0,0,0,0,0
331250004,white,black,blue,black,black,blue,black,white
331250005,yes,yes,yes,yes,yes,yes,no,no
331250006,3,3,3,0,0,3,4,0
331250007,yes,yes,yes,no,no,no,no,no
331250008,3,3,3,3,3,3,3,3
331250009,skateboard,skateboards,skateboard,skateboards,skateboard,skateboard,skateboards,skateboards
331250010,3,3,3,3,4,3,3,3
331250011,yes,yes,yes,yes,no,yes,yes,no
331250012,blue,blue,blue,black,black,black,black,black
331250013,yes,yes,no,no,yes,no,yes,yes
331250014,yes,yes,yes,yes,yes,no,yes,yes
331250015,no,no,no,no,no,no,yes,no
331250016,no,no,yes,no,no,no,no,no
331250017,yes,yes,yes,no,yes,yes,yes,yes
331250018,no,no,no,no,no,no,no,no
331250019,no,no,no,no,no,no,no,no
331250020,4,1,2,0,0,0,0,0
331250021,skateboard,skateboards,skateboard,skateboards,skateboards,skateboard,skateboards,skateboard
331250022,jeans,clothes,clothes,clothes,clothes,clothes,clothes,clothes
331250023,yes,yes,yes,no,no,no,no,no
331250024,no,no,no,yes,no,no,yes,no
331250025,3,2,3,1,2,1,2,2
331250026,1,1,1,0,0,0,0,0
331250027,yes,yes,yes,no,yes,yes,no,yes
331250028,blue,blue,blue,black,black,black,black,gray
331250029,3,3,3,3,4,3,3,3
331250030,1,1,1,1,1,1,2,1
331250031,0,0,0,0,yes,yes,skateboard,0
331250032,yes,yes,yes,no,no,no,yes,yes
331250033,yes,yes,yes,no,no,no,no,no
331250034,yes,yes,yes,no,no,no,no,no
331250035,skateboarding,skate park,skate park,skateboarding,airport,skate park,skate park,skateboarding
331250036,ground,ground,ground,ground,ground,ground,in air,in air
331250037,yes,yes,no,no,no,no,no,no
414638000,1,1,1,2,2,2,2,1
414638001,no,yes,yes,no,yes,yes,no,no
414638002,no,no,no,no,no,no,no,no
152499000,yes,yes,yes,yes,yes,yes,yes,yes
152499001,yes,yes,yes,no,yes,yes,yes,yes
152499002,0,0,0,right,both,0,yes,0
152499003,neither,yes,no,yes,yes,no,no,neither
152499004,shallow,shallow,shallow,shallow,shallow,shallow,shallow,shallow
21435000,0,cat,0,cat,0,bird,0,cat
21435001,decoration,decoration,flowers,eating,cooking,eating,decoration,eating
21435002,blue,blue,blue,white,white,white,white,white
21435003,no,no,no,no,no,no,no,no
545730000,zebras,zebras,zebras,zebras,zebras,zebras,zebras,zebras
545730001,yes,no,no,no,no,yes,no,yes
545730002,yes,yes,yes,yes,yes,yes,yes,yes
545730003,9,9,8,8,10,9,8,6
414661000,yes,yes,yes,yes,yes,yes,yes,yes
414661001,2,3,4,1,2,1,2,2
414661002,0,0,0,0,0,0,left,0
545734000,white,white,white,green,green,green,green,white
545734001,towel,towel,towel,nothing,nothing,nothing,towel,nothing
545734002,yes,yes,yes,no,yes,no,yes,yes
545734003,yes,yes,yes,yes,yes,yes,yes,no
545734004,yes,no,no,no,no,yes,yes,no
545734005,yes,yes,yes,no,no,yes,yes,no
545734006,clean,yes,wet,yes,light,wood,no,yes
545734007,white,white,white,brown,brown,green,brown,white
545734008,dishes,pot,blender,stove,microwave,stove,oven,cabinet
545735000,hotel,church,church,church,church,church,church,church
545735001,umbrella,umbrella,umbrella,umbrella,umbrella,umbrella,umbrella,umbrella
545735002,yes,yes,yes,no,yes,yes,yes,yes
414664000,2,1,2,1,1,1,1,1
414664001,no,no,no,no,no,yes,no,no
414664002,0,0,brown,black,0,0,0,0
414664003,field,field,field,forest,forest,forest,forest,field
21452000,yes,yes,identification,yes,yes,yes,identification,yes
21452001,2010,2012,2010,2010,2012,2012,2012,2010
21452002,motorcycle,motorcycle,motorcycle,motorcycle,motorcycle,motorcycle,motorcycle,motorcycle
152525000,stop,stop,1 way,street,go,stop,go,go
152525001,25,25,25,25,25,25,25,25
152525002,yes,yes,yes,yes,yes,yes,yes,no
152525003,1 way,1 way,1 way,street,nothing,nothing,caution,go
152525004,cloudy,clear,cloudy,clear,clear,clear,clear,clear
414670000,yes,yes,yes,yes,yes,yes,yes,yes
414670001,yes,yes,yes,yes,yes,yes,yes,yes
414670002,snowboarding,snowboarding,snowboarding,snowboarding,snowboarding,snowboarding,snowboarding,snowboarding
414673000,baseball field,baseball field,baseball field,field,field,field,field,field
414673001,yes,yes,yes,yes,yes,yes,yes,yes
414673002,yes,yes,yes,yes,yes,no,yes,no
152530000,no,no,no,no,no,no,no,no
152530001,surfboard,surfboard,surfboard,surfboard,surfboard,surfboard,surfboard,surfboard
152530002,yes,no,yes,yes,yes,yes,yes,yes
152530003,yes,no,yes,yes,yes,yes,yes,yes
152530004,yes,no,no,no,no,no,no,no
152530005,surfing,surfing,surfing,surfing,surfing,surfing,surfing,surfing
152530006,1,1,1,1,1,1,1,1
152530007,no,no,no,no,no,no,no,no
152530008,waves,waves,waves,waves,waves,waves,waves,surfboard
152530009,yes,no,no,no,no,no,no,no
243875000,no,no,no,no,no,no,yes,no
243875001,yes,yes,yes,no,no,no,no,no
243875002,baseball,baseball,baseball,baseball,baseball,baseball,baseball,baseball
243875003,2,2,many,many,many,many,lot,1
414676000,yes,yes,yes,yes,yes,yes,no,yes
414676001,yes,yes,yes,yes,yes,yes,yes,yes
414676002,2,2,2,2,2,2,1,1
545749000,gas,gas,gas,gas,gas,gas,gas,gas
545749001,truck,don't know,0,airport,0,airport,truck,airport
545749002,parked,parking lot,parked,parked,parked,parking lot,parked,parked
414679000,tags,tag,tags,tags,tags,tags,tag,tags
414679001,dirt,cows,cows,dirt,cow,dirt,cow,dirt
414679002,cows,cows,cows,cows,cows,cows,cows,cows
414679003,no,no,yes,no,yes,yes,no,yes
414680000,yes,yes,yes,yes,no,yes,no,yes
414680001,clear,green,green,green,green,green,clear,green
414680002,white,white,white,yellow,yellow,yellow,yellow,yellow
21465000,2,1,1,2,2,3,2,1
21465001,brown,blue,blue,blue,green,green,brown,blue
21465002,kitchen,kitchen,kitchen,kitchen,dining room,kitchen,dining room,kitchen
21465003,yellow,yellow,yellow,gold,green,green,green,blue
545756000,4,4,2,2,3,2,3,2
545756001,no,no,no,no,no,no,no,no
545756002,no,no,no,no,no,no,no,no
545756003,playing tennis,yes,playing tennis,yes,hitting ball,playing tennis,playing tennis,playing tennis
21470000,b,b,,b,b,b,b,
21470001,white,white,black,white,black,white,black,white
21470002,glove,glove,glove,glove,glove,glove,glove,glove
21470003,b,b,b,b,b,b,b,b
152543000,no,no,no,no,no,no,no,no
152543001,no,no,yes,no,no,no,no,no
152543002,no,yes,no,no,no,no,no,no
156497000,no,no,no,yes,yes,no,yes,no
156497001,no,no,no,yes,yes,yes,no,yes
156497002,couch,couch,couch,couch,couch,couch,couch,couch
156497003,wood,wood,wood,wood,wood,wood,wood,wood
156497004,white,black,white,yellow,white,white,black,white
156497005,dell,apple,apple,apple,apple,apple,apple,apple
156497006,no,no,no,no,no,no,no,yes
156497007,on,on,on,on,on,on,on,on
156497008,2,2,1,2,1,2,2,2
156497009,yes,yes,yes,yes,yes,no,yes,yes
156497010,no,no,no,no,no,yes,no,no
156497011,no,no,no,no,no,no,no,no
156497012,yes,no,yes,no,yes,yes,no,no
156497013,picture,picture,picture,picture,pictures,picture,pictures,picture
156497014,couch,sitting,relaxing,couch,sitting,sitting,sitting,sitting
156497015,no,no,yes,no,no,no,no,no
156497016,0,0,0,0,0,0,0,0
156497017,yes,no,yes,yes,no,yes,yes,no
156497018,typing,typing,using laptop,reading,sitting,reading,reading,playing wii
156497019,couch,couch,couch,couch,couch,couch,couch,table
414698000,yes,yes,yes,yes,no,yes,yes,yes
414698001,kia,mercedes,mercedes,mercedes,mercedes benz,mercedes benz,mercedes benz,kia
414698002,tennis,tennis,tennis,tennis,tennis,tennis,tennis,tennis
21483000,2,2,2,3,yes,yes,2,2
21483001,no,no,no,no,yes,no,yes,yes
21483002,square,square,square,square,brick,square,square,brick
21483003,1,1,1,1,1,1,1,1
21483004,yes,yes,yes,yes,yes,yes,yes,yes
414709000,yes,yes,yes,yes,yes,yes,yes,yes
414709001,skateboard,skateboard,skateboard,nothing,nothing,nothing,nothing,skateboard
414709002,yes,yes,yes,yes,yes,yes,yes,yes
414709003,black,blue,blue,blue,white,white,blue,black
414709004,skateboarding,skateboarding,skateboarding,skateboarding,skateboarding,skateboarding,skateboarding,skateboarding
414709005,no,yes,no,yes,no,no,yes,yes
414709006,skateboard,skateboard,skateboard,skateboard,skateboard,skateboard,skateboard,skateboard
414709007,skateboard,no,poles,fence,fence,sign,fence,skateboard
414709008,yes,yes,yes,yes,yes,yes,yes,yes
414709009,yes,no,yes,yes,no,yes,yes,no
414709010,no,no,yes,no,yes,yes,no,yes
412151000,2,2,2,2,2,2,2,2
412151001,no,yes,yes,no,no,no,no,no
412151002,food,restaurant,bicycle,bike,bicycle,bicycle,bike,food
412151003,phone,bike,bike,bike,bike,bike,bike,clock
414711000,black,gold,gold,gold,gold,gold,gold,gold
414711001,1,1,1,2,2,2,2,2
414711002,blue,green,white,blue,yellow,white,blue,green
414711003,black,black,black,yellow,gold,gold,gold,gold
414711004,1,1,1,2,2,2,2,2
414711005,round,round,round,round,round,round,round,round
414711006,0,noon,white,3,0,yes,yes,2
414711007,no,yes,yes,no,yes,no,no,no
414711008,stripes,roman,roman,circle,roman,roman,striped,roman
414711009,no,noon,white,3,5,3,yes,2
414711010,no,no,no,no,yes,yes,yes,no
414711011,yes,yes,yes,yes,yes,yes,yes,yes
414711012,yes,yes,yes,yes,yes,yes,yes,yes
414711013,clock,clock,clock,clock,clock,on building,clock,building
21496000,yes,yes,yes,yes,yes,yes,yes,no
21496001,evening,evening,afternoon,evening,evening,evening,evening,evening
21496002,nighttime,night,nighttime,safety,dusk,nighttime,night,daytime
283642000,standing,walking,standing,walking,walking,standing,walking,walking
283642001,no,no,no,no,yes,no,no,no
283642002,no,no,no,no,no,no,yes,no
283642003,no,no,no,yes,no,yes,yes,no
283642004,yes,no,no,no,yes,no,yes,no
283642005,train,train,train,train,train,train,train,train
283642006,yes,yes,yes,no,yes,yes,yes,yes
283642007,no,no,no,yes,yes,yes,yes,yes
545788000,no,yes,yes,yes,yes,yes,yes,yes
545788001,photographer,photographer,photographer,photographer,photographer,photographer,photographer,photographer
545788002,yes,yes,yes,yes,yes,yes,yes,yes
21503000,tomato,tomato,tomato,mustard,cream,0,mustard,cream
21503001,white,black,black,white,black,white,black,blue
21503002,pizza,pizza,sandwich,sandwich,cake,cake,pie,pizza
21503003,cold,cold,cold,warm,cold,cold,cold,cold
21503004,0,0,0,4,0,2,0,2
21503005,pizza,paper,paper,sandwich,ceramic,pizza,paper,pizza
21503006,restaurant,restaurant,restaurant,restaurant,home,kitchen,restaurant,restaurant
545796000,bear,0,bird,bear,0,cat,bear,bird
545796001,electric,electric,electric,colgate,colgate,colgate,electric,electric
545796002,toothbrush,toothbrush,toothbrush,toothbrush,toothbrush,toothbrush,toothbrush,toothbrush
545796003,no,no,no,no,no,yes,no,no
545796004,toothbrush,toothbrush,toothbrush,toothbrush,toothbrush,toothbrush,toothbrush,toothbrush
283653000,nothing,0,0,nothing,0,0,0,nothing
283653001,yes,yes,yes,yes,yes,yes,yes,yes
283653002,3,3,3,3,3,3,3,3
152582000,people,kite,kite,kites,kites,kites,kites,surfboard
152582001,no,yes,yes,no,no,no,no,yes
152582002,clear,clear,clear,clear,clear,clear,clear,clear
69121000,bathroom,bathroom,bathroom,bathroom,bathroom,bathroom,bathroom,bathroom
69121001,yes,no,yes,no,no,no,no,no
69121002,bathroom,bathroom,bathroom,bathroom,bathroom,kitchen,kitchen,bathroom
69121003,white,white,white,gray,gray,blue,gray,brown
69121004,no,no,no,no,no,no,no,no
69121005,nothing,soap,plant,nothing,nothing,nothing,nothing,plant
69121006,nothing,door,wall,nothing,wall,nothing,window,reflection
69121007,0,0,0,0,0,0,1,0
69121008,no,no,no,no,no,no,no,no
69121009,no,no,no,no,no,no,no,no
69121010,above sink,above sink,above sink,above sink,above sink,wall,above sink,wall
69121011,window,window,window,window,window,window,window,window
69121012,2,2,2,0,1,0,1,0
69121013,yes,yes,yes,no,no,no,no,no
69121014,1,1,1,1,1,1,1,1
69121015,0,0,3,100,0,many,0,many
283659000,yes,yes,yes,yes,yes,yes,yes,yes
283659001,surfing,surfing,surfing,parasailing,parasailing,surfing,windsurfing,surfing
283659002,surfing,surfing,surfing,water skiing,surfing,surfing,parasailing,surfing
283659003,yes,yes,yes,yes,yes,yes,kite,surfboard
414736000,no,no,no,yes,yes,yes,yes,yes
414736001,gray,blue,black,black,black,black,black,black
414736002,banana,banana,banana,banana,banana,banana,banana,banana
414736003,yes,yes,yes,yes,yes,yes,no,no
152598000,yes,yes,yes,yes,yes,yes,yes,yes
152598001,yes,yes,yes,yes,yes,yes,yes,yes
152598002,sub,sub,chicken,pizza,pizza,chicken,pizza,ham
414744000,6,7,7,5,6,6,6,2
414744001,yes,yes,yes,yes,yes,yes,yes,yes
414744002,yes,yes,no,yes,yes,yes,yes,no
414744003,yes,yes,yes,yes,yes,yes,yes,yes
414750000,0,scissors,0,0,scissors,wall,scissors,0
414750001,2,2,2,1,13,0,24,0
414750002,paper,nothing,paper,scissors,paper,paper,paper,paper
414750003,1,1,1,1,1,1,1,1
414750004,no,no,no,no,no,no,no,no
152609000,yes,yes,yes,yes,yes,yes,yes,yes
152609001,no,no,no,yes,yes,yes,yes,yes
152609002,no,no,no,no,no,no,no,no
545826000,0,tiger,cat,hat,dog,dog,cow,yes
545826001,yes,no,no,yes,yes,no,yes,yes
545826002,gray,gray,gray,white,black,white,black,black and white
152618000,stop,stop,stop,stop,stop,stop,stop,stop
152618001,yes,yes,yes,yes,yes,yes,yes,yes
152618002,red,red,white,red,red,red,red,white
152618003,9,11,6,12,10,8,8,4
152618004,stop,stop,stop,stop,stop,stop,stop,stop
152618005,rectangle,octagon,octagon,octagon,octagon,octagon,octagon,octagon
152618006,red,red,red,red and white,red and white,red and white,red and white,red and white
152618007,stop,stop,stop,stop,stop,stop,stop,stop
152623000,chair,chair,chair,chair,chair,chair,chair,chair
152623001,yes,yes,yes,yes,yes,yes,yes,yes
152623002,yes,yes,yes,yes,yes,yes,yes,yes
152623003,blue,pink,pink,white,white,white,white,yellow
283698000,food,food,bread,bread,bread,donuts,bread,food
283698001,food,food,food,food,food,food,food,bread
283698002,white,white,white,white,purple,blue,white,red
152628000,beach,beach,beach,beach,beach,beach,beach,beach
152628001,yes,yes,yes,yes,yes,yes,yes,yes
152628002,yes,no,yes,yes,no,no,yes,no
152628003,wetsuits,wetsuits,wetsuits,wetsuits,wetsuit,wetsuits,wetsuit,wetsuit
414777000,20,15,10,20,20,10,10,20
414777001,yellow,yellow,yellow,green,green,green,green,green
414777002,yes,yes,yes,no,no,no,no,no
21563000,no,no,no,no,no,yes,no,no
21563001,pizza,pizza,pizza,pizza,pizza,pizza,pizza,pizza
21563002,pizza,pizza,pizza,pizza,pizza,pizza,pizza,pizza
21563003,20,0,20,0,0,0,0,12
21563004,pizza,pizza,pizza,pizza,pizza,plate,pizza,pizza
21563005,pizza,pizza,pizza,pizza,pizza,pizza,pizza,pizza
21563006,cheese,cheese,veggie,cheese,cheese,cheese,cheese,cheese
21563007,pizza,pizza,pizza,pizza,pizza,cheese,cheese,pizza
21563008,plate,plate,plate,plate,plate,plate,plate,plate
21563009,3,1,1,2,1,1,1,1
21563010,3,4,4,4,4,0,0,0
21563011,no,no,yes,yes,yes,no,yes,no
21563012,white,white,white,white,white,white,white,white
396811000,yes,no,no,yes,yes,no,yes,no
396811001,yes,yes,yes,no,no,no,yes,no
396811002,traffic light,traffic light,traffic light,traffic light,traffic light,traffic light,traffic light,sign
90052000,nothing,nothing,nothing,unknown,nothing,nothing,adidas,nothing
90052001,right,left,right,left,left,right,left,left
90052002,no,no,no,no,no,no,no,no
90052003,yes,yes,yes,yes,yes,yes,yes,yes
90052004,no,no,no,no,yes,no,yes,yes
90052005,yes,yes,yes,yes,yes,no,yes,no
90052006,no,no,no,no,no,no,no,no
283717000,yes,yes,no,yes,no,yes,yes,yes
283717001,microwave,microwave,microwave,blender,microwave,microwave,microwave,microwave
283717002,nothing,nothing,nothing,nothing,nothing,nothing,nothing,nothing
283717003,no,no,yes,yes,no,yes,yes,no
283717004,no,yes,yes,yes,yes,yes,yes,yes
283717005,no,no,no,no,no,no,no,no
152648000,sugar,sugar,sugar,sugar,sugar,sugar,sugar,sugar
152648001,no,no,no,yes,yes,yes,no,yes
152648002,sweet,sugar,sugar,sweet,sweet,sweet,sugar,sweet
152648003,no,no,no,no,no,no,no,no
152648004,donut,desk,plastic,chef,wooden,wooden,wood,wood
152648005,donut,donut,donut,donut,donut,donut,donut,donut
152648006,round,round,round,round,round,square,round,round
152649000,delta,united,american,united,american,united,united,delta
152649001,landing,landing,landing,landing,landing,landing,landing,landing
152649002,no,flying,landing,yes,flying,landing,flying,yes
545867000,4,1,1,2,1,4,3,4
545867001,yes,yes,yes,no,no,yes,yes,no
545867002,yes,no,no,yes,yes,yes,yes,yes
545867003,wool,grass,grass,hay,hay,hay,hay,hay
545867004,square,fence,fence,triangle,house,house,house,circle
21588000,water,water,water,fire hydrant,water,water,water,water
21588001,yes,no,yes,no,no,no,no,no
21588002,fire hydrant,fire hydrant,hydrant,hydrant,hydrant,hydrant,fire hydrant,fire hydrant
21592000,yes,yes,yes,no,yes,no,no,yes
21592001,no,no,no,no,no,no,no,no
21592002,watching,playing,playing,playing wii,playing wii,playing wii,playing wii,playing wii
21592003,right,right,right,right,right,right,right,right
21592004,remote,remote,remote,wii remote,wii remote,wii remote,wii remote,wii remote
21592005,tv,tv,tv,wii,wii,wii,wii,wii
21592006,remote,remote,remote,wii remote,wii remote,wii remote,wii remote,wii remote
527887000,phone,phone,phone,phone,cup,cup,cup,phone
527887001,no,no,no,no,no,no,no,yes
527887002,no,yes,yes,yes,yes,yes,no,yes
527887003,no,no,no,no,no,no,no,yes
527887004,no,yes,yes,no,no,no,no,no
414813000,cloudy,cloudy,cloudy,cloudy,cloudy,cloudy,cloudy,cloudy
414813001,no,no,no,no,no,no,no,no
414813002,white,white,white,white,white,white,white,green
414813003,3,3,3,3,4,3,3,3
283743000,chocolate,chocolate,chocolate,chocolate,chocolate,chocolate,chocolate,vanilla
283743001,yes,yes,yes,yes,yes,no,no,yes
283743002,2,0,unknown,cake,unknown,1,unknown,dessert
283744000,3,2,0,1,2,1,2,3
283744001,2,1,2,1,0,1,0,1
283744002,fake,fake,fake,fake,fake,fake,fake,fake
414819000,yes,yes,yes,yes,yes,yes,yes,yes
414819001,brown,brown,brown,brown,brown,brown,brown,brown
414819002,2,2,2,2,2,2,2,2
283748000,1,1,0,0,0,0,0,0
283748001,yes,yes,yes,yes,yes,yes,yes,no
283748002,laying down,standing,standing,standing,standing,standing,standing,standing
283748003,yes,no,yes,no,no,no,no,no
283748004,no,no,no,no,no,no,no,no
283748005,yes,no,yes,no,no,no,no,no
283748006,no,no,no,no,no,no,no,no
283748007,cloudy,cloudy,sunny,sunny,sunny,sunny,sunny,sunny
283748008,ducks,ducks,ducks,person,person,people,person,surfer
283748009,1,1,1,1,1,1,1,2
283748010,no,no,no,no,no,no,no,no
283748011,afternoon,afternoon,evening,afternoon,afternoon,afternoon,afternoon,afternoon
283748012,photographer,photographer,photographer,photographer,photographer,photographer,photographer,photographer
283748013,no,no,no,no,no,no,no,no
414821000,no,no,no,yes,yes,yes,yes,no
414821001,white,white,white,green,green,green,green,green
414821002,no,no,yes,no,no,no,no,yes
69138000,yes,yes,yes,yes,yes,yes,yes,yes
69138001,pole,pole,truck,parking meter,parking meter,parking meter,parking meter,pole
69138002,red,red,red,red,red,red,red,red
69138003,yes,yes,no,yes,yes,yes,yes,yes
21614000,salmon,salmon,salmon,salmon,salmon,salmon,salmon,salmon
21614001,carrots,carrots,carrots,carrots,carrots,carrots,carrots,carrots
21614002,food,food,food,food,food,food,food,food
545903000,no,no,yes,no,no,yes,no,no
545903001,yes,no,no,yes,yes,no,yes,no
545903002,wood,wood,wood,wood,wood,wood,wood,concrete
283761000,yes,yes,yes,yes,yes,yes,yes,no
283761001,no,no,yes,no,no,no,no,no
283761002,black,black,black,black,black,black,black,black
283761003,no,no,yes,yes,yes,yes,yes,yes
283761004,red,blue,red,blue,blue,blue,blue,red
283761005,no,no,no,no,no,no,no,no
283761006,no,no,no,no,no,no,no,no
283761007,no,no,no,yes,yes,yes,yes,no
374974000,no,harness,yes,no,no,yes,no,happy
374974001,no,no,no,yes,no,no,no,yes
374974002,yes,yes,yes,yes,yes,yes,yes,yes
283768000,checkered,checkered,checkered,stripes,stripes,stripes,stripes,striped
283768001,yes,yes,no,yes,yes,yes,yes,yes
283768002,moving,moving,moving,moving,moving,moving,moving,moving
545913000,no,no,no,no,no,no,no,no
545913001,old,old,old,old,old,yes,old,old
545913002,yes,yes,yes,yes,yes,yes,yes,yes
283772000,white,white,black,black,black,black,black,blue
283772001,blue,blue,blue,blue,blue,blue,blue,blue
283772002,nothing,nothing,nothing,nothing,nothing,not sure,tennis,nothing
283772003,no,no,no,no,no,no,no,no
283772004,white,white,white,blue,blue,blue,blue,white
283772005,2,2,2,2,2,3,2,2
283772006,tennis rackets,tennis rackets,tennis rackets,tennis rackets,tennis rackets,tennis rackets,tennis rackets,tennis rackets
283772007,tennis racket,tennis racket,tennis racket,tennis racket,tennis racket,tennis racket,tennis racket,tennis racket
283772008,2,2,2,2,2,3,2,2
283772009,right,woman,man,left,man,left,boy,left
283772010,male,female,female,male,male,male,male,male
283772011,no,no,no,yes,yes,yes,no,yes
152702000,horse,horse,horse,horse,horse,horse,horse,horse
152702001,house,house,house,house,house,house,house,house
152702002,1,2,1,1,1,1,2,1
152702003,yes,yes,yes,no,no,no,yes,yes
152702004,red,red,red,gray,brown,brown,gray,green
152702005,reins,reins,reins,stick,bat,horse,bat,horse
152702006,shirt,hat,shirt,shorts,tag,pants,shirt,shirt
152702007,green,green,green,gray,gray,gray,gray,green
152702008,no,no,yes,yes,no,no,no,no
152702009,no,yes,yes,no,no,no,yes,no
152702010,brown,brown,brown,white,white,white,white,white
152702011,1,1,1,1,1,1,1,1
545920000,polo,polo,polo,horse racing,biking,horse racing,biking,baseball
545920001,horse,horse,bike,bike,bike,bike,bicycle,bike
545920002,no,no,no,yes,yes,yes,yes,yes
545924000,sailboat,boat,boat,fishing,boat,sailboat,ship,can't tell
545924001,yes,yes,yes,yes,yes,yes,yes,no
