QuestionID,MCAN,ImageID
19025002,london,19025
19025003,bus,19025
150098002,yes,150098
150098006,no,150098
543315000,hardwood,543315
19028003,3,19028
19028004,trees,19028
412247000,plate,412247
412247002,on ground,412247
543322000,nothing,543322
19036001,no,19036
19036002,nothing,19036
543330001,eating,543330
281188000,0,281188
281188002,blender,281188
281188004,tea,281188
281188006,table,281188
281188008,tea,281188
150117003,mirror,150117
150117006,no,150117
19047002,noon,19047
19047003,do not enter,19047
150129000,1,150129
150129003,windows,150129
380348004,wood,380348
380348005,4,380348
380348006,chandelier,380348
412285002,blue,412285
150144000,straight,150144
281220000,yes,281220
281220003,4,281220
281220005,no,281220
19079000,2,19079
19079002,2,19079
19079004,yes,19079
412301002,yellow,412301
412301004,12,412301
412301005,yellow,412301
412301008,12,412301
19087001,construction,19087
19087002,yes,19087
19087005,road,19087
19087006,stop,19087
19087007,no parking,19087
412304001,color,412304
19090001,flip phone,19090
19090002,yes,19090
19090004,man,19090
543385000,2,543385
19102002,sand,19102
543393005,2,543393
543393006,black,543393
281259000,black,281259
543408001,standing,543408
543408005,pink,543408
412338001,sunglasses,412338
412338002,yes,412338
412339001,4,412339
440094000,night,440094
527476002,blue,527476
412349000,yes,412349
543422000,outside,543422
543422001,morning,543422
543422009,snow,543422
150208001,food,150208
412355000,branch,412355
412355005,branch,412355
412355006,outside,412355
412355007,2,412355
412355014,branch,412355
19142002,american,19142
412362001,drinking,412362
281296000,cat,281296
19157000,5,19157
19157006,cow,19157
19158000,1,19158
19158002,bus,19158
19158003,no,19158
245051000,main,245051
245051003,1 way,245051
245051005,1 way,245051
245051008,on pole,245051
19167002,orange,19167
19167003,no,19167
150244003,chicken,150244
281317002,lights,281317
19176000,chinese,19176
19176002,home,19176
19176003,nokia,19176
19176005,no,19176
19176007,pepsi,19176
281331000,no,281331
281331001,floor,281331
281331002,dress,281331
281331003,floral,281331
412407001,texting,412407
150265004,nothing,150265
150267003,0,150267
412419005,catcher,412419
412419012,ball,412419
543492001,road,543492
547435000,white,547435
547435001,1 way,547435
547435002,right,547435
150284003,2010,150284
150284004,motorcycle,150284
150284005,5,150284
412431002,shelf,412431
571182001,red,571182
412440000,4,412440
412440005,white,412440
412440006,sidewalk,412440
412440007,yes,412440
412440009,yes,412440
19226000,pizza,19226
150301002,building,150301
281377001,surfboard,281377
221659000,cheese,221659
221659001,yes,221659
221659008,plate,221659
150309000,1,150309
543531000,military,543531
150317000,trees,150317
412464007,1,412464
412464009,turkey,412464
412464011,turkey,412464
281397001,daytime,281397
3209004,jeans,3209
3209007,yes,3209
543547006,unknown,543547
543551003,shallow,543551
543551004,ocean,543551
281409003,15,281409
281409004,baseball,281409
412483000,10,412483
412483002,pictures,412483
412483003,10,412483
412483011,tv,412483
412483013,cook,412483
412483014,wall,412483
281414000,steps,281414
281414002,sitting,281414
150347003,yes,150347
527501000,yes,527501
527501001,0,527501
281424002,yes,281424
543570003,batter,543570
150358003,woman,150358
543577001,subway,543577
543577002,train station,543577
543577005,4,543577
19292000,nowhere,19292
150365000,giraffe,150365
150365004,green,150365
412510001,no,412510
527504000,size,527504
527504001,flat,527504
19304002,black and white,19304
440124002,airport,440124
19308000,yes,19308
19308003,yes,19308
527506000,grass,527506
281455011,5,281455
281455016,5,281455
281455018,5,281455
281455026,black and white,281455
281455027,bird,281455
543600001,shallow,543600
412531001,tree,412531
412531007,far,412531
412531009,10,412531
412531010,green,412531
412531011,red,412531
412531015,gray,412531
19322001,yes,19322
19324001,church,19324
19324005,street,19324
46912001,gravel,46912
281475001,posing,281475
19333001,table,19333
19333002,5,19333
19333003,phone,19333
19333004,plain,19333
412551002,yellow,412551
412551004,no,412551
150413004,door,150413
543631003,white,543631
543631011,2,543631
543631018,white,543631
543631023,vertical,543631
150417004,yes,150417
412571000,8,412571
412571002,dunkin donuts,412571
19358001,silver,19358
19358002,cat,19358
524387003,yes,524387
524387005,whole,524387
524387007,green,524387
281508000,yes,281508
281508001,9,281508
412584000,evening,412584
412587000,0,412587
543672001,flowers,543672
281533000,nothing,281533
281533001,1,281533
281534005,happy,281534
543681000,4,543681
543681001,roman numerals,543681
543681002,no,543681
281541000,talking on phone,281541
281541002,texting,281541
543686000,sleeping,543686
19402002,yes,19402
412621000,black,412621
412621003,head,412621
90616001,0,90616
90616002,2,90616
150487001,street,150487
543706000,yes,543706
543706001,stand,543706
543706002,big,543706
309071000,no,309071
309071001,no,309071
412639002,no,412639
543713000,field,543713
543713007,0,543713
543713008,10,543713
281573002,phone,281573
543719001,dog,543719
281582000,food,281582
412658000,5,412658
412658001,right,412658
281591001,many,281591
543740001,towel,543740
281598003,sitting,281598
19455002,bedroom,19455
19456001,pizza,19456
281601000,fork,281601
281601001,chicken,281601
281601004,india,281601
412676001,bank,412676
281609003,no,281609
150538002,0,150538
150538005,tree,150538
412690001,ferry,412690
412693001,fence,412693
281625001,noon,281625
281625002,no,281625
281625004,0,281625
281625006,3,281625
281625009,tall,281625
281625010,0,281625
19484009,black,19484
150576007,eating,150576
150576008,yes,150576
281649000,no,281649
19532001,car,19532
19532002,metal,19532
412749000,hair,412749
412749002,brown,412749
412753000,sink,412753
412753002,up,412753
281683000,yes,281683
281683002,soap,281683
412757006,38,412757
412757007,downtown,412757
412757013,1,412757
281687000,watch,281687
281687001,ground,281687
281687002,0,281687
19544002,coca cola,19544
19544010,0,19544
19544011,soda,19544
543836002,sleeping,543836
281693000,delta,281693
281693002,delta,281693
281696002,10,281696
19559001,toothbrush,19559
19559004,toothbrush,19559
57390000,fake,57390
150638001,red,150638
150638003,no,150638
281711001,floor,281711
19579002,table,19579
412798000,nike,412798
412798005,tennis,412798
90645000,black,90645
90645001,tile,90645
543872001,yes,543872
543872002,no,543872
543872003,10,543872
412807001,yes,412807
150675000,4,150675
150675001,no,150675
150675002,no,150675
150677003,no,150677
543895000,dog,543895
543897001,tabby,543897
543897002,orange,543897
281754001,girl,281754
150685002,4,150685
281759002,rainbow,281759
281759007,multi,281759
281759009,4,281759
281759010,2,281759
281759012,3,281759
281759013,2,281759
281759014,2,281759
281759015,yes,281759
374641002,,374641
19624002,no,19624
19631000,6,19631
19631001,2010,19631
19631004,4,19631
19631005,4,19631
281782011,kite,281782
150717002,white,150717
199883001,2,199883
199883006,stop,199883
281800006,10 years,281800
412879003,dress,412879
281809001,orange,281809
480752000,yes,480752
480752002,20,480752
543961002,nothing,543961
281820000,picture,281820
281820001,1,281820
281820002,picture,281820
412899001,on ground,412899
281829004,boy,281829
150763003,8,150763
281837000,background,281837
543985000,no,543985
543985001,0,543985
412916000,18,412916
543992000,kids,543992
543992002,electricity,543992
150779000,broken,150779
19712002,yes,19712
19712005,frisbee,19712
309120002,yes,309120
544009002,cat,544009
544009003,cat,544009
281868000,no,281868
281878005,no,281878
281878007,person,281878
281878016,living room,281878
281878032,laptop,281878
281878033,yes,281878
281878034,yes,281878
281878035,pink,281878
150812000,rocks,150812
505733000,4,505733
412963002,grass,412963
412963003,fur,412963
412966000,in snow,412966
544044001,clear,544044
544044003,books,544044
150830001,bed,150830
412975004,skateboarding,412975
412975009,ponytail,412975
412975011,blue,412975
412975013,standing,412975
544052000,yes,544052
544052001,bear,544052
544052002,0,544052
544052004,yellow,544052
150843004,yes,150843
544065000,1,544065
544065002,no,544065
281924000,box,281924
544071004,5,544071
281929001,0,281929
281929002,0,281929
413008001,yellow,413008
413008002,pizza,413008
413008003,0,413008
483897000,standing,483897
483897002,police,483897
483897003,1,483897
150872000,beach,150872
150875001,black,150875
544094001,parking meter,544094
544094003,yes,544094
150888000,3,150888
150888001,3,150888
19817000,plastic,19817
19817002,white,19817
150893003,no,150893
413043000,graffiti,413043
413043009,no,413043
413043011,graffiti,413043
281976000,banana,281976
281976001,glasses,281976
413056000,baby,413056
413058001,no,413058
413058002,3,413058
413058003,yes,413058
413058004,3,413058
413058005,3,413058
150930000,3,150930
150930001,0,150930
413079000,girl,413079
413096001,united,413096
413096003,taking off,413096
19881001,0,19881
156232002,natural,156232
282037000,batter,282037
282037001,0,282037
282037002,bank of america,282037
282037003,b,282037
282046000,green,282046
413124001,orange,413124
413126002,pink,413126
544201001,holding,544201
150986000,right,150986
150986002,no,150986
150987001,no,150987
19916000,4,19916
19916001,banana,19916
19916003,fork,19916
19916005,1,19916
440226000,yes,440226
282062001,plastic,282062
19923003,building,19923
19924000,necklace,19924
544216001,no,544216
544216004,chicken,544216
151005002,leaves,151005
544237000,yes,544237
282098003,1,282098
282098006,big,282098
413172002,green,413172
3326000,jacket,3326
544246000,happy birthday,544246
544246001,yes,544246
544246002,store,544246
19974000,no,19974
151051000,snowboarding,151051
151051001,nothing,151051
151051007,snowboarding,151051
151051009,snowboarding,151051
544272002,7,544272
282130001,yes,282130
282134001,no,282134
282143002,beer,282143
20001001,0,20001
151081000,plane,151081
151081001,no,151081
282155000,no,282155
282155002,happy,282155
151084007,yes,151084
544306000,noon,544306
413235000,neither,413235
151092002,2,151092
527625001,tree,527625
527625008,grass,527625
413247005,water,413247
282176004,yes,282176
20038000,no,20038
413260000,no,413260
151130000,shallow,151130
151130002,2,151130
20059002,zebra,20059
151138002,no,151138
151141003,neither,151141
151141008,standing,151141
20070000,no,20070
20070003,wii remote,20070
20070004,mustache,20070
413287002,yes,413287
505788002,head,505788
287335004,standing,287335
287335005,no,287335
544365003,nothing,544365
544365007,1,544365
544365013,nothing,544365
544365014,yes,544365
544365015,shelf,544365
413295001,yes,413295
413295002,face,413295
282231000,2010,282231
413320000,6,413320
413320001,yellow,413320
413321001,clouds,413321
20107000,brown,20107
20107001,safety,20107
20111000,in water,20111
413339001,mercedes,413339
413339002,0,413339
413339005,no,413339
413339007,4,413339
413341001,table,413341
413358000,hot dog,413358
282287001,floor,282287
282287002,no,282287
282287003,yes,282287
544432000,yes,544432
544432002,no,544432
544432004,coffee,544432
20147003,baby,20147
282296001,white,282296
282296007,2,282296
282298001,12,282298
151231004,many,151231
151231011,yes,151231
151231012,stop,151231
151235002,middle,151235
467675001,no,467675
467675003,cat,467675
544456000,yes,544456
544456002,ski poles,544456
544456003,skiing,544456
20175001,0,20175
20175002,yes,20175
20177000,9,20177
20177003,2,20177
20178000,4,20178
20178001,skiing,20178
20178004,8,20178
20178005,9,20178
544471002,no,544471
413404008,3,413404
282336001,0,282336
282336002,3,282336
151267001,london,151267
544495002,plate,544495
413435001,on wall,413435
282365008,yes,282365
282366002,metal,282366
282366009,bus,282366
282366013,yes,282366
544519000,blue,544519
544533001,white,544533
544533002,bus stop,544533
549508000,50,549508
549508003,0,549508
20254001,banana,20254
352901000,broccoli,352901
151330001,yes,151330
413475001,yes,413475
413475002,1,413475
413475003,unknown,413475
413475005,2,413475
151334002,truck,151334
20268000,white,20268
20268002,nothing,20268
20268003,yes,20268
20273000,yes,20273
20273001,3,20273
20273003,forward,20273
151347007,flying,151347
20276001,surfing,20276
20276002,orange,20276
282427000,mountain,282427
151358001,red,151358
282437002,5,282437
20307001,0,20307
544597001,rug,544597
544597002,window,544597
544605000,yes,544605
544605001,right,544605
544605002,20,544605
544607003,10,544607
544607006,10,544607
151393000,long,151393
151394001,skateboarding,151394
151394006,chinese,151394
544611000,building,544611
544611004,parade,544611
20334002,snowboarding,20334
413551001,0,413551
413552000,chair,413552
544629000,no,544629
20342001,bike,20342
20349000,yes,20349
151432000,standing,151432
151432001,fish,151432
151432002,no,151432
544655001,blue,544655
544655002,yes,544655
544655003,orange,544655
544655004,yes,544655
151441002,color,151441
151441004,2,151441
20371000,metal,20371
20371002,branch,20371
20371005,yes,20371
20381006,4,20381
413600004,no,413600
413600006,red,413600
413600011,yes,413600
539129002,5,539129
20395000,7,20395
20395002,lights,20395
20395005,0,20395
20395006,7,20395
20395012,yes,20395
20395024,boats,20395
544695000,yes,544695
544695002,tennis,544695
151480000,0,151480
151480001,coca cola,151480
282553000,outside,282553
282553004,yes,282553
282553005,standing,282553
282553006,person,282553
282553019,yes,282553
20410000,chair,20410
413634004,white,413634
413634006,long,413634
413634007,running,413634
527691001,table,527691
151492000,smartphone,151492
287396003,off,287396
151516002,seagull,151516
151516005,2,151516
151524002,blue,151524
20459002,20,20459
20459003,yes,20459
20459008,words,20459
413684001,yellow,413684
413685000,man,413685
413685001,nike,413685
413685002,pizza,413685
413685003,usa,413685
20470000,right,20470
90793003,kite flying,90793
413689005,sidewalk,413689
413689006,2,413689
413689007,white,413689
413689008,rain,413689
282618000,house,282618
20481003,mouse,20481
20481004,computer,20481
20481005,no,20481
151558001,4,151558
20487001,outside,20487
20487004,nothing,20487
20487008,high,20487
413704002,red,413704
413709004,yes,413709
413709006,gothic,413709
413709010,noon,413709
544782001,4,544782
282659001,ball,282659
413734003,window,413734
413734004,yes,413734
413736000,yes,413736
282672001,birthday,282672
282672002,no,282672
282674000,no,282674
282674002,yes,282674
282680000,yes,282680
282680004,0,282680
282680006,nothing,282680
20541002,right,20541
20571002,4,20571
20571003,black,20571
20571005,left,20571
221882000,new york,221882
221882001,clock,221882
440336003,yes,440336
151651000,bathroom,151651
151651001,green and white,151651
151651002,mirror,151651
151657002,birthday,151657
151657004,hand,151657
151657006,blue,151657
151657008,scarf,151657
151657013,no,151657
151657015,yes,151657
151657016,rainy,151657
151657020,red and blue,151657
151657027,red and blue,151657
151657029,red and blue,151657
151657032,black,151657
413805002,on table,413805
544883000,brick,544883
544883002,sun,544883
282741000,suitcase,282741
413822005,riding,413822
413822007,10,413822
20608000,no,20608
20608001,no,20608
413839001,long time,413839
282768000,skateboarding,282768
282772000,yes,282772
20629000,usa,20629
20629002,0,20629
20632000,bear,20632
20632002,4,20632
413852001,8,413852
20641000,0,20641
20641001,no,20641
368565001,8,368565
368565002,2,368565
368565003,flowers,368565
282790000,red,282790
282790001,1,282790
413871001,4,413871
282804004,grass,282804
151739000,no,151739
544956002,outside,544956
151742003,no,151742
151742009,yes,151742
151742015,boy,151742
151742017,inside,151742
151742020,no,151742
20671000,truck,20671
413900003,tv,413900
282830001,yes,282830
282830010,no,282830
282830021,3 feet,282830
544975000,giraffe,544975
282841002,oven,282841
282847002,10,282847
151781000,suv,151781
151781002,1,151781
545000002,walk,545000
545000004,snow,545000
545002001,yes,545002
545002002,pants,545002
545002010,yes,545002
545002011,no,545002
151790000,black,151790
151790002,coffee,151790
545007001,right,545007
545007002,noon,545007
282871002,3,282871
413948003,stop,413948
413948005,yes,413948
413948007,yes,413948
282878006,0,282878
282878007,chef,282878
282878009,3,282878
151807000,0,151807
151807001,motorcycle,151807
151807002,1,151807
151808001,south,151808
151808004,on ground,151808
413959001,no,413959
413959006,2,413959
221911003,spoon,221911
20748000,3,20748
545039004,no,545039
545039005,cheese,545039
545039007,yes,545039
151826003,no,151826
413971002,2,413971
20760001,brushing teeth,20760
20760002,yes,20760
20760003,colgate,20760
20760005,toothpaste,20760
151844000,4,151844
20777000,building,20777
20777001,pizza,20777
20777002,london,20777
20777003,new york,20777
20777004,truck,20777
20777006,apartments,20777
20777008,driving,20777
20777014,yes,20777
20781000,1,20781
20781002,nothing,20781
26879001,walk,26879
20784001,canada,20784
20784002,nothing,20784
20784003,air canada,20784
20784004,no,20784
20784005,nothing,20784
20784007,air canada,20784
20784008,nothing,20784
151857000,9,151857
151857002,new york,151857
151857006,0,151857
151857007,station,151857
20788003,cake,20788
282942002,no,282942
545100001,yes,545100
545101012,sink,545101
414034003,hand,414034
414034005,orange juice,414034
414034008,camera,414034
20820000,1,20820
571449000,donut,571449
151896001,person,151896
545114003,2,545114
527759000,yes,527759
527759002,white,527759
20837002,3,20837
151911004,2012,151911
151911007,5,151911
545138001,1,545138
545138002,yes,545138
283005004,surfboard,283005
151938001,no,151938
545155005,yes,545155
283012006,yes,283012
545162002,flag,545162
545162003,no,545162
156397000,30,156397
156397001,many,156397
156397006,20,156397
156397013,nothing,156397
156397014,many,156397
156397025,green,156397
156397026,many,156397
156397027,no,156397
156397028,20,156397
3480002,cows,3480
3480004,no,3480
3480005,2,3480
3480007,left,3480
3480010,left,3480
151956002,black,151956
414102000,hat,414102
414102002,bag,414102
151962002,no,151962
283038001,no,283038
283038002,0,283038
90864002,beach,90864
151970000,tie,151970
414122001,brown,414122
20908000,10,20908
20908002,yes,20908
283054001,yes,283054
20913003,onion,20913
20915000,no,20915
283064000,red,283064
283064001,white,283064
283064004,water,283064
283070000,yes,283070
283070002,4,283070
545219000,new york,545219
545219002,white,545219
152004002,small,152004
20935003,talking,20935
152012000,left,152012
152012001,5,152012
152012003,white,152012
152019001,yes,152019
152019002,yes,152019
283097005,suitcase,283097
283097010,2,283097
414170002,snow,414170
112719000,stripes,112719
112719002,no,112719
283101001,water,283101
283101002,10,283101
283101003,fishing,283101
545250000,unknown,545250
545250001,no,545250
545250002,refrigerator,545250
283118003,yes,283118
283119000,dog,283119
283120002,surfboard,283120
20979000,2,20979
414196001,right,414196
414196003,picture,414196
414201001,2,414201
414201010,necklace,414201
414201013,cake,414201
283131003,handle,283131
20992000,yes,20992
414212000,wall,414212
414212003,words,414212
545288000,0,545288
21001002,floor,21001
545293001,no,545293
283152001,1,283152
283152006,lab,283152
353027000,yes,353027
283162003,meat,283162
283162004,yes,283162
283162005,tomato,283162
283162006,cheese,283162
414236000,chef,414236
414236001,pepsi,414236
414236005,turkey,414236
545309002,yes,545309
545309003,2,545309
21023000,right,21023
283168000,beer,283168
545317002,white,545317
152103000,2,152103
152103002,nowhere,152103
152103003,bed,152103
414249001,5,414249
414249004,nothing,414249
152106001,lot,152106
152106010,trees,152106
152111002,water,152111
283186001,usa,283186
283186002,red and green,283186
283187004,yes,283187
283187007,ponytail,283187
21046001,nothing,21046
152120000,black,152120
152120001,black and gray,152120
152120004,black,152120
545353000,pizza,545353
545353005,no,545353
545353007,yes,545353
545353008,peppers,545353
467705002,no,467705
283216001,woman,283216
414289001,no,414289
414296000,noon,414296
414296001,dog,414296
152158000,10,152158
240751001,2,240751
418578001,bow,418578
418578002,2,418578
418578003,yes,418578
545390003,yes,545390
152176003,bridge,152176
283254001,glasses,283254
283254009,rectangle,283254
283261000,blanket,283261
283261002,bear,283261
545407001,logo,545407
152192006,sand,152192
152192010,lake,152192
414340000,no,414340
414343001,2,414343
414343002,texting,414343
152208000,no,152208
152211000,skiing,152211
152211002,skiing,152211
21147003,4,21147
545441000,nothing,545441
545441002,girl,545441
414374001,0,414374
414374003,6,414374
414374004,black,414374
21161000,fish,21161
21161001,round,21161
21161002,brown and white,21161
414379001,street,414379
21164002,left,21164
21167008,glass,21167
21167011,no,21167
414385001,cars,414385
283318002,no,283318
414397001,man,414397
414397002,cow,414397
152255000,no,152255
152258005,12,152258
152258006,2,152258
545475002,no,545475
21202001,city,21202
21202002,main,21202
152281000,decoration,152281
21215002,yes,21215
414435002,yes,414435
21232000,sink,21232
21232001,yes,21232
283380000,harley,283380
283380002,no 1,283380
283380003,yes,283380
283380004,0,283380
283380006,honda,283380
283380007,harley,283380
283380009,yes,283380
283380014,black,283380
152326005,wedding,152326
152333000,yes,152333
152333002,downtown,152333
152333003,yes,152333
152333005,4,152333
545550002,yes,545550
152336001,shirt,152336
152336004,no,152336
414481001,cat,414481
414481002,eat,414481
283412000,bear,283412
283412001,no,283412
283412002,toy,283412
414487001,short,414487
414487002,sleeping,414487
414487003,cat,414487
545564002,sleeping,545564
545564003,5,545564
283432001,noon,283432
283432008,cross,283432
283432009,2,283432
283432012,yes,283432
283432013,2,283432
283432015,gray,283432
283432016,20,283432
283432018,2,283432
545581001,2,545581
283438001,watch,283438
283441000,knife,283441
283441001,yes,283441
414516000,zoo,414516
545594000,noon,545594
545594001,talking,545594
545597002,1,545597
545597005,1,545597
545597007,man,545597
545597008,1,545597
21310000,2,21310
414529001,left,414529
414529002,white,414529
416569002,bird,416569
152388001,4,152388
152388002,no,152388
484151001,unknown,484151
484151002,no,484151
152398001,wood,152398
152398002,flowers,152398
283495000,plant,283495
283495005,blue,283495
283495009,man,283495
283495011,sky,283495
283495027,rectangle,283495
283498002,yes,283498
414576001,2,414576
283505002,fence,283505
414578001,on ground,414578
414578012,pink,414578
21365000,nothing,21365
21365002,typing,21365
283516003,noon,283516
283516005,4,283516
283516006,noon,283516
283520000,frisbee,283520
21378004,bus,21378
265707002,sleep,265707
21382001,10,21382
21382002,english,21382
21382004,yes,21382
21382005,street,21382
152465002,fire hydrant,152465
21396001,yes,21396
21396003,couch,21396
21397000,yes,21397
21397002,lunch,21397
21397004,4,21397
21400004,nothing,21400
21400008,truck,21400
21400009,baseball,21400
152482002,2,152482
178331000,tower,178331
283561002,no 1,283561
287559000,red white and blue,287559
287559002,no,287559
152492001,sign,152492
331250002,yes,331250
331250025,1,331250
331250030,1,331250
331250031,0,331250
331250035,skateboarding,331250
414638000,2,414638
414638002,no,414638
152499002,right,152499
152499003,yes,152499
152499004,shallow,152499
21435001,eating,21435
545730003,8,545730
414661001,1,414661
414661002,0,414661
545734006,yes,545734
545734008,stove,545734
545735002,no,545735
414664002,black,414664
414664003,forest,414664
21452000,yes,21452
152525000,street,152525
152525001,25,152525
152525003,street,152525
152530008,waves,152530
243875003,many,243875
545749001,airport,545749
545749002,parked,545749
414679001,dirt,414679
21465002,kitchen,21465
21465003,gold,21465
545756000,2,545756
545756003,yes,545756
21470000,b,21470
21470001,white,21470
21470003,b,21470
156497000,yes,156497
156497003,wood,156497
156497004,yellow,156497
156497005,apple,156497
156497013,picture,156497
156497014,couch,156497
156497018,reading,156497
414698001,mercedes,414698
21483000,3,21483
21483002,square,21483
414709001,nothing,414709
414709005,yes,414709
414709007,fence,414709
414709009,yes,414709
414711002,blue,414711
414711006,3,414711
414711009,3,414711
414711010,no,414711
414711012,yes,414711
414711013,clock,414711
21496002,safety,21496
283642000,walking,283642
283642002,no,283642
283642004,no,283642
21503000,mustard,21503
21503002,sandwich,21503
21503004,4,21503
21503005,sandwich,21503
21503006,restaurant,21503
545796001,colgate,545796
283653000,nothing,283653
283653002,3,283653
69121004,no,69121
69121005,nothing,69121
69121006,nothing,69121
69121008,no,69121
69121009,no,69121
69121011,window,69121
69121015,100,69121
283659002,water skiing,283659
152598002,pizza,152598
414744000,5,414744
414750000,0,414750
414750001,1,414750
414750002,scissors,414750
414750004,no,414750
545826000,hat,545826
545826002,white,545826
152618001,yes,152618
152618003,12,152618
152618005,octagon,152618
152623000,chair,152623
414777000,20,414777
21563010,4,21563
21563011,yes,21563
90052000,unknown,90052
90052001,left,90052
90052003,yes,90052
283717001,blender,283717
152648004,chef,152648
152649000,united,152649
152649002,yes,152649
545867000,2,545867
545867004,triangle,545867
21588000,fire hydrant,21588
21592000,no,21592
21592002,playing wii,21592
21592003,right,21592
527887002,yes,527887
414813003,3,414813
283743002,cake,283743
69138001,parking meter,69138
545903000,no,545903
545903002,wood,545903
374974000,no,374974
545913001,old,545913
283772002,nothing,283772
152702005,stick,152702
152702006,shorts,152702
545920000,horse racing,545920
545920001,bike,545920
545924000,fishing,545924
545924002,no,545924
21639002,no,21639
21639004,cake,21639
414857000,yes,414857
21644001,travel,21644
21644004,3,21644
21644005,3,21644
21644006,yes,21644
331289002,8,331289
152731001,4,152731
152731007,4,152731
152731008,3,152731
152731009,yes,152731
152732000,light,152732
152732001,neck,152732
152732002,mirror,152732
152740002,black,152740
283816000,0,283816
283816001,noon,283816
283816003,daytime,283816
283816007,nothing,283816
283816009,0,283816
283816010,0,283816
152749005,white,152749
152749006,white,152749
374984005,yes,374984
21686000,red,21686
21686005,4,21686
21688000,6,21688
21688001,0,21688
21688003,decoration,21688
152771003,sidewalk,152771
152771010,sidewalk,152771
152771011,hard,152771
414917002,sitting,414917
152774000,3,152774
152774001,4,152774
152774003,4,152774
152776001,carrots,152776
152776002,vegetables,152776
21711003,man,21711
21711008,2,21711
21711015,police,21711
21711017,new york,21711
21711022,yes,21711
152785001,no,152785
414934001,3,414934
546011004,yes,546011
546011005,4,546011
152808000,pizza,152808
152808002,to eat,152808
283881000,yes,283881
283881001,love,283881
283881003,dog,283881
546029001,pillow,546029
21746001,tennis,21746
152823000,yes,152823
283904001,window sill,283904
283904004,yellow,283904
283904006,sitting,283904
21764000,gloves,21764
21776003,2,21776
546067003,people,546067
546067007,brown,546067
546067009,4,546067
415001001,playing baseball,415001
415001003,left,415001
152866002,2,152866
283940001,no,283940
283940002,no,283940
152870005,100,152870
415016001,yes,415016
415016003,boy,415016
415016004,no,415016
283945002,yes,283945
283945007,yellow,283945
283945008,yes,283945
415020000,remote,415020
415020001,yes,415020
415020003,phone,415020
546095006,no,546095
152886000,nothing,152886
283963005,6,283963
418699000,yes,418699
415048004,yes,415048
283977000,walking,283977
283977001,shadow,283977
283977002,protection,283977
283977003,standing,283977
283977004,backpack,283977
283977005,walking,283977
283977006,hay,283977
546126000,natural,546126
546126004,man,546126
21839001,0,21839
283984000,no 1,283984
283984003,luggage,283984
283984004,stop,283984
415073003,solid,415073
415073004,yes,415073
415073005,no,415073
415076002,noon,415076
152933000,nothing,152933
152933002,yes,152933
284015000,church,284015
284015002,dress,284015
284015003,posing,284015
284015004,nothing,284015
284015005,blue and red,284015
284015009,0,284015
284015011,2,284015
546160005,blue,546160
546160006,3,546160
546164003,left,546164
21879001,2,21879
21879002,2,21879
21879004,strap,21879
287636001,no,287636
546171004,1,546171
546171006,elephant,546171
546171007,tired,546171
284028001,floral,284028
284028002,3,284028
21889001,standing,21889
21889002,yes,21889
152962000,tennis,152962
152962002,nothing,152962
284042001,unknown,284042
284042004,yes,284042
284043000,house,284043
21903001,playing,21903
21903002,fence,21903
21919001,1,21919
546219002,closed,546219
546222002,0,546222
415153002,shirt,415153
546226000,2,546226
153011005,0,153011
153011006,food,153011
153011007,food,153011
153011008,5,153011
153011011,no,153011
153011012,food,153011
153011013,nothing,153011
153011014,food,153011
546229000,2,546229
571636000,man,571636
571636006,wood,571636
415163001,far,415163
415163004,living room,415163
284097004,bat,284097
284097014,decoration,284097
284097015,standing,284097
284097017,standing,284097
153026002,veggie,153026
546245000,luggage,546245
546248000,chicken,546248
546248002,sauce,546248
546248003,chicken,546248
520109002,no,520109
284106003,vegetables,284106
284106012,chinese,284106
284106024,no,284106
415179003,eat,415179
153040003,north america,153040
153040004,cooking,153040
21971000,20,21971
546264002,suitcase,546264
415194000,4,415194
21979004,yes,21979
21979014,man,21979
415196019,clothes,415196
153055003,unknown,153055
153055004,cutting board,153055
21989000,5,21989
21993000,bud light,21993
21993002,yes,21993
21993004,blue,21993
21993005,chinese,21993
21993006,no,21993
21993007,pasta,21993
21993008,2,21993
21993009,8,21993
21993013,2,21993
21993020,restaurant,21993
21994000,grass,21994
21994002,2,21994
21994003,2,21994
21994005,2,21994
21994017,water,21994
21994018,yes,21994
21994019,dirt,21994
21994020,outside,21994
284143000,no,284143
153072000,rainbow,153072
153072001,12,153072
415218001,5,415218
284152002,4,284152
546298001,water,546298
546298003,yes,546298
284160001,1,284160
284160005,yes,284160
284160011,california,284160
153103001,black,153103
462424001,verizon,462424
546325001,blue and yellow,546325
22051002,3,22051
546342003,standing,546342
153130011,tennis,153130
153130015,nike,153130
153130018,shorts,153130
153130020,backwards,153130
153130021,no,153130
22072003,brown,22072
22072005,white,22072
22072007,red,22072
284220000,red,284220
22085000,2,22085
22085007,yes,22085
22085008,1,22085
25529002,sandwich,25529
25529004,sandwich,25529
25529011,4,25529
25529017,sandwiches,25529
25529020,4,25529
25529021,yes,25529
25529024,chicken,25529
284253000,unknown,284253
284253002,oranges,284253
22112002,vegetables,22112
284257000,yes,284257
284257001,person,284257
415334000,6,415334
415334002,ski lift,415334
22129002,wood,22129
153205001,2,153205
153205003,deep,153205
153205006,yes,153205
284279001,drinking,284279
284279002,water,284279
546428002,yes,546428
546428005,no,546428
546428011,yes,546428
284286001,1,284286
284286002,old,284286
415360002,sitting,415360
