QuestionID,MCAN+ALBERT,ImageID
527506000,sky,527506
281455007,clouds,281455
281455029,sand,281455
543600001,shallow,543600
412531007,far,412531
412531010,green,412531
412531011,red,412531
412531014,2,412531
19322001,yes,19322
19324005,london,19324
19324006,yes,19324
46912001,gravel,46912
19333000,brown,19333
19333001,left,19333
19333002,2,19333
19333003,phone,19333
19333004,plain,19333
412551003,nothing,412551
412551004,no,412551
150413000,pitbull,150413
150413004,floor,150413
543631003,blue,543631
543631018,silver,543631
543631023,vertical,543631
150417002,15,150417
150417004,yes,150417
412571002,dunkin donuts,412571
19358001,silver,19358
19358002,bear,19358
524387001,solid,524387
524387005,whole,524387
281508001,8,281508
412584000,noon,412584
412592000,1,412592
412592003,blue and white,412592
543672001,0,543672
281533000,show,281533
281534001,sitting,281534
543681000,yes,543681
543681001,roman numerals,543681
543681002,no,543681
281541000,talking on phone,281541
281541002,yes,281541
543686000,sleeping,543686
19402002,yes,19402
412621000,brown,412621
412621003,burton,412621
90616001,food,90616
90616002,2,90616
150487001,street,150487
150487005,red and black,150487
543713000,field,543713
543713006,13,543713
543713007,0,543713
543713008,10,543713
281573002,left,281573
543719003,1,543719
19432001,white,19432
281582000,wii,281582
281582001,8,281582
412658000,13,412658
412658001,right,412658
281591001,many,281591
281591002,white,281591
543740001,floor,543740
281598003,sitting,281598
19455002,bedroom,19455
19455003,solid,19455
19456001,pizza,19456
19456002,2,19456
281601000,fork,281601
281601001,chicken,281601
281601004,usa,281601
412676000,4,412676
412676001,bank,412676
281609003,no,281609
281609004,3,281609
412690001,ferry,412690
412693001,fence,412693
281625001,noon,281625
281625004,0,281625
281625006,yes,281625
281625009,tall,281625
281625010,0,281625
19484010,nothing,19484
150576004,10 feet,150576
150576007,eating,150576
150576008,yes,150576
19523000,passengers,19523
150599001,phone,150599
19532001,light,19532
19532002,pole,19532
412749000,mustache,412749
281679000,no,281679
412753000,sink,412753
281683002,soap,281683
412757006,4,412757
412757007,downtown,412757
412757013,1,412757
281687001,sidewalk,281687
281687002,0,281687
19544002,0,19544
19544010,both,19544
19544011,soda,19544
543836002,sleeping,543836
281693000,british airways,281693
281693002,british airways,281693
412767003,no,412767
281696001,motorcycle,281696
281696002,20,281696
19559001,toothbrush,19559
19559003,yes,19559
19559004,toothbrush,19559
57390000,fake,57390
19579002,on table,19579
281725000,0,281725
412798000,nike,412798
412798005,unknown,412798
90645001,tile,90645
543872000,magnets,543872
543872001,yes,543872
412807001,yes,412807
19592003,on ground,19592
412813001,no,412813
150675000,no,150675
543895000,dog,543895
19608000,above,19608
19608002,yes,19608
543897000,no,543897
543897001,tabby,543897
543897002,orange,543897
281754000,yes,281754
281754006,smiling,281754
281759007,multi,281759
281759010,3,281759
281759012,3,281759
281759013,3,281759
281759014,1,281759
374641001,no,374641
19624002,no,19624
19631000,6,19631
19631001,2010,19631
19631004,unknown,19631
19631005,4,19631
281782008,yes,281782
281782011,kite,281782
199883006,parking,199883
281800003,yes,281800
281800006,old,281800
412879002,no,412879
412879003,dress,412879
480752000,yes,480752
412887002,brown,412887
543961002,nothing,543961
281820000,picture,281820
281820001,1,281820
281820002,picture,281820
412899001,ground,412899
281829004,boy,281829
150763003,6,150763
281837000,right,281837
281837002,bat,281837
543985000,no,543985
543985001,0,543985
412916000,0,412916
150779000,parked,150779
19712001,6,19712
19712002,yes,19712
19712005,forward,19712
19712006,solid,19712
309120002,yes,309120
544009002,cat,544009
544009003,cat,544009
19723001,4,19723
281868000,no,281868
281878007,water,281878
281878018,table,281878
281878020,wall,281878
281878022,bedroom,281878
281878032,laptop,281878
281878033,yes,281878
281878034,yes,281878
281878035,gray,281878
150812000,rocks,150812
150812001,palm,150812
505733000,4,505733
412963001,white,412963
412963002,grass,412963
412963003,ears,412963
544044000,store,544044
544044003,phone,544044
150830001,bed,150830
412975004,skateboarding,412975
412975013,standing,412975
412975015,no,412975
544052000,yes,544052
544052001,dog,544052
544052004,brown,544052
544065000,2,544065
281924002,peppers,281924
281929001,don't know,281929
281929002,7,281929
281929003,no,281929
19786000,computer,19786
19786001,no,19786
413008001,silver,413008
413008002,pizza,413008
413008003,1,413008
483897002,police,483897
483897003,1,483897
150874000,3,150874
544094001,parking,544094
544094003,yes,544094
150888000,yes,150888
19817000,plastic,19817
19817002,blue,19817
413043000,stop,413043
413043004,red,413043
413043009,unknown,413043
413043011,stop,413043
281976000,food,281976
281976001,smile,281976
281977000,no,281977
544122001,yes,544122
413056000,children,413056
413058000,yes,413058
413058001,no,413058
413058002,3,413058
544140002,yes,544140
150930000,yes,150930
150930001,no,150930
150943002,short,150943
150943005,white,150943
413096001,united,413096
413096003,taking off,413096
19888001,black,19888
156232002,natural,156232
282037000,pitcher,282037
282037001,motorcycle,282037
282037002,bank of america,282037
282037003,yes,282037
413126000,6,413126
544201001,holding,544201
150986000,right,150986
150986002,no,150986
150987001,no,150987
150987002,gray,150987
19916000,2,19916
19916001,banana,19916
19916002,no,19916
19916003,fork,19916
19916005,1,19916
440226000,yes,440226
282062004,head,282062
19923002,ford,19923
19924001,toothbrush,19924
544216001,no,544216
544216003,yes,544216
544216004,club,544216
413146001,2,413146
151005000,leaves,151005
151005002,leaves,151005
544237000,yes,544237
282098003,1,282098
282098006,small,282098
413172002,water,413172
3326000,shirt,3326
3326002,no,3326
544246000,happy birthday,544246
544246002,morning,544246
19974007,yes,19974
151051000,snowboarding,151051
151051001,nothing,151051
151051007,snowboarding,151051
544272002,4,544272
282130001,nowhere,282130
282143002,pizza,282143
20001001,2,20001
282150002,1,282150
151081000,plane,151081
151081001,no,151081
151084001,yes,151084
151084007,yes,151084
544306000,yes,544306
544306003,no,544306
413235000,yes,413235
151092002,2,151092
527625001,tree,527625
527625008,grass,527625
544322002,2,544322
20038000,no,20038
413260000,no,413260
151130000,shallow,151130
151130001,no,151130
151130002,2,151130
20059002,right,20059
151138002,no,151138
151141000,stairs,151141
151141003,no,151141
20070000,no,20070
20070003,wii remote,20070
413287002,yes,413287
505788001,yes,505788
505788002,camera,505788
287335005,no,287335
544365003,pictures,544365
544365011,nothing,544365
544365013,nothing,544365
544365015,desk,544365
413295001,yes,413295
413295002,banana,413295
282229003,united,282229
282231000,2010,282231
413320000,2,413320
413320001,yellow,413320
413320002,yes,413320
20107000,brown,20107
20107001,water,20107
20111000,in water,20111
413339000,right,413339
413339001,mercedes,413339
413339002,no,413339
413339007,38,413339
413349004,2,413349
413358000,hot dog,413358
282287001,floor,282287
544432000,yes,544432
544432002,no,544432
544432004,food,544432
20147003,baby,20147
282296001,white,282296
282296003,yes,282296
282298001,noon,282298
151231004,many,151231
151231006,left,151231
151231012,stop,151231
151235002,left,151235
467675003,cat,467675
544456002,ski poles,544456
544456003,skiing,544456
20175001,stove,20175
20177000,12,20177
20177003,2,20177
20178001,protection,20178
20178004,9,20178
20178005,4,20178
413395006,3,413395
544471002,no,544471
282336001,1,282336
282336002,6,282336
151267001,london,151267
151268003,0,151268
544495001,no,544495
544495002,tomatoes,544495
413435001,ceiling,413435
282365002,friends,282365
282366002,metal,282366
282366003,1,282366
282366009,bus,282366
544533001,white,544533
544533002,airport,544533
549508000,50,549508
549508003,0,549508
544538000,purple,544538
544538002,cutting,544538
20254001,banana,20254
20254003,yes,20254
413475002,safety,413475
413475003,stop,413475
413475005,stop,413475
151334002,truck,151334
151338002,skateboarding,151338
20268002,food,20268
20268003,yes,20268
20273000,new york,20273
20273001,15,20273
20273003,nowhere,20273
151347007,flying,151347
20276002,orange,20276
544565001,breakfast,544565
282427000,bridge,282427
151358001,red,151358
282437002,5,282437
20307001,1,20307
544597001,rug,544597
544597002,white,544597
544605000,yes,544605
544605001,right,544605
544605002,10,544605
544607003,7,544607
544607006,8,544607
151393000,0,151393
151394006,chinese,151394
544611000,sign,544611
544611004,parade,544611
20334002,skiing,20334
413551001,1,413551
413552000,chair,413552
413552009,yes,413552
413552012,smile,413552
20342000,yes,20342
20342001,pole,20342
20349000,yes,20349
151432000,standing,151432
544655001,blue,544655
544655003,orange,544655
544655004,yes,544655
544655005,jacket,544655
151441003,school,151441
20371000,railing,20371
20371001,railing,20371
20381006,1,20381
413600004,no,413600
413600006,red,413600
539129002,5,539129
20395000,10,20395
20395005,right,20395
20395012,yes,20395
20395024,boats,20395
544695000,yes,544695
151480000,man,151480
151480001,coca cola,151480
282553003,trees,282553
282553005,standing,282553
282553006,road,282553
282553016,frisbee,282553
282553020,trees,282553
20410000,rail,20410
413634006,blonde,413634
413634007,running,413634
527691001,floor,527691
527691002,floral,527691
287396003,yes,287396
151516002,seagull,151516
282591001,no,282591
413666006,0,413666
151524002,blue,151524
20459002,23,20459
20459003,yes,20459
20459005,red,20459
20459008,logo,20459
151537002,window,151537
413684001,yellow,413684
413685000,woman,413685
413685001,nike,413685
413685002,grass,413685
20470000,right,20470
90793005,sand,90793
413689004,yes,413689
413689005,nowhere,413689
413689008,rain,413689
282618000,house,282618
20481000,0,20481
20481003,books,20481
20481004,desk,20481
151558001,4,151558
151558002,3,151558
20487008,high,20487
413704002,red,413704
413709004,yes,413709
413709005,2,413709
413709006,gothic,413709
413709010,noon,413709
544782001,2,544782
282659001,nothing,282659
413734003,both,413734
413734004,no,413734
413736000,yes,413736
282672001,birthday,282672
282680000,yes,282680
282680004,0,282680
282680006,nothing,282680
544825001,nowhere,544825
20541002,right,20541
20571005,right,20571
221882000,new york,221882
440336000,4,440336
440336003,yes,440336
151651000,shower,151651
151651004,bathing,151651
151657002,birthday,151657
151657004,scarf,151657
151657008,scarf,151657
151657013,no,151657
151657033,beer,151657
413805002,on desk,413805
544883000,recently,544883
544883002,sun,544883
282741000,suitcases,282741
413822000,no 1,413822
413822005,riding,413822
20608001,no,20608
413839001,long time,413839
20629000,usa,20629
20629002,truck,20629
20632000,teddy bear,20632
20632002,4,20632
413852001,8,413852
413852004,3,413852
20641000,0,20641
368565001,4,368565
368565002,2,368565
368565004,bed,368565
282790000,red and black,282790
282790001,1,282790
413871001,2,413871
282804004,grass,282804
151739000,no,151739
544956001,skateboarding,544956
544956002,park,544956
151742000,yes,151742
151742008,scarf,151742
151742015,child,151742
151742017,inside,151742
20671000,car,20671
413900001,brown,413900
413900002,nothing,413900
413900003,tv,413900
282841002,bowl,282841
151781000,suv,151781
151781002,1,151781
545000002,nothing,545000
545000004,snow,545000
545002001,yes,545002
545002002,jacket,545002
545002010,yes,545002
151790000,black,151790
151790002,scissors,151790
545007001,right,545007
545007002,yes,545007
413948003,don't know,413948
413948005,yes,413948
413948007,yes,413948
282878002,yes,282878
282878007,chef,282878
282878009,5,282878
151807000,2,151807
151807001,coffee,151807
151808001,south,151808
151808004,river,151808
413959001,no,413959
413959006,4,413959
20748000,2,20748
545039005,cheese,545039
151826003,no,151826
413971001,1,413971
413971002,2,413971
20760001,brushing teeth,20760
20760002,yes,20760
20760003,colgate,20760
20760005,toothpaste,20760
282912002,many,282912
151842002,4,151842
151844000,24,151844
20777000,building,20777
20777001,sign,20777
20777002,london,20777
20777003,london,20777
20777006,office,20777
20777008,nothing,20777
20777014,store,20777
20781000,1,20781
26879001,skateboard,26879
20784001,canada,20784
20784002,air canada,20784
20784003,air canada,20784
20784005,emirates,20784
20784007,emirates,20784
20784008,emirates,20784
20784009,luggage,20784
151857000,4,151857
151857002,new york,151857
151857006,0,151857
151857007,station,151857
20788003,soup,20788
275657001,water,275657
545100000,2,545100
545101012,microwave,545101
414034000,gray,414034
414034003,hand,414034
414034005,orange juice,414034
414034008,camera,414034
20820003,yes,20820
571449000,chocolate,571449
151896001,plants,151896
151896002,yes,151896
545114001,eating,545114
527759000,yes,527759
20837000,left,20837
151911001,no,151911
151911004,2012,151911
545138001,2,545138
545138002,yes,545138
283005004,surfboard,283005
151938001,no,151938
545155005,yes,545155
545162002,left,545162
545162003,no,545162
156397001,many,156397
156397006,50,156397
156397007,50,156397
156397014,many,156397
156397026,50,156397
156397027,no,156397
156397028,many,156397
3480002,yes,3480
3480007,left,3480
3480010,left,3480
151956002,black,151956
414102002,bag,414102
151962002,no,151962
90864002,beach,90864
20904002,5,20904
20908000,11,20908
283055001,no,283055
283055002,orange,283055
20912001,no,20912
20913001,no,20913
20913003,peppers,20913
414133001,wood,414133
414133002,traffic,414133
283064000,silver,283064
283064001,white,283064
283064004,water,283064
283070001,table,283070
545219000,new york,545219
545219002,white,545219
20935003,typing,20935
20935004,yes,20935
152012001,9,152012
152012003,black,152012
152019001,yes,152019
152019002,yes,152019
283097002,traveling,283097
283097005,suitcase,283097
283097010,2,283097
112719000,stripes,112719
112719002,no,112719
283101001,water,283101
283101002,10,283101
283101003,fishing,283101
545250000,unknown,545250
545250001,no,545250
545250002,magnets,545250
283118003,yes,283118
283119000,table,283119
20979000,2,20979
414196001,right,414196
414196003,picture,414196
414201001,2,414201
414201010,necklace,414201
414201013,cake,414201
414201018,yes,414201
283131003,handle,283131
414212000,wall,414212
414212002,baseball field,414212
414212003,words,414212
545288000,0,545288
545293001,no,545293
283152006,lab,283152
353027000,yes,353027
283162001,no,283162
283162003,meat,283162
283162004,yes,283162
283162005,tomato,283162
414236001,coke,414236
414236005,roast beef,414236
545309002,yes,545309
545309003,4,545309
21023000,front,21023
283168000,tea,283168
545317002,white,545317
152103000,0,152103
152103002,blanket,152103
152103003,bed,152103
152103004,mutt,152103
414249001,4,414249
414249006,pink,414249
152106001,lot,152106
152106010,trees,152106
152111002,water,152111
283186001,0,283186
283187007,ponytail,283187
21046002,wall,21046
152120000,black,152120
152120001,black,152120
152120004,black,152120
545353000,pizza,545353
545353005,no,545353
545353007,yes,545353
467705002,no,467705
283216001,woman,283216
283222000,0,283222
414296000,noon,414296
414296001,bird,414296
545385001,fork,545385
240751001,2,240751
418578000,no,418578
418578003,yes,418578
152176001,mountain,152176
152176003,bridge,152176
283254001,cup,283254
283254009,rectangle,283254
283254011,talking on phone,283254
283261000,blanket,283261
283261002,bear,283261
545407001,bird,545407
152192006,yes,152192
152192010,lake,152192
414340000,no,414340
414343001,2,414343
414343002,texting,414343
152208000,no,152208
152211000,unknown,152211
152211002,skiing,152211
283290002,no,283290
21147003,4,21147
545441000,brush,545441
545441002,baby,545441
414374001,6,414374
414374003,6,414374
414374004,black,414374
21161000,tabby,21161
21161002,brown and white,21161
414379001,usa,414379
414379003,no,414379
21164002,left,21164
21167008,glass,21167
21167011,no,21167
414385001,cars,414385
152245000,2,152245
414397002,horse,414397
152255000,no,152255
152258005,14,152258
152258006,2,152258
21202001,city,21202
21202002,arrow,21202
152281000,decoration,152281
21215002,yes,21215
21232000,nothing,21232
21232001,yes,21232
283380000,harley,283380
283380002,no 1,283380
283380003,yes,283380
283380004,nothing,283380
283380006,honda,283380
283380007,yamaha,283380
283380009,yes,283380
283380014,black,283380
152326005,tree,152326
152333000,yes,152333
152333002,downtown,152333
152333003,yes,152333
152333005,4,152333
545550000,no,545550
152336001,shirt,152336
414481001,cat,414481
414481002,eat,414481
283412000,bear,283412
283412002,book,283412
414487003,cat,414487
545564002,sleeping,545564
414501000,blue and white,414501
283432001,noon,283432
283432002,1,283432
283432008,weather vane,283432
283432009,noon,283432
283432012,yes,283432
283432013,noon,283432
283432015,gray,283432
283432016,10,283432
283432018,noon,283432
283441000,brush,283441
283441001,yes,283441
283441002,wood,283441
414516000,zoo,414516
545594000,train,545594
545594001,driving,545594
545597002,1,545597
545597005,1,545597
545597007,man,545597
545597008,1,545597
416569002,0,416569
152388001,4,152388
484151001,don't know,484151
152398001,metal,152398
152398002,flowers,152398
283471001,yes,283471
283495002,yes,283495
283495003,gray,283495
283495007,yes,283495
283495009,people,283495
283495022,right,283495
283495027,0,283495
283495031,yes,283495
414578001,bench,414578
414578008,nothing,414578
414578011,pole,414578
414578014,man,414578
21365000,nothing,21365
21365002,typing,21365
283516000,clock,283516
283516003,no,283516
283516005,yes,283516
283516006,yes,283516
283520000,frisbee,283520
283520005,clothes,283520
21378002,no,21378
21378004,no,21378
265707002,sleep,265707
21382001,8,21382
21382002,english,21382
21382005,street,21382
152465002,back,152465
21396001,meow,21396
21396003,couch,21396
21397002,fruit,21397
21397003,fruit,21397
21397005,4,21397
21400004,pants,21400
21400008,people,21400
21400009,baseball,21400
152482001,yes,152482
152482002,lot,152482
178331000,nowhere,178331
287559000,red white and blue,287559
287559002,no,287559
331250002,yes,331250
331250005,no,331250
331250006,4,331250
331250013,yes,331250
331250015,yes,331250
331250030,2,331250
331250031,skateboard,331250
331250032,yes,331250
331250035,skate park,331250
331250036,in air,331250
414638000,2,414638
414638002,no,414638
152499002,yes,152499
152499004,shallow,152499
21435000,0,21435
545730003,8,545730
414661001,2,414661
414661002,left,414661
545734001,towel,545734
545734008,oven,545734
414664003,forest,414664
21452001,2012,21452
152525000,go,152525
152525001,25,152525
152525003,caution,152525
152530008,waves,152530
243875000,yes,243875
243875003,lot,243875
414676002,1,414676
545749001,truck,545749
545749002,parked,545749
414680000,no,414680
21465001,brown,21465
21465002,dining room,21465
21465003,green,21465
545756003,playing tennis,545756
21470000,b,21470
21470003,b,21470
156497000,yes,156497
156497003,wood,156497
156497004,black,156497
156497005,apple,156497
156497013,pictures,156497
156497018,reading,156497
21483000,2,21483
21483001,yes,21483
21483002,square,21483
414709001,nothing,414709
414709005,yes,414709
414709007,fence,414709
414709009,yes,414709
414711002,blue,414711
414711006,yes,414711
414711008,striped,414711
414711009,yes,414711
414711012,yes,414711
414711013,clock,414711
283642000,walking,283642
21503000,mustard,21503
21503002,pie,21503
21503004,0,21503
21503005,paper,21503
21503006,restaurant,21503
545796001,electric,545796
283653000,0,283653
283653002,3,283653
69121002,kitchen,69121
69121004,no,69121
69121005,nothing,69121
69121006,window,69121
69121007,1,69121
69121008,no,69121
69121009,no,69121
69121011,window,69121
69121015,0,69121
283659002,parasailing,283659
283659003,kite,283659
152598002,pizza,152598
414750000,scissors,414750
414750001,24,414750
414750004,no,414750
545826000,cow,545826
152618001,yes,152618
152618003,8,152618
152618005,octagon,152618
152623000,chair,152623
414777000,10,414777
21563010,0,21563
21563011,yes,21563
90052000,adidas,90052
90052001,left,90052
90052003,yes,90052
152649000,united,152649
21592000,no,21592
21592002,playing wii,21592
21592003,right,21592
527887000,cup,527887
414813003,3,414813
283743002,unknown,283743
283744001,0,283744
69138001,parking meter,69138
545903000,no,545903
545903002,wood,545903
374974000,no,374974
545913001,old,545913
283772002,tennis,283772
283772009,boy,283772
152702009,yes,152702
545920000,biking,545920
545920001,bicycle,545920
545924000,ship,545924
545924002,no,545924
21639002,no,21639
21639004,decoration,21639
21644001,travel,21644
21644004,3,21644
152731001,4,152731
152731007,4,152731
152732000,light,152732
152732001,neck,152732
152732002,person,152732
152740002,black,152740
545958008,building,545958
545958012,walking,545958
545959003,sheep,545959
283816001,0,283816
283816003,morning,283816
283816007,nothing,283816
283816009,no clock,283816
283816010,0,283816
283816011,yes,283816
152749001,wood,152749
152749002,yes,152749
152749005,white,152749
152749006,white,152749
374984005,yes,374984
21686000,red,21686
21686003,4,21686
21686005,4,21686
21686006,cake,21686
152759001,toilet,152759
21688000,6,21688
21688001,0,21688
21688003,electricity,21688
283833002,no,283833
152771003,road,152771
152771010,sidewalk,152771
152771011,hard,152771
414917002,sitting,414917
152774000,0,152774
152774003,4,152774
152776000,yes,152776
152776002,carrots,152776
21711000,no,21711
21711003,man,21711
21711015,police,21711
21711016,yes,21711
21711017,london,21711
21711022,yes,21711
21711027,motorcycle,21711
152785001,no,152785
152785002,no,152785
546011001,yes,546011
546011004,yes,546011
546011005,4,546011
283874002,no,283874
152808000,pizza,152808
152808002,cheese,152808
283881000,blue,283881
283881001,no,283881
283881003,nothing,283881
21746002,no,21746
152823000,yes,152823
283904001,bathroom,283904
283904004,wood,283904
283904006,light,283904
21764000,gloves,21764
21776003,4,21776
546067003,people,546067
546067009,4,546067
415001001,playing baseball,415001
415001003,left,415001
152866000,6,152866
152866002,2,152866
283940003,no,283940
152870005,100,152870
415020000,remote,415020
415020001,yes,415020
546095006,no,546095
152886000,cart,152886
283963000,green,283963
283963001,4,283963
283963005,5,283963
415048004,yes,415048
283977000,walking,283977
283977001,shadow,283977
283977003,nothing,283977
283977004,backpack,283977
283977005,walking,283977
546126000,natural,546126
546126001,0,546126
21839001,2,21839
283984000,no 1,283984
283984003,luggage,283984
283984004,stop,283984
415073005,no,415073
415076001,no,415076
415076002,noon,415076
152933000,sign,152933
152933002,yes,152933
21864003,fishing,21864
284015000,army,284015
284015002,dress,284015
284015003,yes,284015
284015004,nothing,284015
284015005,red and blue,284015
284015009,clock,284015
284015011,6,284015
546160005,red,546160
546160006,2,546160
152946006,black,152946
546164003,left,546164
21879002,2,21879
21879004,strap,21879
287636001,no,287636
546171003,yes,546171
546171005,left,546171
546171006,elephant,546171
546171012,ball,546171
284028001,flowers,284028
284028002,3,284028
21889001,standing,21889
152962000,yes,152962
152962002,yes,152962
284042001,nothing,284042
284042004,yes,284042
284043000,home,284043
21903001,feeding,21903
21903002,yes,21903
546219002,closed,546219
546222002,0,546222
415153002,clothes,415153
153011001,yes,153011
153011005,,153011
153011007,broken,153011
153011008,8,153011
153011011,no,153011
153011012,waiting,153011
153011013,bus,153011
153011014,0,153011
546229000,2,546229
546229002,no,546229
571636000,man,571636
571636006,wood,571636
415163004,living room,415163
284097004,bat,284097
284097014,protection,284097
284097015,standing,284097
153026002,pepperoni,153026
284099004,man,284099
546248000,chicken,546248
546248002,nothing,546248
546248003,chicken,546248
284106003,vegetables,284106
284106008,food,284106
284106010,yes,284106
284106012,chinese,284106
284106015,brown,284106
284106019,yes,284106
284106023,square,284106
153038001,yes,153038
153040003,north america,153040
153040004,cooking,153040
21971000,20,21971
415194000,6,415194
21979000,yes,21979
21979004,yes,21979
21979014,man,21979
415196010,stripes,415196
415196019,clothes,415196
153055002,thick,153055
153055003,unknown,153055
153055004,pepperoni,153055
21989000,5,21989
21993000,budweiser,21993
21993002,yes,21993
21993005,dinner,21993
21993006,no,21993
21993007,meat,21993
21993008,1,21993
21993009,8,21993
21993013,5,21993
21993020,restaurant,21993
21993021,1,21993
21993030,yes,21993
21994000,grass,21994
21994002,2,21994
21994003,2,21994
21994005,2,21994
21994008,no,21994
21994017,water,21994
21994018,yes,21994
21994019,trunk,21994
153072000,rainbow,153072
415218001,4,415218
22004000,no,22004
284152002,7,284152
546298001,rock,546298
546298003,yes,546298
284160010,1,284160
462424001,verizon,462424
546325001,blue,546325
22051002,3,22051
546342003,skateboarding,546342
153130011,tennis,153130
153130015,nike,153130
153130018,shorts,153130
153130020,backwards,153130
153130021,kia,153130
22072006,glazed,22072
284220000,t shirt,284220
153150004,bulldog,153150
22085008,3,22085
91063000,no,91063
546388000,motorcycle,546388
25529000,ketchup,25529
25529002,sandwich,25529
25529004,salad,25529
25529011,3,25529
25529015,fries,25529
25529017,sandwiches,25529
25529018,fast food,25529
25529020,3,25529
284253000,2.00,284253
284253002,grapes,284253
22112002,vegetables,22112
284257000,yes,284257
284257001,bat,284257
415334002,hill,415334
22129002,luggage,22129
153205003,deep,153205
153205006,yes,153205
284279002,water,284279
546428005,no,546428
284286000,yes,284286
284286001,1,284286
284286002,old,284286
415360002,sitting,415360
284292000,parrot,284292
284296001,2,284296
284296002,2,284296
546444001,bed,546444
546444002,red,546444
546444005,10,546444
546444007,no,546444
153229004,6,153229
22158000,checkered,22158
22158002,stove,22158
22158010,2,22158
153231002,cake,153231
22167000,no,22167
546463001,yes,546463
22176004,umbrella,22176
22196000,no,22196
284341002,2,284341
284341004,holding,284341
284341007,striped,284341
22199000,12,22199
22199003,chef,22199
415420003,1,415420
415420004,no,415420
153279001,1,153279
153279002,0,153279
153279004,1,153279
22208000,no,22208
22208001,no,22208
22208004,movie,22208
22208006,unknown,22208
22208008,sony,22208
284354001,clock,284354
153283001,12:00,153283
153283004,0,153283
153283006,noon,153283
153283007,12:00,153283
153283011,12:00,153283
153283012,12:00,153283
153283015,noon,153283
153283016,noon,153283
546500000,no,546500
22213002,yes,22213
22215005,square,22215
415432000,picture,415432
415432001,wood,415432
415434000,eating,415434
415434002,nothing,415434
415434007,left,415434
284365006,6,284365
153299000,yes,153299
153299001,20,153299
153300001,paper,153300
153300003,middle,153300
284375002,windows,284375
284375004,2,284375
284375007,water,284375
284375008,blue,284375
546524001,people,546524
134778001,waves,134778
134778003,waves,134778
134778005,10,134778
134778012,seagulls,134778
134778014,bird,134778
265851000,bricks,265851
265851001,4,265851
415461000,child,415461
415461002,nothing,415461
284400001,cell phone,284400
22257001,right,22257
22257002,right,22257
3711002,yes,3711
3711003,yes,3711
3711010,truck,3711
546556001,50,546556
153344000,umpire,153344
546569003,open,546569
546569007,men's,546569
546577000,playing wii,546577
546577001,headphones,546577
546584001,green,546584
396932001,nothing,396932
284445001,parade,284445
284445002,yes,284445
546596002,no,546596
415530003,nothing,415530
284465002,blue,284465
415538003,yes,415538
22324005,water,22324
22324006,yellow,22324
22324007,graffiti,22324
116244001,5,116244
116244004,5,116244
546622001,cat,546622
484321000,0,484321
484321002,people,484321
284488000,mouse,284488
284488002,samsung,284488
546639003,yes,546639
546642001,2,546642
546649002,wood,546649
546649003,blinds,546649
284509003,left,284509
284509004,oak,284509
546658000,snow,546658
22371000,face,22371
153445000,wood,153445
153445001,no,153445
153455002,no,153455
153460001,living room,153460
22396000,yes,22396
22396001,blue,22396
22396003,nowhere,22396
284542004,no,284542
546687000,nowhere,546687
546687004,2,546687
546687009,do not enter,546687
546687010,yes,546687
415619000,yes,415619
284548000,2,284548
284548002,yes,284548
284552000,2,284552
284552002,oak,284552
134807002,black,134807
153486000,pink,153486
22420002,bicycles,22420
22423000,nothing,22423
22423001,man,22423
546717001,blue,546717
415646000,noon,415646
415647000,kitchen,415647
415647002,no,415647
22432000,wall,22432
22432003,wall,22432
546721004,boats,546721
440646002,0,440646
284589007,beige,284589
22446002,breakfast,22446
153520002,no,153520
284594002,no,284594
153524001,wood,153524
153524002,computer,153524
153524005,wall,153524
546742001,blue,546742
546742002,yes,546742
546742003,floor,546742
153527001,red and white,153527
415672001,china,415672
415672002,12,415672
153529001,tan,153529
153529002,heels,153529
284605001,top,284605
284605002,sitting,284605
245161000,toilet,245161
245161003,10,245161
309579002,background,309579
309579003,dragon,309579
153543004,shirt,153543
153543005,shallow,153543
153543006,yes,153543
546760000,graffiti,546760
546760001,truck,546760
546760002,wall,546760
546760003,standing,546760
22474000,3 feet,22474
284628000,toilet,284628
284628001,dirt,284628
284628002,dirty,284628
546773000,hats,546773
546773001,8,546773
22488001,lake,22488
153563000,0,153563
153563001,3,153563
153563003,6,153563
22492001,sandwich,22492
546782000,building,546782
546782002,main,546782
153568000,brown,153568
153568001,3,153568
571728000,blonde,571728
153570005,no,153570
153570007,small,153570
153570009,square,153570
153570015,ocean,153570
415716000,2016,415716
415716003,vase,415716
415716005,daisies,415716
153574003,wood,153574
153574005,big,153574
153574006,couch,153574
415727000,2,415727
415727002,baseball,415727
546804000,no,546804
546804004,train,546804
484351001,meeting,484351
415741002,box,415741
415746001,box,415746
415750000,black,415750
546826001,on table,546826
546826003,can't tell,546826
200365003,coca cola,200365
284688003,red,284688
415770000,,415770
415770002,nike,415770
415770008,no,415770
415770009,yes,415770
153632000,no,153632
153632004,steak,153632
153632012,table,153632
153632015,1,153632
153632016,steak,153632
546854000,yes,546854
546854001,plastic,546854
528049002,dell,528049
528049008,1,528049
528049011,dell,528049
244060000,left,244060
244060002,food,244060
284715001,no,284715
418825000,tomatoes,418825
418825002,tomatoes,418825
153656000,yes,153656
153656003,,153656
445933001,yellow,445933
22589001,no,22589
22589002,winter,22589
22596004,stripe,22596
153669002,no,153669
284743002,wood,284743
331447000,ford,331447
331447001,california,331447
331447002,3,331447
284749016,2,284749
546896000,yellow,546896
546896003,2,546896
