QuestionID,BAN,ImageID
149222006,mouse,149222
554711022,no,554711
498339014,photographer,498339
495881003,cow,495881
351489013,2,351489
327590001,soda,327590
6949004,spinach,6949
520209002,no,520209
520707001,no,520707
540159001,no,540159
274126006,gray,274126
521550005,8,521550
54039002,1,54039
16161002,3,16161
135071005,granite,135071
85131002,down,85131
294370005,10,294370
375823001,nothing,375823
129903003,dog,129903
466840002,44,466840
511892001,no,511892
555361001,hat,555361
116667005,24,116667
574619002,hungry,574619
76484000,words,76484
384036003,10,384036
137028000,nothing,137028
448703002,fire,448703
69266002,3,69266
501875001,tie,501875
49763001,yes,49763
378163000,yes,378163
316700000,lettuce,316700
207676003,bracelet,207676
169808001,no,169808
521088002,hat,521088
314192001,no,314192
76916003,no,76916
421144003,lot,421144
360342001,street,360342
377738000,no,377738
201887003,yes,201887
98514005,flowers,98514
215906001,tennis,215906
569450001,kettle,569450
384513002,yes,384513
404616000,zoo,404616
433505018,no,433505
230226000,yes,230226
310059001,unknown,310059
401446009,pink,401446
542962001,corner,542962
20175001,microwave,20175
536201000,no,536201
381870008,yes,381870
43165003,black and white,43165
342442002,brown,342442
32039003,3,32039
78490003,headband,78490
446723003,black,446723
218456000,thin,218456
501281003,yes,501281
470005006,child,470005
322987002,flower,322987
576136005,cat food,576136
343937002,no,343937
477202000,people,477202
530731003,goat,530731
484842002,cake,484842
59660005,coca cola,59660
205002007,yes,205002
63565002,blue,63565
335201004,emirates,335201
563926003,truck,563926
410328000,blue team,410328
308759003,white,308759
74181000,suitcase,74181
451234002,cars,451234
303738000,yes,303738
400401005,9,400401
242852000,many,242852
405195000,donuts,405195
19087007,stop,19087
443240003,tv,443240
564911002,emirates,564911
260829002,12:30,260829
281028002,no,281028
39951004,tennis ball,39951
84235001,yes,84235
263866001,25,263866
561433004,right,561433
449190002,chips,449190
231580000,petting,231580
414821002,yes,414821
471861001,no,471861
142774003,green and white,142774
254123000,3,254123
19559001,toilet,19559
95336004,fruit,95336
482007000,wood,482007
167095000,window,167095
362831003,bread,362831
381463008,bus,381463
559483000,3,559483
207108002,2,207108
293034002,20,293034
113905000,2,113905
443351000,black,443351
56983013,no,56983
563849002,dirt,563849
231954002,head,231954
321805010,people,321805
90020007,many,90020
579462000,sitting,579462
579859013,12:00,579859
106206002,8,106206
44732001,1,44732
537427000,no,537427
525667002,house,525667
529549002,4,529549
5652000,1,5652
431855001,hair,431855
5879000,no,5879
242678001,brown,242678
13985004,1,13985
188509005,paper,188509
11788002,1,11788
408201006,phone,408201
440434005,vase,440434
521587001,close,521587
9603010,trees,9603
105783002,toys,105783
325836002,2,325836
502895001,25,502895
538888000,celery,538888
470113004,kitchen,470113
359140001,toilet paper,359140
417696002,yellow,417696
420081003,unknown,420081
185276002,yes,185276
507550002,leaving,507550
281102001,warning,281102
128476006,birthday,128476
367386008,black,367386
435208010,nothing,435208
200047002,picture,200047
39760010,yes,39760
89643003,birds,89643
507317002,no,507317
156889004,left,156889
380330000,nothing,380330
24385005,earrings,24385
63114000,no,63114
329318001,ramp,329318
491508001,bench,491508
260595001,brown,260595
158182004,on boat,158182
204549001,beef,204549
278032004,yes,278032
246717008,no,246717
39963008,no,39963
509807000,3,509807
124116007,white,124116
465973002,woman,465973
504891033,pelican,504891
246237000,parking,246237
361885000,happy,361885
431952004,no,431952
360673002,no parking,360673
173217001,plastic,173217
209180006,yes,209180
390975002,surfboard,390975
376449003,short,376449
180521009,pizza,180521
199688001,no,199688
515670006,yes,515670
463876003,dell,463876
124607001,yes,124607
404461009,0,404461
343852000,hot dog,343852
160351000,20,160351
7115000,black,7115
187329000,yes,187329
212261007,6 inches,212261
32038000,table,32038
16730016,wood,16730
274773005,yes,274773
144251002,nothing,144251
459662002,birthday,459662
362289001,white,362289
292804004,10:10,292804
325022002,air canada,325022
140987000,no,140987
361029003,phone,361029
527248003,parade,527248
538005001,yes,538005
410632005,unknown,410632
45435000,man,45435
215570000,no,215570
571279004,3,571279
74132010,square,74132
499903001,ball,499903
244539004,yes,244539
71807002,orange,71807
26201000,yes,26201
517793001,3,517793
476398022,table,476398
370260000,mercedes,370260
66886003,toothbrush,66886
94025003,nothing,94025
311902001,cooking,311902
295134001,table,295134
69827001,no,69827
27871009,horse,27871
451877002,tile,451877
350855000,7,350855
165422000,10:00,165422
125182006,stop,125182
57460001,laptop,57460
187064003,vertical,187064
220638008,round,220638
312289002,glasses,312289
172911000,cat,172911
251206000,38,251206
355430001,pizza,355430
427311003,flying,427311
339512002,farm,339512
463699014,phone,463699
26512000,28,26512
381646001,2,381646
368088008,0,368088
325102000,blue,325102
331405002,yes,331405
125201011,british,125201
80949000,orange,80949
544246001,yes,544246
560637000,white,560637
426917002,38,426917
274678002,no,274678
31749000,1:50,31749
476841001,15,476841
562243022,tie,562243
145227002,star,145227
421370001,north face,421370
521689007,yes,521689
497021016,yes,497021
425361005,right,425361
230669002,4,230669
457907003,2,457907
158924000,no,158924
68120001,military,68120
499249001,surfboard,499249
470909020,noon,470909
69873002,3:00,69873
271780000,broken,271780
139097002,bathroom,139097
430125001,pizza,430125
199236004,equestrian,199236
499957001,round,499957
333956001,sticker,333956
575293001,fence,575293
442161004,dinner,442161
364703000,amtrak,364703
342682000,no,342682
147300002,stop,147300
352127001,4,352127
243857001,yes,243857
538775024,california,538775
193245007,4,193245
15567000,black and white,15567
561539015,0,561539
444568003,no,444568
425676004,8,425676
421471002,1,421471
90040006,yes,90040
487217010,store,487217
75285011,leather,75285
256868000,skateboarding,256868
141616008,color,141616
142248001,no,142248
139291003,wine,139291
532058001,white,532058
434786002,cutting,434786
367843000,1,367843
416331003,boat,416331
121349001,blue,121349
387761006,horse,387761
417849001,2,417849
572510008,cooking,572510
543713007,0,543713
471625003,yes,471625
192992008,yes,192992
343445009,0,343445
535322012,yes,535322
76468003,2,76468
82846002,nothing,82846
268247001,rose,268247
189744005,london,189744
190432003,food,190432
65736003,white,65736
170340000,yes,170340
225177020,4,225177
208476003,tie,208476
220732001,movie,220732
546292002,yes,546292
61175002,5,61175
291330007,no,291330
512879006,3,512879
465911003,yes,465911
370413008,no,370413
231616005,woman,231616
421478000,tie,421478
115875009,boy,115875
225108003,red,225108
264454001,1,264454
506137002,knife,506137
167501002,swimming,167501
323231000,skis,323231
424270005,outside,424270
242757000,walking,242757
255067004,no,255067
16025013,no,16025
278172000,wine,278172
150638003,no,150638
383527005,yes,383527
147590002,peace,147590
318171005,frisbee,318171
449454006,mushrooms,449454
130076015,nothing,130076
274451002,can't tell,274451
434527011,yes,434527
28820000,feeding,28820
249184001,yes,249184
241528000,wall,241528
388042004,0,388042
205531022,down,205531
465591002,yes,465591
62685017,water,62685
247037003,no,247037
391889003,no,391889
307073018,stands,307073
398563000,3,398563
567142006,6,567142
88021001,truck,88021
581632000,1:50,581632
300994002,train,300994
387000,left,387
343068005,cotton,343068
319726001,nothing,319726
513507003,left,513507
367929001,tennis,367929
502758002,yes,502758
152103001,no,152103
271680001,outside,271680
89804004,dog,89804
113333024,ground,113333
352495000,restaurant,352495
273123002,no,273123
413971002,2,413971
8749002,pepperoni,8749
126914002,1,126914
16631004,yes,16631
249608000,no,249608
987000,stove,987
303867002,queen,303867
347233003,4,347233
507927005,empty,507927
319452000,scissors,319452
331753002,little,331753
78060003,left,78060
222317005,sleeping,222317
111819006,elephant,111819
281111001,fireplace,281111
305576003,food,305576
54389001,clock,54389
554084003,blanket,554084
336182002,bottle,336182
119414000,fork,119414
145295000,nothing,145295
348015002,noon,348015
11788005,green,11788
407903001,3,407903
18903000,laptop,18903
325720012,trucks,325720
484695003,outside,484695
464682020,no,464682
173375000,0,173375
512248000,2 hours,512248
83013003,standing,83013
264209003,1:55,264209
163104003,wild,163104
539390002,yes,539390
2477002,chair,2477
492323001,baseball,492323
53267000,book,53267
574856004,train,574856
453757000,no,453757
530013000,red sox,530013
504293013,white,504293
331790001,2,331790
474003002,bathtub,474003
137595002,no,137595
11197004,bike,11197
547003000,storage,547003
192128004,2,192128
44839001,clip,44839
438861001,picture,438861
360325001,collar,360325
342204004,1,342204
105951014,bread,105951
327413001,radiator,327413
187451001,4,187451
486175002,nothing,486175
509192004,sandals,509192
268371013,military,268371
525050004,water,525050
290951004,rain,290951
259049003,transportation,259049
496207000,38,496207
359276000,yes,359276
90052003,yes,90052
190160000,2,190160
386716001,no,386716
388215001,13,388215
223554001,5,223554
551581001,no,551581
344942000,clock,344942
196074002,food,196074
166913004,long,166913
497021017,usa,497021
168250000,store,168250
453895002,spinach,453895
101246002,nothing,101246
520338001,fire hydrant,520338
231568001,3,231568
134278001,10,134278
185756001,nothing,185756
359277002,black,359277
69121004,no,69121
528821001,no,528821
107105014,coca cola,107105
327038000,no,327038
274671002,2.00,274671
215650000,no,215650
9450000,orange,9450
302089003,yes,302089
156416002,yes,156416
136212000,hot dog,136212
536158003,surfing,536158
221882000,new york,221882
460361002,blue,460361
28719000,beer,28719
581458002,police,581458
269831002,kayak,269831
333565002,8,333565
552235002,rug,552235
510340004,garage,510340
12754002,no,12754
484760000,10:00,484760
563938001,black,563938
383185002,1,383185
577932011,unknown,577932
409542000,unknown,409542
168355000,china,168355
516422002,book,516422
570116001,glove,570116
124294001,6,124294
309571009,hollywood,309571
295377001,dog,295377
33345005,on dresser,33345
476597001,purse,476597
260433006,new york,260433
467818002,water,467818
199842006,nowhere,199842
132690002,left,132690
170015003,in box,170015
283264006,blue,283264
43957001,black,43957
448837002,hot dog,448837
507301007,suitcase,507301
291784000,blender,291784
88902001,p,88902
554374003,yes,554374
347772003,yankees,347772
108244008,black,108244
343708002,office,343708
191925005,state farm,191925
281512028,man,281512
20913001,no,20913
181572002,circle,181572
560918002,green,560918
474609010,pasta,474609
27564001,8,27564
495578007,emirates,495578
565563002,25,565563
227220000,0,227220
157214002,no,157214
428399001,12,428399
456261002,no,456261
373748005,2,373748
516342000,bench,516342
295377002,yes,295377
360878002,frisbee,360878
487217003,no,487217
418933001,person,418933
16574001,night,16574
85772005,tennis player,85772
546702007,no,546702
274653003,birthday,274653
362219000,coffee,362219
511349010,white,511349
31113001,bat,31113
267710002,2,267710
436387000,fire hydrant,436387
396167002,9,396167
547341002,ketchup,547341
22621002,light,22621
78371007,military,78371
230004002,ring,230004
501116017,nothing,501116
528181001,yes,528181
410496009,no,410496
309434012,air force,309434
403758009,brown,403758
471023004,no,471023
356293001,right,356293
187901008,12:00,187901
273645001,sand,273645
228306002,unknown,228306
484681002,nothing,484681
517135001,day,517135
475182004,umpire,475182
367582000,pocket,367582
144694001,catching frisbee,144694
13383001,yes,13383
573993011,shower,573993
528136042,garbage,528136
434583000,29,434583
518163002,woman,518163
340034009,woman,340034
356500005,left,356500
101656000,collar,101656
185303002,color,185303
142257002,no,142257
455937002,nothing,455937
544655003,blue,544655
125291005,bed,125291
191138062,no,191138
25433003,yes,25433
102641001,phone,102641
326082002,0,326082
422375002,striped,422375
110999000,red,110999
207797011,no,207797
59660003,grocery,59660
33939002,unknown,33939
528225008,5,528225
386352001,woman,386352
461036002,yes,461036
141962000,forward,141962
33270000,red,33270
151832002,no,151832
493376002,2,493376
261587001,no,261587
206596001,yes,206596
528364002,db,528364
254919023,nothing,254919
539124002,0,539124
160278001,police,160278
138784002,no,138784
426836002,yellow,426836
304012014,0,304012
377361000,black,377361
314108004,horses,314108
24458002,bridle,24458
458790002,snow,458790
198352002,no,198352
314880001,4,314880
232985001,9,232985
200252002,bed,200252
157789006,veggie,157789
358750002,bus,358750
441500010,2013,441500
215356003,chinese,215356
226128001,4,226128
535721006,4,535721
266379004,samsung,266379
353969000,wii remote,353969
43939006,yes,43939
85353002,street,85353
525322007,no,525322
526394000,1,526394
41110006,beer,41110
125208011,no,125208
455229002,glove,455229
170605006,people,170605
47596002,yes,47596
106453005,0,106453
523394002,skull,523394
208585001,10:00,208585
285734002,black,285734
314440000,cloudy,314440
66072000,red,66072
196865003,3,196865
460289000,nike,460289
118614002,wave,118614
350107002,knife,350107
216457001,no,216457
173245000,burton,173245
545550002,yes,545550
92244001,unknown,92244
372816004,ceiling,372816
324553000,yes,324553
347163001,zoo,347163
88436002,5,88436
66355000,yes,66355
553852000,no,553852
189310003,no,189310
336232002,car,336232
38685000,0,38685
461408001,cheese,461408
536110005,4,536110
161517000,polo,161517
524822016,0,524822
209018003,food,209018
477750000,gray,477750
142971002,yes,142971
570471000,water,570471
392985003,water,392985
349594001,4,349594
438850000,1:55,438850
100594005,road,100594
578210011,0,578210
136552001,sidewalk,136552
254104002,power lines,254104
375440010,20,375440
51289001,left,51289
154324015,brown,154324
117425002,cake,117425
113408005,no,113408
124620001,yes,124620
57904006,0,57904
61108001,basket,61108
40485002,on ground,40485
477227005,yes,477227
323100011,apples,323100
229255001,purple,229255
466635000,0,466635
75888034,orange,75888
349402001,yes,349402
500514012,yes,500514
118906005,skateboarding,118906
344741009,texting,344741
539874003,posing,539874
127576002,boston,127576
130619002,giraffe,130619
425120000,nothing,425120
190497004,10,190497
295269000,new york,295269
90753001,vase,90753
349321002,off,349321
368193001,no,368193
325527002,table,325527
128377001,clothes,128377
219676006,5:40,219676
355610002,love,355610
516143002,no,516143
402903000,green,402903
157271005,white,157271
257838008,pizza,257838
482432001,phone,482432
92332001,no,92332
31151002,black,31151
405205002,no,405205
180329002,nothing,180329
343325007,mercedes,343325
389503002,yes,389503
146334000,yes,146334
235747002,7,235747
29080003,open,29080
60610002,nothing,60610
89430011,sitting,89430
202321004,ocean,202321
345139001,4,345139
143767000,plastic,143767
263613001,deer,263613
457754000,wedding,457754
541086000,no,541086
10192003,cooking,10192
488785001,yes,488785
175024001,motorcycle,175024
195897011,yes,195897
500871001,5,500871
128920013,street,128920
394715011,off,394715
389490000,playing baseball,389490
38574002,happy birthday,38574
483475000,on plane,483475
351557001,7,351557
32456003,2,32456
280972004,sink,280972
376295016,2,376295
232842009,15,232842
48129003,fork,48129
200250001,yes,200250
351930002,1,351930
160220003,walking,160220
444444002,red,444444
449011008,many,449011
528225006,1,528225
360512002,3,360512
569900002,2,569900
440991009,green,440991
423740001,nothing,423740
675001,owner,675
577619001,3,577619
59532000,no,59532
463849003,unknown,463849
212080006,taking pictures,212080
150347003,yes,150347
358302024,yes,358302
557422007,restaurant,557422
39743002,playing,39743
264330002,2,264330
334062010,sleeping,334062
267300001,no,267300
201186008,very,201186
95595004,playing,95595
384587002,brown,384587
353748004,no,353748
522935002,in car,522935
524577007,9:20,524577
62244001,right,62244
505133000,3,505133
426987002,yes,426987
168781022,horse,168781
114920000,no,114920
511159000,tie,511159
175785041,sandals,175785
445179002,bench,445179
155125003,yes,155125
566276012,riding,566276
386032003,yes,386032
402867005,carrot,402867
424554003,silver,424554
379190002,nothing,379190
245162024,food,245162
467022003,starbucks,467022
70254003,2,70254
421109004,lot,421109
513775002,coca cola,513775
107729004,1,107729
254994000,red,254994
167647014,4,167647
499622000,yes,499622
363654006,concrete,363654
71667002,on building,71667
232383003,white,232383
462241003,exit,462241
267946003,right,267946
166259000,no,166259
126958000,square,126958
336667000,5:00,336667
151781002,0,151781
162561000,chinese,162561
124236000,light,124236
68435015,pink,68435
529122001,bird,529122
552761003,dirt,552761
434511020,no,434511
308576002,brown,308576
371364016,0,371364
520933000,under,520933
210388003,yes,210388
469235002,selling,469235
303204001,chicken,303204
251888014,ship,251888
322122003,toilet paper,322122
34121003,3,34121
5437002,yes,5437
355575005,lid,355575
272430001,rainy,272430
228676001,walking,228676
236845000,graffiti,236845
373713017,0,373713
528738006,tomato,528738
544306003,no,544306
78032001,yes,78032
92679002,banana,92679
404462004,window,404462
504585003,man,504585
56541000,yes,56541
459064000,left,459064
430583002,fire hydrant,430583
565903002,frisbee,565903
150812001,rocks,150812
105812069,white,105812
101588004,12:55,101588
109403000,polo,109403
9236000,2,9236
130712003,yes,130712
75560004,red,75560
220670002,8,220670
473754007,woman,473754
31980009,yes,31980
148526000,2,148526
242543004,white,242543
517445004,no,517445
291672002,boat,291672
387082002,nothing,387082
72839002,walking,72839
79686001,white,79686
66468006,6,66468
312237003,yellow,312237
538320002,flat,538320
383462000,short,383462
165742000,right,165742
92190002,water,92190
232073000,camera,232073
434580001,pillow,434580
511294002,4,511294
506489015,7 eleven,506489
359387010,sandals,359387
361321002,handicap,361321
132901003,2,132901
303944003,unknown,303944
499884001,2,499884
278550002,basket,278550
413320001,yellow,413320
258734001,no,258734
489339000,smooth,489339
540106005,nokia,540106
2690000,floating,2690
177913001,persian,177913
189782001,trees,189782
549351002,umbrella,549351
521964001,yes,521964
124975005,no,124975
372024001,blue,372024
125661005,flag,125661
367429002,bag,367429
498960003,many,498960
514525003,purple,514525
172201003,dirt,172201
433515001,blue,433515
6763001,no,6763
78843002,nothing,78843
110449001,2,110449
76170002,yes,76170
382111002,0,382111
56036000,5:15,56036
247873002,suitcase,247873
246452002,rocks,246452
208380002,color,208380
288408008,gray,288408
93948003,mouse,93948
455480003,boat,455480
460145002,20,460145
541687003,black,541687
93261002,yes,93261
170914009,snow,170914
13300003,plant,13300
439410000,nike,439410
119476000,words,119476
335981005,food,335981
548878002,burton,548878
368671001,3,368671
343187000,evening,343187
302302003,owl,302302
291209005,2,291209
117170001,very long,117170
322029003,0,322029
207046002,0,207046
255649000,dirt,255649
264382003,no,264382
493610003,yes,493610
365182005,right,365182
42471004,2:35,42471
81299001,6,81299
265372029,above,265372
81505002,usa,81505
398005003,2,398005
427666001,phone,427666
274678001,giraffe,274678
15067000,building,15067
560373002,yes,560373
363902000,baseball,363902
170232002,moving,170232
263664006,bus,263664
100196000,dog,100196
22236002,24,22236
53916002,tree,53916
171298002,bus,171298
462371002,play,462371
123239003,white,123239
216363001,luggage,216363
97865001,sign,97865
144938000,lot,144938
240379020,unknown,240379
86168003,no,86168
516508002,living room,516508
10858002,2,10858
575637001,no,575637
135680002,table,135680
151081000,truck,151081
277749002,barn,277749
150088000,counter,150088
63848005,1,63848
192616006,cloth,192616
116517001,yes,116517
11182006,2,11182
5146002,short,5146
83049004,bag,83049
186412000,store,186412
394773004,seat,394773
516865002,1,516865
554357001,sweat,554357
303778005,2,303778
258911000,no,258911
303667004,do not enter,303667
190150003,blue,190150
218397004,100,218397
282231000,2012,282231
266487002,yes,266487
236954002,german shepherd,236954
24104004,2,24104
388395002,can't tell,388395
330387006,nothing,330387
268478002,12,268478
391978003,yes,391978
169855001,robin,169855
60409004,3:00,60409
252074001,bunk,252074
405223002,no,405223
43613001,no,43613
269121002,yes,269121
568281000,dresser,568281
329582008,3:00,329582
515612005,guitar,515612
31521006,working,31521
421703000,broccoli,421703
275695006,wine,275695
163280011,work,163280
327401003,blue and red,327401
269254000,no,269254
135578003,3,135578
288884001,kitchen,288884
286760000,plastic,286760
127971008,moving,127971
327401002,yes,327401
135266000,bus,135266
275215002,serious,275215
326627014,flag,326627
430681000,swimming,430681
240681008,yes,240681
290026001,38,290026
388858002,no,388858
201727001,3,201727
493019006,no,493019
37339001,street sign,37339
159716005,2,159716
309993005,bus,309993
143824002,yes,143824
375063000,park,375063
525988015,yes,525988
136584002,wire,136584
365103000,yes,365103
162914002,3:00,162914
363432002,nothing,363432
222195002,camera,222195
192128003,downtown,192128
12827002,fish,12827
254789015,road,254789
242423004,carrots,242423
422545000,black,422545
244184000,directions,244184
136929000,6,136929
173125002,graffiti,173125
451234000,yes,451234
361481002,white,361481
85390000,night,85390
431693005,chairs,431693
27662015,red,27662
133078007,clothing,133078
488592000,no,488592
543203003,blue,543203
35940002,no,35940
5535001,yes,5535
356623008,yes,356623
189820002,20,189820
245182002,25,245182
95069002,background,95069
311303018,coffee,311303
275202003,cheese,275202
8718002,yes,8718
333240002,cheese,333240
417596007,nothing,417596
199050002,0,199050
369190001,3,369190
343325006,ford,343325
219894004,sleep,219894
536321002,floor,536321
296825000,flag,296825
516708000,yes,516708
74037004,hair,74037
135872003,computer,135872
430973000,table,430973
81361003,no,81361
309302017,left,309302
437290001,nothing,437290
224155001,head,224155
47149001,salad,47149
572980004,orange,572980
494473004,stop,494473
399839002,at camera,399839
502910001,handicap,502910
488788001,park,488788
76525003,pot,76525
244111006,3:55,244111
527038002,unknown,527038
457584003,donuts,457584
60677000,yes,60677
237256000,no,237256
460927021,yes,460927
172327000,waves,172327
210761004,3,210761
140388000,navy,140388
78671002,44,78671
233033002,10,233033
431352013,tile,431352
537456002,fruit,537456
4980000,suitcase,4980
253810003,no,253810
407225002,style,407225
234914018,no,234914
358293001,tennis player,358293
161008002,table,161008
97589005,white,97589
476172000,toothpaste,476172
330974006,yes,330974
398067000,20,398067
557644003,street,557644
142189003,no,142189
397514001,sidewalk,397514
494433002,1,494433
208054001,girl,208054
313034005,eating,313034
518375022,tomato,518375
127514001,no,127514
361259003,5:40,361259
155774000,woman,155774
20395012,yes,20395
89296001,1,89296
133042011,dodgers,133042
76351006,ivory,76351
310572015,budweiser,310572
524775000,double decker,524775
403531000,6,403531
466774001,background,466774
436385000,no,436385
402786000,flowers,402786
482514005,2,482514
287858002,tools,287858
442993002,6,442993
302185002,yes,302185
105234003,knife,105234
62824003,bridge,62824
360849002,orange,360849
345434004,no,345434
304404003,baseball,304404
434788000,red,434788
249273002,no,249273
24197004,4,24197
448703001,graffiti,448703
536343000,bed,536343
208524000,2,208524
465074000,1,465074
46463010,cheese,46463
556341002,2,556341
363881000,no,363881
322762003,no,322762
236023009,cup,236023
295451001,clothes,295451
373007003,skateboard,373007
39202002,donut,39202
125645000,1,125645
95569007,nothing,95569
398948000,sandwich,398948
513319000,no,513319
75006004,8,75006
147300003,20,147300
99874001,sunglasses,99874
238911009,unknown,238911
185956001,water,185956
122589003,obama,122589
118065000,0,118065
366867007,20,366867
356531013,fork,356531
563731001,10:55,563731
433483006,traffic light,433483
417946004,no,417946
328814002,no,328814
334178004,mustache,334178
482233005,water,482233
345160009,motorcycle,345160
403315001,leaves,403315
25529018,fast food,25529
483476004,yes,483476
429582004,nothing,429582
236016003,window,236016
271143000,1,271143
275585001,books,275585
440559002,water,440559
452623000,paper,452623
344029009,black,344029
361497002,1,361497
289883000,yes,289883
504000000,10,504000
261721000,1,261721
522194000,brown,522194
221882001,clock,221882
284771002,stop,284771
424162003,toward,424162
539768002,obama,539768
77181003,shirt,77181
166524001,directions,166524
156487001,street,156487
291816003,12:00,291816
452727000,wall,452727
130645008,2,130645
561729000,no,561729
458109001,yes,458109
16875001,tabby,16875
551459006,no,551459
50100007,0,50100
497021021,nike,497021
35326005,plants,35326
83257001,lanyard,83257
485709006,boston,485709
235522024,no,235522
299468017,inside,299468
576831001,yes,576831
462466001,10,462466
487702003,no,487702
318910001,nothing,318910
567383002,daytime,567383
429044001,no,429044
251920001,pepperoni,251920
6658001,yes,6658
81079002,white,81079
107558002,no,107558
104982022,left,104982
85940003,microwave,85940
89781008,0,89781
270721001,yes,270721
493132000,wood,493132
409921022,1,409921
74037002,hair,74037
399968003,no,399968
90626001,yes,90626
9769000,red,9769
5037010,red,5037
552752002,yes,552752
121162001,38,121162
413295001,yes,413295
200152002,tree,200152
51040001,many,51040
131361000,no,131361
408363004,2,408363
303647000,yes,303647
137577002,white,137577
333303001,no,333303
90020004,car,90020
451648000,truck,451648
521634000,broadway,521634
487351003,park,487351
577853006,bananas,577853
291930001,yes,291930
66135001,yes,66135
291209002,nowhere,291209
301670002,yes,301670
413900001,brown,413900
397403000,no,397403
482158000,red,482158
241187003,no,241187
407825001,11:00,407825
465424000,metal,465424
185157000,yes,185157
125291000,white,125291
267349001,0,267349
6213004,yes,6213
3382002,yes,3382
392998014,unknown,392998
409630013,50,409630
493843001,no,493843
545924002,no,545924
569251004,counter,569251
284015003,posing,284015
73588003,no,73588
189773002,sitting,189773
315976000,nothing,315976
328316001,main,328316
550666004,race,550666
394444017,no,394444
242934001,4,242934
187064000,0,187064
166731001,yes,166731
382115003,main,382115
180541001,double decker,180541
428168000,8,428168
478386003,2,478386
182403008,yes,182403
214575000,left,214575
26363004,outside,26363
265063001,2,265063
163348005,0,163348
225177007,downtown,225177
257920003,harry potter,257920
176906000,3,176906
517445016,tan,517445
327401000,log,327401
261679001,no,261679
265256001,small,265256
369771001,3,369771
468608009,blue and white,468608
291606002,english,291606
242734009,red,242734
180490006,yes,180490
322959010,2,322959
356742003,6,356742
1347001,mouse,1347
451473001,no,451473
411666003,no,411666
340175002,chandelier,340175
83768003,tv,83768
314182001,carrots,314182
476975005,field,476975
25751002,6,25751
445372000,12:15,445372
347233000,4,347233
66973003,fern,66973
363241020,man,363241
245227006,1,245227
446751000,2,446751
521669000,yes,521669
287099004,rural,287099
193622001,hat,193622
83574001,books,83574
94319001,5,94319
296208000,banana,296208
126592004,water,126592
57936002,white,57936
528604018,black,528604
518224000,2,518224
421865001,0,421865
93553004,dog,93553
391300001,sitting,391300
323598046,yes,323598
466960001,2,466960
15335002,cigarette,15335
554618013,8,554618
345869014,10:20,345869
250260002,blue,250260
42296000,2,42296
528936001,in air,528936
438851001,unknown,438851
497096001,welcome,497096
476709001,yes,476709
256838001,m,256838
105782003,flying kite,105782
478250012,yes,478250
211204003,no,211204
205350000,no,205350
357633000,water,357633
237464007,red and blue,237464
557501004,bathroom,557501
314649000,water,314649
107140005,sandwich,107140
384651002,no,384651
212384001,horse,212384
361572002,shirt,361572
298994000,chinese,298994
510735009,right,510735
514296002,sand,514296
1590000,refrigerator,1590
484938003,tv stand,484938
441496021,boat,441496
63953003,man,63953
555299000,outside,555299
306229031,clouds,306229
242757005,black and white,242757
305480003,cross,305480
89228002,ponytail,89228
430652000,stick,430652
471287001,white,471287
226069000,yes,226069
278742001,airport,278742
157886005,no,157886
292060002,fan,292060
379190001,unknown,379190
516341001,nothing,516341
124135004,beer,124135
200605000,no,200605
416746002,yes,416746
438185002,left,438185
392981001,0,392981
501260002,3,501260
199883006,stop,199883
192656001,10,192656
240537009,8,240537
562059001,coffee,562059
460567000,eating,460567
517570000,3,517570
71136002,no,71136
579759001,blue,579759
277625016,3,277625
219920013,5:00,219920
96566003,2,96566
188053006,christmas,188053
13132001,skateboarding,13132
543740001,sink,543740
523426003,20,523426
384723006,yes,384723
164969011,4,164969
553968000,picture,553968
478407000,nothing,478407
498532002,1:50,498532
183666008,blue,183666
134594005,3,134594
289949000,tree,289949
280007000,right,280007
237869001,12:30,237869
18366003,bus,18366
96327002,bananas,96327
138096002,down,138096
490491001,no,490491
129502002,snowboard,129502
12471001,0,12471
244496006,nothing,244496
468632002,orange,468632
169436002,batter,169436
448854005,3,448854
52703004,plate,52703
395975015,8,395975
144784002,blender,144784
238472003,photo,238472
257215003,white,257215
103485005,orange,103485
281929003,no,281929
37707000,fall,37707
87414000,brown,87414
425933001,4,425933
407298001,no,407298
579602001,20,579602
390157003,wine,390157
162130009,10,162130
408903003,snow,408903
401828002,phone,401828
85157003,floral,85157
140743000,black,140743
474788000,trees,474788
44054000,wine,44054
348631004,yes,348631
504414001,many,504414
446324001,2000,446324
573209000,no,573209
191425000,0,191425
438220002,silver,438220
9262011,3 feet,9262
434657001,male,434657
448923000,0,448923
238039001,leash,238039
69757002,chocolate,69757
50844002,bear,50844
331692007,square,331692
724002,nothing,724
559252002,no,559252
468043001,boat,468043
301582001,paper,301582
551987004,hot dog,551987
324390000,no,324390
85381000,no,85381
348991001,outside,348991
61967000,suit,61967
223090000,carrots,223090
547221002,1:50,547221
541351007,blue,541351
161962000,park,161962
97656001,skateboarder,97656
49683003,yes,49683
134856018,beach,134856
567205002,no,567205
553447003,5,553447
166124005,yes,166124
491902002,nothing,491902
497488002,queen,497488
499903000,2,499903
105812060,sandwich,105812
5513000,cotton,5513
128812002,nothing,128812
380244023,4,380244
217393012,long,217393
175438000,unknown,175438
525087001,behind fence,525087
332654001,california,332654
454195000,2,454195
262476001,4,262476
429582015,black,429582
