QuestionID,MCAN+BERT,ImageID
282672000,3,282672
282674001,yes,282674
282680000,yes,282680
282680004,no,282680
282680006,nothing,282680
20541002,0,20541
282698001,yes,282698
282711001,no,282711
20571002,4,20571
20571005,right,20571
221882000,new york,221882
221882001,clock,221882
221882002,no,221882
440336000,4,440336
440336003,yes,440336
151651000,bathroom,151651
151651004,bathing,151651
151657002,birthday,151657
151657003,scarf,151657
151657006,red and blue,151657
151657008,hat,151657
151657011,floor,151657
151657013,no,151657
151657020,red and blue,151657
151657024,no,151657
151662000,no,151662
544883000,2000,544883
544883002,sun,544883
282741000,suitcase,282741
151670000,broken,151670
413822000,man on right,413822
413822005,riding,413822
413822007,10,413822
20608002,goats,20608
410951004,chinese,410951
413839001,long time,413839
282772001,4,282772
20629000,usa,20629
20629001,driver,20629
20629002,truck,20629
20632000,suitcase,20632
20632002,4,20632
413852001,8,413852
20641000,0,20641
368565001,4,368565
368565002,2,368565
282790000,black,282790
413871001,8,413871
282804003,young,282804
151739000,no,151739
544956001,sitting,544956
544956002,bathroom,544956
151742003,no,151742
151742007,beard,151742
151742009,yes,151742
151742015,boy,151742
151742017,inside,151742
151742018,2,151742
151742020,no,151742
20671000,truck,20671
413900001,brown,413900
413900002,nothing,413900
413900003,tv,413900
282830001,yes,282830
282830010,no,282830
282841001,elephant,282841
151781000,suv,151781
151781002,1,151781
545000001,red,545000
545000004,snow,545000
545002001,yes,545002
545002002,jacket,545002
545002010,yes,545002
545007001,right,545007
545007002,3,545007
413948003,skier,413948
413948005,yes,413948
413948007,yes,413948
282878002,yes,282878
282878005,4,282878
282878006,0,282878
282878007,chef,282878
282878009,3,282878
282878010,4,282878
151807000,2,151807
151807001,coffee,151807
151808000,trees,151808
151808001,south,151808
151808004,river,151808
413959001,no,413959
413959006,2,413959
20748000,2,20748
151826003,no,151826
413971001,1,413971
413971002,2,413971
20760001,brushing teeth,20760
20760002,yes,20760
20760003,colgate,20760
20760005,colgate,20760
282912002,many,282912
151844000,24,151844
151844001,fall,151844
20777000,building,20777
20777001,restaurant,20777
20777002,chicago,20777
20777003,chicago,20777
20777006,office,20777
20777008,standing,20777
20777014,no,20777
20781000,1,20781
20781002,no,20781
26879001,walk,26879
20784001,china,20784
20784002,nothing,20784
20784003,no,20784
20784005,nothing,20784
20784007,air canada,20784
20784008,nothing,20784
20784009,luggage,20784
151857000,0,151857
151857002,new york,151857
151857003,1,151857
151857006,0,151857
151857007,station,151857
20788003,pasta,20788
275657001,water,275657
275657002,on plate,275657
545101009,wood,545101
545101012,fan,545101
414034002,milk,414034
414034003,hand,414034
414034005,orange juice,414034
414034006,phone,414034
414034008,camera,414034
414034009,orange juice,414034
571449000,0,571449
571449001,3,571449
151896001,man,151896
151896002,yes,151896
545114003,3,545114
527759000,yes,527759
527759002,white,527759
282980001,both,282980
151911002,yes,151911
151911004,2012,151911
545129000,4,545129
545129004,4,545129
545138001,1,545138
545138002,yes,545138
283005004,surfboard,283005
151938001,no,151938
545155005,yes,545155
545162002,left,545162
545162003,no,545162
156397006,20,156397
156397013,dirt,156397
156397014,many,156397
156397021,yes,156397
156397026,many,156397
156397027,no,156397
156397028,many,156397
3480002,yes,3480
3480005,2,3480
3480010,left,3480
151956002,1,151956
414102002,suitcase,414102
283038001,no,283038
90864002,beach,90864
20904002,2,20904
20908000,12,20908
20908002,yes,20908
20912001,no,20912
20913001,no,20913
20913003,onion,20913
283064003,1,283064
283064004,water,283064
283070001,orange,283070
283070002,4,283070
152000002,umbrella,152000
545219000,new york,545219
545219002,white,545219
152004002,small,152004
20935003,typing,20935
152012000,nowhere,152012
152012001,5,152012
152012003,white,152012
152019002,yes,152019
283097002,traveling,283097
283097005,suitcase,283097
283097010,3,283097
414170002,snow,414170
112719002,no,112719
283101001,water,283101
283101002,many,283101
283101003,fishing,283101
545250000,unknown,545250
545250002,refrigerator,545250
283118003,yes,283118
283119000,floor,283119
20979000,2,20979
414196001,right,414196
414196003,picture,414196
414201001,2,414201
414201010,necklace,414201
414201018,yes,414201
283131000,trash,283131
283131003,handle,283131
414212000,wall,414212
414212003,yes,414212
545288000,0,545288
283152005,yes,283152
283152006,pitbull,283152
353027000,yes,353027
283162001,no,283162
283162003,meat,283162
283162007,sandwich,283162
414236001,coke,414236
545309002,yes,545309
545309003,5,545309
21023000,front,21023
545317000,yes,545317
545317002,white,545317
152103000,1,152103
152103002,dog,152103
152103003,bed,152103
152103004,bulldog,152103
414249001,4,414249
414249003,1,414249
414249004,sidewalk,414249
414249006,pink,414249
152106000,yes,152106
152106001,lot,152106
21036003,2,21036
152111002,fun,152111
283186001,yes,283186
283186002,red and black,283186
283187007,ponytail,283187
21046001,shower,21046
21046002,nowhere,21046
152120001,blue and black,152120
152120004,black,152120
545353000,pizza,545353
545353008,plastic,545353
467705002,no,467705
283216001,woman,283216
283216002,1,283216
414296000,noon,414296
414296001,bird,414296
152158000,10,152158
545385001,fork,545385
240751001,2,240751
418578001,hat,418578
418578003,yes,418578
152176003,bridge,152176
283254001,cup,283254
283254009,rectangle,283254
283261000,bear,283261
283261002,teddy bear,283261
545407001,bird,545407
152192006,no,152192
152192010,lake,152192
414343001,2,414343
414343002,holding,414343
152208000,no,152208
152211000,0,152211
152211002,skiing,152211
152214003,yes,152214
21147003,4,21147
545441000,brush,545441
545441002,baby,545441
414374000,2,414374
414374001,0,414374
414374004,black,414374
21161000,tabby,21161
21161002,black and white,21161
414379001,usa,414379
21164002,left,21164
21167008,glass,21167
21167011,no,21167
414385001,cars,414385
414385002,no,414385
414397001,man,414397
414397002,0,414397
152255000,no,152255
152258005,13,152258
152258006,2,152258
21202001,city,21202
21202002,yes,21202
152281000,decoration,152281
21215002,yes,21215
21232000,nothing,21232
21232001,yes,21232
283380000,harley,283380
283380002,no 1,283380
283380004,honda,283380
283380006,honda,283380
283380007,harley,283380
283380014,black,283380
152326005,tree,152326
152333000,yes,152333
152333002,downtown,152333
152333003,yes,152333
152333005,4,152333
545550002,yes,545550
152336001,shirt,152336
152336004,no,152336
414481001,cat,414481
283412001,no,283412
92363002,3,92363
414487001,short,414487
414487003,man,414487
545564002,sleeping,545564
545564003,5,545564
21284000,2,21284
283432001,2,283432
283432002,1,283432
283432003,yes,283432
283432008,weather vane,283432
283432009,2,283432
283432012,yes,283432
283432013,2,283432
283432015,tan,283432
283432016,10,283432
283432018,2,283432
545581001,5,545581
283441000,knife,283441
283441001,no,283441
283441002,wood,283441
414516000,zoo,414516
545594000,phone,545594
545594001,talking on phone,545594
545597002,1,545597
545597005,1,545597
545597007,man,545597
545597008,1,545597
21310000,2,21310
21310001,red,21310
414529001,left,414529
414529002,white,414529
416569002,scissors,416569
152388001,4,152388
484151001,broken,484151
545612000,4,545612
152398001,metal,152398
152398002,stripes,152398
283495005,blue,283495
283495007,yes,283495
283495009,people,283495
414576001,2,414576
414578005,green,414578
414578008,don't know,414578
21365000,nothing,21365
21365002,typing,21365
283516000,clock,283516
283516003,0,283516
283516005,0,283516
283516006,0,283516
283520000,frisbee,283520
21378002,no,21378
21378004,yes,21378
265707002,sleep,265707
21382001,8,21382
21382002,english,21382
21382004,no,21382
21382005,street,21382
545678002,hay,545678
21396001,yes,21396
21396003,couch,21396
21397000,yes,21397
21397002,lunch,21397
21397003,strawberry,21397
21397004,4,21397
21400004,brace,21400
21400008,ground,21400
21400009,baseball,21400
21400012,yes,21400
152482002,unknown,152482
178331000,building,178331
287559000,red white and blue,287559
287559002,no,287559
331250010,4,331250
331250013,yes,331250
331250029,4,331250
331250030,1,331250
331250031,yes,331250
331250035,airport,331250
414638000,2,414638
414638001,yes,414638
414638002,no,414638
152499002,both,152499
152499003,yes,152499
152499004,shallow,152499
21435000,0,21435
21435001,cooking,21435
414661001,2,414661
414661002,0,414661
545734006,light,545734
545734008,microwave,545734
414664003,forest,414664
21452000,yes,21452
21452001,2012,21452
152525000,go,152525
152525001,25,152525
152525003,nothing,152525
152530008,waves,152530
243875003,many,243875
545749001,0,545749
545749002,parked,545749
414679003,yes,414679
414680000,no,414680
21465001,green,21465
21465002,dining room,21465
21465003,green,21465
21470000,b,21470
21470003,b,21470
156497000,yes,156497
156497003,wood,156497
156497005,apple,156497
156497008,1,156497
156497013,pictures,156497
21483000,yes,21483
21483001,yes,21483
21483002,brick,21483
414709001,nothing,414709
414709003,white,414709
414709007,fence,414709
414711006,0,414711
414711008,roman,414711
414711009,5,414711
414711012,yes,414711
414711013,clock,414711
21496002,dusk,21496
283642000,walking,283642
283642002,no,283642
283642003,no,283642
21503000,cream,21503
21503002,cake,21503
21503004,0,21503
545796000,0,545796
545796001,colgate,545796
283653000,0,283653
283653002,3,283653
69121004,no,69121
69121005,nothing,69121
69121006,wall,69121
69121008,no,69121
69121009,no,69121
69121011,window,69121
69121015,0,69121
152598002,pizza,152598
414750000,scissors,414750
414750001,13,414750
414750004,no,414750
545826000,dog,545826
152618001,yes,152618
152618003,10,152618
152618005,octagon,152618
152623000,chair,152623
152628002,no,152628
414777000,20,414777
21563010,4,21563
21563011,yes,21563
90052000,nothing,90052
90052001,left,90052
90052003,yes,90052
283717000,no,283717
152649000,american,152649
545867000,1,545867
21592002,playing wii,21592
21592003,right,21592
527887000,cup,527887
527887002,yes,527887
283743002,unknown,283743
283744001,0,283744
69138001,parking meter,69138
545903000,no,545903
545903002,wood,545903
374974000,no,374974
545913001,old,545913
283772002,nothing,283772
283772009,man,283772
152702006,tag,152702
545920000,biking,545920
545920001,bike,545920
545924000,boat,545924
545924002,no,545924
21639002,no,21639
21639004,cake,21639
21644001,transportation,21644
21644004,4,21644
21644005,4,21644
331289001,home,331289
152731009,yes,152731
152732000,flying,152732
152732001,neck,152732
152732002,person,152732
152740002,black,152740
545958000,yes,545958
545958003,wall,545958
545958008,wall,545958
545959001,15,545959
545959003,sheep,545959
283816000,0,283816
283816001,0,283816
283816003,daytime,283816
283816007,bottles,283816
283816010,bottles,283816
152749000,5,152749
152749001,wood,152749
152749003,5,152749
152751003,no,152751
374984005,yes,374984
21686000,white,21686
21686003,4,21686
21686006,cake,21686
152759001,toilet,152759
21688000,4,21688
21688001,0,21688
21688003,light,21688
545978000,yes,545978
152771003,sidewalk,152771
152771010,sidewalk,152771
152771011,hard,152771
414917002,sitting,414917
152774000,4,152774
152774001,4,152774
152774003,4,152774
152776000,yes,152776
152776001,both,152776
152776002,carrots,152776
21711000,no,21711
21711003,man,21711
21711004,2,21711
21711009,yes,21711
21711015,police,21711
21711017,new york,21711
21711022,yes,21711
21711024,fence,21711
21711027,motorcycle,21711
152785001,no,152785
152785003,1,152785
546011002,left 1,546011
546011004,yes,546011
546011005,4,546011
152808000,fish,152808
152808002,yes,152808
283881000,tag,283881
283881001,love,283881
283881003,yes,283881
21746001,tennis,21746
152823000,yes,152823
152823002,4,152823
283904001,window sill,283904
283904004,brick,283904
283904006,sitting,283904
21764000,gloves,21764
21776003,4,21776
546067003,people,546067
546067009,4,546067
415001001,playing baseball,415001
152866000,6,152866
152866002,2,152866
283940003,no,283940
152870005,100,152870
283945007,yellow,283945
415020000,remote,415020
415020001,yes,415020
546095006,no,546095
152886000,cart,152886
283963000,green,283963
283963001,4,283963
283963005,6,283963
418699000,yes,418699
415048004,yes,415048
283977001,shadow,283977
283977002,walking,283977
283977003,eating,283977
546126000,natural,546126
546126001,2,546126
21839002,no,21839
283984000,unknown,283984
283984003,luggage,283984
283984004,coca cola,283984
415073004,yes,415073
415076001,no,415076
415076002,noon,415076
152933000,tree,152933
152933002,yes,152933
284015000,police,284015
284015002,dress,284015
284015003,yes,284015
284015004,nothing,284015
284015005,red and blue,284015
284015009,fishing,284015
284015011,2,284015
546160005,red,546160
546160006,2,546160
152946005,0,152946
152946006,black,152946
21879002,2,21879
21879004,strap,21879
287636001,no,287636
546171004,1,546171
546171005,left,546171
546171006,elephant,546171
546171007,tired,546171
546171012,ball,546171
284028001,floral,284028
284028002,3,284028
21889001,standing,21889
21889003,ship,21889
152962000,tennis,152962
152962002,tennis,152962
284042001,can't tell,284042
284043000,farm,284043
284043002,metal,284043
21903001,standing,21903
21903002,fence,21903
21905001,yes,21905
546222002,0,546222
546226000,2,546226
153011000,no,153011
153011005,0,153011
153011007,broken,153011
153011008,10,153011
153011011,no,153011
153011012,waiting,153011
153011013,nothing,153011
153011014,chinese,153011
546229004,2,546229
571636000,people,571636
415163004,living room,415163
284097004,bat,284097
284097015,standing,284097
546248000,chicken,546248
546248002,nothing,546248
546248003,chicken,546248
284106002,soup,284106
284106003,vegetables,284106
284106008,sauce,284106
284106010,yes,284106
284106012,chinese,284106
284106015,brown,284106
284106019,yes,284106
284106022,red and white,284106
415179002,yes,415179
415179003,breakfast,415179
153038001,yes,153038
415183001,3,415183
153040003,north america,153040
153040004,cooking,153040
21971000,20,21971
415194000,4,415194
21979004,yes,21979
21979014,man,21979
21979018,yes,21979
415196008,4,415196
415196019,clothes,415196
153055002,thick,153055
153055003,unknown,153055
153055004,pepperoni,153055
21993000,bud light,21993
21993005,chinese,21993
21993006,no,21993
21993007,meat,21993
21993008,1,21993
21993009,8,21993
21993013,3,21993
21993016,no,21993
21993020,restaurant,21993
21993021,1,21993
21993026,orange,21993
21994000,grass,21994
21994008,no,21994
21994017,water,21994
21994018,yes,21994
21994019,trunk,21994
21994020,africa,21994
153072000,rainbow,153072
153072002,black,153072
415218001,4,415218
284152000,london,284152
284152002,2,284152
546298000,fish,546298
546298003,yes,546298
153083001,forest,153083
284160005,yes,284160
153103001,black,153103
462424001,verizon,462424
546325001,blue,546325
22051002,3,22051
546342003,standing,546342
153130011,tennis,153130
153130015,nike,153130
153130018,shorts,153130
153130020,backwards,153130
153130021,mercedes benz,153130
22072003,blue,22072
22072006,glazed,22072
284220000,t shirt,284220
22085008,3,22085
91063000,no,91063
546388000,motorcycle,546388
25529000,lettuce,25529
25529002,sandwich,25529
25529004,sandwich,25529
25529017,sandwich,25529
25529018,italian,25529
25529024,sandwich,25529
284253000,2.00,284253
284253002,oranges,284253
22112002,green beans,22112
284257000,yes,284257
284257001,bat,284257
415334000,8,415334
22129002,bird,22129
153205003,1 foot,153205
153205006,yes,153205
284279002,water,284279
284286000,yes,284286
284286001,1,284286
284286002,old,284286
415360002,sitting,415360
153217000,dog,153217
284292000,parrot,284292
284296001,2,284296
546444001,bed,546444
546444002,tan,546444
546444007,no,546444
153229004,5,153229
22158000,checkered,22158
153231002,cake,153231
153231004,cake,153231
546463001,yes,546463
22176004,bag,22176
22196000,no,22196
284341002,5,284341
284341003,above,284341
22199000,12,22199
22199003,chef,22199
415420003,1,415420
415420004,no,415420
284350000,rope,284350
153279001,1,153279
153279002,0,153279
153279004,1,153279
22208000,no,22208
22208001,no,22208
22208004,man,22208
22208006,2010,22208
22208008,sony,22208
284354001,clock,284354
153283001,12:00,153283
153283004,0,153283
153283006,12:00,153283
153283007,0,153283
153283011,0,153283
153283012,12:00,153283
153283015,noon,153283
153283016,12:00,153283
546500000,no,546500
22213000,15,22213
22213002,yes,22213
22215005,square,22215
415432000,picture,415432
415432001,wood,415432
415434000,eating,415434
415434002,nothing,415434
415434007,left,415434
284365006,6,284365
153299001,2,153299
153300000,pizza,153300
153300001,paper,153300
153300003,middle,153300
284375002,windows,284375
284375007,water,284375
284379002,yes,284379
134778001,waves,134778
134778005,10,134778
134778012,seagulls,134778
134778014,bird,134778
265851000,wall,265851
415461000,child,415461
415461001,no,415461
415461002,nothing,415461
284400000,yes,284400
284400001,phone,284400
284400010,left,284400
22257001,right,22257
22257002,left,22257
3711003,yes,3711
3711007,yes,3711
3711010,truck,3711
153343002,no,153343
153344000,watching,153344
546569005,lamp,546569
546569007,men's,546569
546577000,playing wii,546577
546577001,headphones,546577
546584001,green,546584
396932001,nothing,396932
284445001,work,284445
284445002,yes,284445
546596002,no,546596
415530003,train,415530
284465002,blue,284465
415538000,blue,415538
415538003,yes,415538
22324005,daisy,22324
22324007,flowers,22324
546622001,yes,546622
22341002,straight,22341
484321000,0,484321
484321002,people,484321
284488000,food,284488
284488002,sony,284488
546639004,yes,546639
546642001,2,546642
546649003,curtains,546649
284509004,oak,284509
22371000,table,22371
153445001,no,153445
153445002,4,153445
153455000,tv,153455
153460001,living room,153460
22396000,yes,22396
22396001,blue,22396
22396003,sky,22396
284542000,nike,284542
284542004,no,284542
546687000,nowhere,546687
546687001,yes,546687
546687004,2,546687
546687009,do not enter,546687
546687010,yes,546687
415619000,yes,415619
284548002,12,284548
284552000,2,284552
284552002,oak,284552
134807003,no,134807
134807006,purple,134807
153486000,pink,153486
22420002,bicycle,22420
22423000,food,22423
22423001,unknown,22423
546717001,blue,546717
415646000,noon,415646
415647000,kitchen,415647
415647001,no,415647
415647002,no,415647
22432003,tv,22432
546721004,boat,546721
153506002,yes,153506
440646000,4,440646
440646002,3,440646
284589003,leopard,284589
284589007,beige,284589
22446002,breakfast,22446
284594002,no,284594
153524001,wood,153524
153524002,computer,153524
153524005,left,153524
3742001,9,3742
3742003,window,3742
546742003,car,546742
153527000,no 1,153527
153527001,white,153527
415672001,china,415672
415672002,2,415672
153529000,jacket,153529
284605001,top,284605
284605002,sitting,284605
245161000,toilet,245161
245161003,20,245161
309579002,background,309579
309579003,birds,309579
153543005,shallow,153543
153543006,yes,153543
546760000,graffiti,546760
546760001,yes,546760
546760002,woman,546760
546760003,standing,546760
22479001,4,22479
284628000,toilet,284628
284628001,dirt,284628
284628002,no 1,284628
546773000,hats,546773
546773001,8,546773
22488001,lake,22488
22492001,plate,22492
546782000,sky,546782
546782001,road,546782
546782002,main,546782
153568000,brown,153568
153568001,8,153568
153570000,no,153570
153570007,small,153570
153570009,circle,153570
153570015,ocean,153570
415716000,2010,415716
415716005,tulips,415716
153574003,hardwood,153574
153574005,small,153574
415727000,1,415727
415727002,backpack,415727
546804000,no,546804
546804004,stop,546804
484351001,working,484351
484351002,3,484351
415741002,box,415741
415746001,box,415746
415750000,gray,415750
546826001,left,546826
546826003,unknown,546826
200365003,coca cola,200365
284688003,red,284688
415770000,,415770
415770009,yes,415770
153632004,steak,153632
153632016,steak,153632
546854000,yes,546854
528049001,1,528049
528049002,dell,528049
528049008,1,528049
528049009,laptop,528049
244060000,left,244060
244060001,yes,244060
284715001,no,284715
284725002,background,284725
418825000,tomato,418825
418825002,tomatoes,418825
153656000,yes,153656
153656003,,153656
445933001,yellow,445933
22596000,no,22596
22596004,brand,22596
153669002,no,153669
284743000,light,284743
284743002,wood,284743
331447000,ford,331447
331447001,california,331447
331447002,4,331447
284749002,black,284749
284749016,2,284749
546896003,2,546896
415828000,restaurant,415828
415828001,rainbow,415828
415828007,right,415828
415828009,2,415828
415828011,yes,415828
415828013,no,415828
415828014,summer,415828
415828015,yes,415828
415828016,yes,415828
415828018,5,415828
415828019,nowhere,415828
22621001,no,22621
22621002,wall,22621
22623000,book,22623
22623001,samsung,22623
415840002,red white and blue,415840
22626002,2,22626
415843002,nothing,415843
284772001,nike,284772
134844000,background,134844
153709001,color,153709
546932001,food,546932
284789002,2,284789
22646000,6,22646
22646002,no,22646
331455000,yes,331455
331455005,1,331455
331455006,black and white,331455
331455009,ferry,331455
22656001,yes,22656
22660000,sidewalk,22660
153734001,rope,153734
415882000,curtain,415882
415882002,no,415882
415885000,yes,415885
415885004,blue,415885
22671000,yes,22671
22671001,nothing,22671
546965000,0,546965
546965002,no,546965
546965010,lights,546965
22680001,green,22680
22680002,yes,22680
22680003,no,22680
528069000,background,528069
415904000,2,415904
415904003,police,415904
415904004,police,415904
415904005,police,415904
546983001,yes,546983
22705001,wall,22705
153782001,3,153782
153782002,12,153782
153783002,tie,153783
547000006,snow,547000
547000011,no,547000
547000015,snow,547000
547003000,yes,547003
284860003,fire hydrant,284860
22718002,yes,22718
22724004,no,22724
547013001,5,547013
153803000,sitting,153803
415958001,no,415958
415961000,red,415961
22747000,pink,22747
22747002,3,22747
22747004,coca cola,22747
415964003,3,415964
153822001,no,153822
153822002,nike,153822
22755000,yes,22755
22755004,yes,22755
547047000,0,547047
547047002,no,547047
547047004,no,547047
153834002,no,153834
153834009,brown,153834
153834012,2,153834
415990002,12,415990
22775001,nothing,22775
476491001,1 way,476491
476491002,yes,476491
547079000,4,547079
547079001,food,547079
22797001,delta,22797
547102011,10,547102
22816001,yes,22816
22816002,fruit,22816
22816004,jacket,22816
549936001,no,549936
547106003,1,547106
262631000,10,262631
262631002,woman,262631
153896002,white,153896
153901001,no,153901
22834000,3,22834
416059001,poodle,416059
47498000,1,47498
284991002,coke,284991
547136000,1,547136
547136002,1,547136
547136005,0,547136
547136006,delta,547136
547136007,delta,547136
547136008,1,547136
547137004,ponytail,547137
547137005,sink,547137
153931000,0,153931
153931003,scarf,153931
153931004,yes,153931
153931007,nothing,153931
22861003,away,22861
22861005,8,22861
22861006,8,22861
416078001,unknown,416078
416078002,black,416078
547155004,1,547155
416088003,flag,416088
416088008,2,416088
22874000,rug,22874
22874006,3,22874
22874008,wii,22874
22874009,2,22874
113040001,half,113040
416098002,0,416098
153956000,7,153956
416101000,black,416101
416104001,2,416104
416104002,coca cola,416104
153966001,couch,153966
285047003,rectangle,285047
153976002,4,153976
547196001,tie,547196
547196005,church,547196
547202001,words,547202
153994000,yes,153994
309655002,person,309655
547212000,phone,547212
547212002,beer,547212
154000000,1,154000
416145003,no,416145
154004002,nike,154004
547221000,center,547221
547221002,3,547221
547222000,asian,547222
547222002,0,547222
547222003,monkey,547222
547224000,yes,547224
547224003,water,547224
547224006,no,547224
25668001,no,25668
25668003,girl,25668
25668004,1,25668
25668005,yes,25668
314396000,yes,314396
314396001,open,314396
547227001,1,547227
547227002,pole,547227
416159000,no,416159
416159001,backpack,416159
285089000,wood,285089
285089001,down,285089
47516001,no,47516
47516002,yes,47516
154028000,13,154028
154028001,trees,154028
285106001,street,285106
22963003,yes,22963
22963006,many,22963
22963007,yes,22963
22963015,wall,22963
22963020,no,22963
188439001,logs,188439
188439003,yes,188439
22969002,yes,22969
547258000,playing wii,547258
547258001,door,547258
547258004,pink,547258
547258005,family,547258
547258008,happy,547258
547258011,playing,547258
547258012,pink,547258
547258016,yes,547258
547258017,nothing,547258
547258022,playing wii,547258
547258032,woman,547258
416188001,yes,416188
285120001,jet,285120
285120004,plane,285120
285120009,no,285120
416193001,no,416193
154053004,stick,154053
96785000,woman,96785
96785001,umbrella,96785
154071000,3,154071
547293001,2,547293
547300001,frisbee,547300
154087000,snow,154087
154087005,cold,154087
154087007,mountain,154087
154087008,black,154087
154087009,kite,154087
285160000,clock,285160
285160003,noon,285160
23017000,fruit,23017
547309003,4,547309
23023000,4,23023
23023001,yes,23023
23033001,yes,23033
23033004,1,23033
23034000,nothing,23034
285192001,grass,285192
285192003,man,285192
547338004,white,547338
547338009,15,547338
23051001,unknown,23051
23051002,red,23051
285200000,4,285200
285200001,4,285200
285200003,yes,285200
285200004,yes,285200
285200005,yes,285200
547345002,5,547345
547345004,metro,547345
309678000,0,309678
309678002,pizza,309678
154139002,pitcher,154139
154148001,shallow,154148
154154000,2,154154
154155002,apple,154155
285234000,floral,285234
285234002,tv,285234
285234005,window,285234
416308003,12,416308
416309002,30,416309
547383000,yes,547383
154168000,ford,154168
154168003,movie,154168
154173003,mother and child,154173
285250007,no,285250
285250016,man,285250
416326002,yes,416326
416330001,nothing,416330
416331000,truck,416331
416331001,accident,416331
23117001,sky,23117
416335002,12,416335
416335004,no,416335
23121007,yes,23121
23126001,no,23126
416345000,yes,416345
154202008,laptop,154202
154202009,2,154202
154202010,table,154202
69391002,38,69391
547421002,sidewalk,547421
154213002,thin,154213
547431001,virgin,547431
285291004,3,285291
154222001,bikes,154222
154222002,mirror,154222
154222003,silver,154222
547440001,tree,547440
547440002,noon,547440
285302002,paper,285302
222313000,barn,222313
222313002,2,222313
416384000,bench,416384
154241001,english,154241
154241003,samsung,154241
154241004,0,154241
154241005,unknown,154241
285325002,6,285325
285325003,wood,285325
154254000,sitting,154254
154263000,0,154263
547487002,2,547487
23200004,black and yellow,23200
23201000,7,23201
23201005,helmets,23201
285352000,yes,285352
113095005,trees,113095
113095006,yes,113095
547502001,no,547502
547504004,windows,547504
285361006,shorts,285361
285361009,life jacket,285361
285361012,1,285361
23230003,3,23230
23230007,ducks,23230
547519004,yes,547519
416451001,beer,416451
416451006,black,416451
416451009,beer,416451
285388004,walking,285388
495088003,25,495088
495088010,birds,495088
495088012,25,495088
495088022,no,495088
495088023,many,495088
23247000,white,23247
23247001,no,23247
416467000,nothing,416467
416467005,yes,416467
416467007,12,416467
416467009,vent,416467
154324001,building,154324
154324002,no,154324
154324013,counter,154324
154324015,brown,154324
154324021,clean,154324
154324023,brown,154324
154324033,wall,154324
154324036,toilet,154324
416476004,daytime,416476
484474000,0,484474
484474002,tower,484474
484474003,4,484474
416478003,jacket,416478
23272001,sedan,23272
23272003,toyota,23272
416489000,no,416489
416489008,serve,416489
285418002,2,285418
285418003,man's,285418
285433002,toilet,285433
154363000,light,154363
154363002,red,154363
154363004,2010,154363
154363015,washing,154363
285437000,no,285437
285437002,nothing,285437
23294001,0,23294
23294004,3,23294
547583002,yes,547583
547583005,yes,547583
23309001,white,23309
353411000,man,353411
416534001,lamp,416534
416534002,no,416534
547607001,at camera,547607
23320005,no,23320
22599001,3 feet,22599
22599003,2 feet,22599
547612000,yes,547612
416543000,downtown,416543
416543002,2,416543
547617001,rolex,547617
547630000,on table,547630
154419000,cat,154419
154419002,nothing,154419
154419005,no,154419
154420000,0,154420
23351000,brown,23351
154425001,large,154425
547645004,0,547645
528181002,yes,528181
285505000,surfer,285505
416596002,nothing,416596
418959001,sheep,418959
285534002,baby,285534
23411002,2,23411
23411003,zebra,23411
285558000,no,285558
380493000,no,380493
380493002,sprinkles,380493
285568000,2,285568
285568004,yes,285568
285583002,yes,285583
154515000,yes,154515
154515001,5,154515
416660000,daytime,416660
416660002,no,416660
154520006,yes,154520
416668000,colgate,416668
416668002,camera,416668
285597001,2.00,285597
285597002,2,285597
285599004,yes,285599
547744000,55,547744
547744002,nothing,547744
285614000,yes,285614
285614001,skateboard,285614
547759001,chocolate,547759
547760000,peace,547760
547760001,no,547760
547760002,english,547760
506357001,apple,506357
23489001,green and red,23489
547783007,3,547783
285645001,kite,285645
154584002,yes,154584
154584010,zoo,154584
154584018,zoo,154584
154584019,ground,154584
154584022,yes,154584
154587000,nothing,154587
285660000,no,285660
416733001,light,416733
547816002,closed,547816
547816003,yes,547816
416746000,baseball field,416746
416746001,red sox,416746
416746003,dugout,416746
154607000,no,154607
285681000,black,285681
285681005,china,285681
285681007,black,285681
285681008,blue and yellow,285681
285681009,black,285681
285681010,new york,285681
285681011,lufthansa,285681
285681012,new york,285681
285681014,black,285681
285681016,china,285681
285681019,lufthansa,285681
416758007,yes,416758
416758010,0,416758
547839000,clear,547839
416774005,shower,416774
154633001,3,154633
154633002,bananas,154633
154633004,green,154633
547854000,5,547854
547854002,eating,547854
416786001,table,416786
416787001,paper,416787
23575003,pictures,23575
23575004,2,23575
23575011,books,23575
23575019,banana,23575
547866001,frisbee,547866
547866002,1,547866
23579000,0,23579
23584002,ponytail,23584
547875003,0,547875
547875005,nothing,547875
547875012,coffee,547875
547875013,sandwich,547875
547875014,coffee,547875
547875015,bacon,547875
547875018,no,547875
285734002,red and yellow,285734
47624007,2,47624
416818001,birthday,416818
416818002,umbrellas,416818
416818003,15,416818
285751000,ramp,285751
285751001,4,285751
416827007,2,416827
547903000,yes,547903
547903001,10,547903
416837001,grassy,416837
23623000,no,23623
23623003,0,23623
23623004,1,23623
285773000,6,285773
285773004,8,285773
154705000,box,154705
154705001,2,154705
416851007,hit,416851
416851008,purple,416851
416851010,yes,416851
416851012,wilson,416851
154711001,outside,154711
285788002,giraffes,285788
416864000,nothing,416864
416864001,0,416864
