QuestionID,CASCADE,ImageID
253819002,summer,253819
20334002,snowboarding,20334
413551001,0,413551
413552000,couch,413552
413552009,yes,413552
413552013,boy,413552
544629000,no,544629
544629001,pink,544629
544629002,vanilla,544629
20342001,wall,20342
20349000,yes,20349
544638001,green,544638
544639000,5,544639
151432000,standing,151432
151432001,bird,151432
151432002,no,151432
544655003,red,544655
544655005,dress,544655
151441002,black and white,151441
151441003,school,151441
151441004,0,151441
151441005,yes,151441
20371000,branch,20371
20371001,branch,20371
20371002,branch,20371
20371003,sparrow,20371
20371005,yes,20371
20371007,yellow,20371
20381002,bridge,20381
20381003,2,20381
20381006,4,20381
413600000,twin,413600
413600006,red,413600
413600010,4,413600
413600011,yes,413600
539129002,many,539129
20395003,20,20395
20395005,left,20395
20395006,20,20395
20395008,no,20395
20395010,evening,20395
20395011,yes,20395
20395012,yes,20395
20395016,day,20395
20395021,yes,20395
20395022,water,20395
20395024,boats,20395
20395025,20,20395
20403000,phone,20403
151480000,umpire,151480
151480001,0,151480
282553000,outside,282553
282553003,mountains,282553
282553006,man,282553
282553010,sidewalk,282553
282553013,yes,282553
282553020,trees,282553
20410000,bench,20410
20410001,black,20410
413634000,2,413634
413634001,yes,413634
527691001,floor,527691
287396001,red,287396
151516002,seagull,151516
151521002,yes,151521
413666008,solid,413666
151524001,white,151524
151524002,blue,151524
151528001,brown,151528
20459002,5,20459
20459005,red,20459
20459008,logo,20459
151537001,white,151537
151537002,window,151537
413684000,yes,413684
413685000,police,413685
413685001,nike,413685
413685002,nothing,413685
413685003,usa,413685
90793003,kite flying,90793
413689004,yes,413689
413689005,sidewalk,413689
413689007,red,413689
413689008,rain,413689
282618000,house,282618
20481000,0,20481
20481003,laptop,20481
20481004,laptop,20481
20481005,no,20481
151558001,0,151558
151558003,stop,151558
151558006,red,151558
20487004,kite,20487
20487008,high,20487
413704001,yes,413704
413709000,white,413709
413709002,white,413709
413709004,yes,413709
413709005,2,413709
413709006,gothic,413709
413709007,white,413709
413709010,no,413709
413709011,yes,413709
544782001,2,544782
544794002,2,544794
151585001,black,151585
151585002,no,151585
282658001,luggage,282658
282659001,ball,282659
413734003,no,413734
413734004,no,413734
413736000,yes,413736
413736001,blinds,413736
282672000,1,282672
282672001,birthday,282672
282672002,no,282672
282672004,no,282672
282680000,yes,282680
282680004,0,282680
282680006,no,282680
20541002,left,20541
20541003,seagull,20541
282698000,building,282698
282698003,suit,282698
413779000,sunny,413779
282711001,no,282711
20570002,black,20570
20571000,boating,20571
20571002,4,20571
20571003,red,20571
20571005,left,20571
221882000,new york,221882
221882001,office,221882
221882002,no,221882
440336000,4,440336
440336003,yes,440336
151651000,bathroom,151651
151651002,mirror,151651
151651004,bathing,151651
527718002,0,527718
151657002,wedding,151657
151657003,tie,151657
151657004,hand,151657
151657006,black,151657
151657011,floor,151657
151657013,no,151657
151657017,no,151657
151657020,black,151657
151657027,black,151657
151657032,black,151657
413805002,on table,413805
151662000,no,151662
544883000,no,544883
544883002,clock,544883
282741000,suitcase,282741
282741002,black,282741
151670000,broken,151670
151670002,tile,151670
151670005,tile,151670
413822000,white,413822
413822005,sitting,413822
413822006,white,413822
413822007,3,413822
413839000,2,413839
413839001,long time,413839
282768000,skateboarding,282768
282772001,2,282772
20629000,usa,20629
20629002,police,20629
20632000,teddy bear,20632
20632001,brown,20632
20632002,2,20632
413852002,gray,413852
20641000,0,20641
20641001,no,20641
368565001,5,368565
368565002,2,368565
368565003,cake,368565
282790000,blue,282790
282790001,1,282790
413871000,no,413871
413871001,4,413871
282804003,young,282804
282804004,grass,282804
544956000,2,544956
544956001,sitting,544956
544956002,outside,544956
151742009,yes,151742
151742015,middle,151742
151742017,restaurant,151742
20671000,car,20671
20671001,red,20671
413900001,brown,413900
413900003,tv,413900
282830002,blue,282830
282830005,black,282830
282830010,no,282830
282830015,blue,282830
282830022,blue,282830
544975000,giraffe,544975
282841001,fish,282841
282841002,scissors,282841
151781002,3,151781
545000001,red,545000
545000002,fire hydrant,545000
545000004,snow,545000
545002001,yes,545002
545002002,ski,545002
545002005,goggles,545002
545002010,yes,545002
545002011,no,545002
151790000,silver,151790
151790002,coffee,151790
151790003,scissors,151790
151790004,blue,151790
151790006,orange,151790
545007001,right,545007
545007002,yes,545007
413948003,peace,413948
413948005,yes,413948
413948007,yes,413948
282878000,table,282878
282878005,0,282878
282878007,chef,282878
282878008,peppers,282878
282878010,2,282878
151807000,2,151807
151807001,boat,151807
151808001,south,151808
151808004,river,151808
413959006,1,413959
20748000,8,20748
545039004,no,545039
545039007,yes,545039
151826003,no,151826
413971000,table,413971
20760001,brushing teeth,20760
20760002,yes,20760
20760003,colgate,20760
20760005,toothpaste,20760
282912002,many,282912
151844000,4,151844
20777000,truck,20777
20777001,stop,20777
20777002,city,20777
20777003,new york,20777
20777004,truck,20777
20777006,houses,20777
20777008,walking,20777
20777010,truck,20777
20777014,0,20777
20781002,phone,20781
26879001,bike,26879
20784001,usa,20784
20784002,united,20784
20784003,delta,20784
20784004,no,20784
20784005,nothing,20784
20784007,delta,20784
20784008,united,20784
20784010,star,20784
20784011,red and white,20784
151857000,2,151857
151857002,new york,151857
151857004,south,151857
151857006,0,151857
20788003,soup,20788
275657005,red,275657
20796000,go,20796
20796001,pole,20796
20796002,black,20796
151877001,building,151877
545100000,2,545100
545100002,no,545100
545101003,yes,545101
545101005,brown,545101
545101009,wood,545101
545101012,oven,545101
414034000,white,414034
414034003,on bed,414034
414034005,coca cola,414034
414034008,photographer,414034
571449000,donut,571449
571449001,3,571449
151896001,boat,151896
545114003,0,545114
527759000,yes,527759
527759002,white,527759
20837000,left,20837
151911002,yes,151911
151911004,unknown,151911
545129000,2,545129
545129003,2,545129
545138001,2,545138
545138002,yes,545138
283005004,surfboard,283005
151938001,no,151938
151938003,no,151938
545155003,yes,545155
545155004,0,545155
545155005,yes,545155
283012003,texting,283012
283012006,yes,283012
545162001,white,545162
545162002,0,545162
156397000,many,156397
156397001,50,156397
156397007,50,156397
156397013,grass,156397
156397014,many,156397
156397026,50,156397
156397028,20,156397
3480002,yes,3480
3480007,left,3480
3480010,left,3480
151956001,yes,151956
151956002,2,151956
414102001,black and white,414102
151962002,no,151962
151965001,black,151965
283038002,0,283038
90864002,beach,90864
414122000,12,414122
414122002,yes,414122
20908002,yes,20908
20913003,potato,20913
20915000,no,20915
20915001,no,20915
283064000,white,283064
283064001,white,283064
283064003,2,283064
283064004,water,283064
283070000,yes,283070
283070001,orange,283070
283070002,3,283070
152000002,plants,152000
545219000,london,545219
545219002,white,545219
152004002,small,152004
20935000,1,20935
20935002,beer,20935
20935003,nothing,20935
152012000,nowhere,152012
152012001,0,152012
152012002,white,152012
152012003,white,152012
152019000,white,152019
152019001,soccer,152019
152019002,soccer,152019
283097000,black,283097
283097001,white,283097
283097005,suitcase,283097
414170002,snow,414170
283101002,50,283101
283101003,sitting,283101
545250000,refrigerator,545250
20972000,red,20972
283118004,sunglasses,283118
283119000,dog,283119
283119001,kitchen,283119
283120002,surfboard,283120
20979000,2,20979
414196001,right,414196
414196003,nothing,414196
414201001,2,414201
414201006,yes,414201
414201008,1,414201
283131002,yes,283131
283131003,handle,283131
20992002,man,20992
414212000,wall,414212
414212003,nothing,414212
545288000,0,545288
545288007,red,545288
283147000,yes,283147
283147002,no,283147
283147003,white,283147
545293001,no,545293
283152006,lab,283152
353027002,checkered,353027
414228000,dirt,414228
90884001,red,90884
90884002,water,90884
90884003,yes,90884
283162000,plate,283162
283162001,no,283162
283162003,meat,283162
283162004,yes,283162
283162005,tomato,283162
283162006,meat,283162
283163003,white,283163
414236000,mom,414236
414236001,coke,414236
414236005,chicken,414236
545309002,yes,545309
545309003,2,545309
283168000,pickle,283168
283168003,plate,283168
545317002,white,545317
545317005,2,545317
152103000,2,152103
152103002,nowhere,152103
152103004,lab,152103
414249001,2,414249
414249004,trees,414249
414249006,pink,414249
152106000,yes,152106
152106001,lot,152106
152106004,yes,152106
21036001,yes,21036
152111002,ocean,152111
283186000,no,283186
283186001,0,283186
283186002,red,283186
283187004,yes,283187
283187005,white,283187
283187007,ponytail,283187
152120000,black,152120
152120001,black,152120
152120004,red,152120
152120007,red,152120
283203000,on skateboard,283203
21060000,white,21060
21060001,white,21060
545353000,pizza,545353
545353002,kitchen,545353
545353003,pan,545353
545353005,no,545353
545353008,pepper,545353
414289001,no,414289
545363001,no,545363
545363002,yes,545363
414296000,noon,414296
414296001,dog,414296
152158000,3,152158
545385001,spoon,545385
240751002,no,240751
418578000,no,418578
418578001,hat,418578
418578002,2,418578
418578003,yes,418578
545390000,pepperoni,545390
545390003,yes,545390
545390005,pepperoni,545390
152176001,mountains,152176
152176003,river,152176
283254001,bowl,283254
283254003,1,283254
283254004,5,283254
283254008,yes,283254
283254009,rectangle,283254
283254011,standing,283254
283261000,blanket,283261
283261002,no,283261
545407001,bird,545407
152192006,yes,152192
152192008,evening,152192
152192010,lake,152192
414340000,no,414340
414343001,2,414343
414343002,playing wii,414343
152202000,man,152202
152202002,no,152202
152208000,no,152208
152211000,skis,152211
152211002,skiing,152211
152214002,no,152214
152214004,white,152214
283290000,boating,283290
21147003,3,21147
545441000,hair dryer,545441
545441001,hair dryer,545441
545441002,baby,545441
414374000,2,414374
414374001,0,414374
414374003,8,414374
21161000,0,21161
21161001,round,21161
21161002,black,21161
414379001,usa,414379
414379004,no,414379
414379005,white,414379
21164002,right,21164
21167008,wine glass,21167
21167011,no,21167
414385001,car,414385
152245000,2,152245
283318002,no,283318
414397001,man,414397
152255000,no,152255
152258004,blue,152258
152258005,1,152258
545475002,no,545475
21198000,cooking,21198
21202000,green,21202
21202001,city,21202
21202002,0,21202
152281000,safety,152281
414435002,yes,414435
152298000,no,152298
21232000,toilet,21232
283380000,harley,283380
283380002,no 1,283380
283380004,stripes,283380
283380006,harley,283380
283380007,harley,283380
283380008,head,283380
283380009,yes,283380
283380014,red,283380
152326005,mountain,152326
152333000,yes,152333
152333002,downtown,152333
152333003,yes,152333
152333005,1,152333
545550000,no,545550
545550002,yes,545550
152336001,shirt,152336
152336002,black,152336
152336004,no,152336
152336006,pepperoni,152336
414481000,sitting,414481
283412001,no,283412
283412002,book,283412
283412003,brown,283412
414487001,short,414487
414487002,sleeping,414487
414487003,cat,414487
545564002,living room,545564
21284002,blue,21284
414501000,black,414501
283432001,noon,283432
283432004,yes,283432
283432008,weather vane,283432
283432009,no,283432
283432012,yes,283432
283432013,0,283432
283432014,no,283432
283432015,brown,283432
283432018,no,283432
283438001,watch,283438
283438002,living room,283438
283441000,frisbee,283441
283441001,yes,283441
283441002,bench,283441
414516000,zoo,414516
545594000,bus,545594
545594002,no,545594
545594003,black,545594
545597003,white,545597
545597007,man,545597
545597009,white,545597
21310000,2,21310
21310001,blue,21310
414529001,left,414529
416569002,yes,416569
152388001,4,152388
152388002,no,152388
484151001,yes,484151
484151002,no,484151
545612000,3,545612
152398001,wood,152398
152398002,flowers,152398
283471001,yes,283471
283471004,couch,283471
21338003,no,21338
414560001,brown,414560
414560003,brown,414560
283495001,left,283495
283495005,blue,283495
283495009,people,283495
283495016,pine,283495
283495019,small,283495
283495022,plane,283495
283498000,trucks,283498
283498001,no,283498
414578005,brown,414578
414578006,no,414578
414578008,nothing,414578
414578011,sign,414578
414578012,blue,414578
414578014,man,414578
21365000,windows,21365
21365002,typing,21365
283516003,no,283516
283516005,no,283516
283516006,no,283516
283516010,gold,283516
545663001,3,545663
283520000,frisbee,283520
283520002,yes,283520
283520006,catch frisbee,283520
283520008,nike,283520
21378001,luggage,21378
21378004,train,21378
265707000,black,265707
265707002,sleep,265707
21382001,12,21382
21382002,english,21382
21382004,yes,21382
21382005,1 way,21382
545678000,zebras,545678
545678003,standing,545678
152465001,metal,152465
21396001,no,21396
21397001,red,21397
21397002,sandwich,21397
21400004,brace,21400
21400008,camera,21400
21400009,nothing,21400
21400011,white,21400
21400012,yes,21400
152482002,0,152482
178331000,tower,178331
283561002,hotel,283561
287559000,blue and white,287559
152492000,red,152492
331250004,white,331250
331250007,yes,331250
331250012,blue,331250
331250013,yes,331250
331250020,4,331250
331250022,jeans,331250
331250023,yes,331250
331250030,1,331250
331250031,0,331250
331250032,yes,331250
331250033,yes,331250
331250034,yes,331250
331250035,skateboarding,331250
331250037,yes,331250
414638002,no,414638
152499002,0,152499
152499003,neither,152499
152499004,shallow,152499
21435000,0,21435
21435002,blue,21435
414661001,2,414661
414661002,0,414661
545734000,white,545734
545734001,towel,545734
545734006,clean,545734
545734007,white,545734
545734008,dishes,545734
545735000,hotel,545735
414664003,field,414664
21452000,yes,21452
152525000,stop,152525
152525001,25,152525
152525003,1 way,152525
152530004,yes,152530
152530008,waves,152530
152530009,yes,152530
243875001,yes,243875
243875003,2,243875
545749001,truck,545749
545749002,parked,545749
414679001,dirt,414679
414680002,white,414680
21465001,brown,21465
21465002,kitchen,21465
21465003,yellow,21465
545756003,playing tennis,545756
21470000,b,21470
21470001,white,21470
21470003,b,21470
156497003,wood,156497
156497013,picture,156497
156497014,couch,156497
156497018,typing,156497
414698001,kia,414698
21483000,2,21483
21483002,square,21483
414709001,skateboard,414709
414709003,black,414709
414709007,skateboard,414709
414709009,yes,414709
412151002,food,412151
412151003,phone,412151
414711000,black,414711
414711001,1,414711
414711002,blue,414711
414711003,black,414711
414711004,1,414711
414711006,0,414711
414711008,stripes,414711
414711009,no,414711
414711010,no,414711
414711012,yes,414711
414711013,clock,414711
283642002,no,283642
283642003,no,283642
21503000,tomato,21503
21503004,0,21503
21503005,pizza,21503
21503006,restaurant,21503
545796001,electric,545796
283653000,nothing,283653
283653002,3,283653
69121001,yes,69121
69121004,no,69121
69121005,nothing,69121
69121006,nothing,69121
69121008,no,69121
69121009,no,69121
69121011,window,69121
69121012,2,69121
69121013,yes,69121
69121015,0,69121
414736001,gray,414736
414750000,0,414750
414750001,2,414750
414750004,no,414750
152609001,no,152609
545826000,0,545826
545826002,gray,545826
152618001,yes,152618
152618003,9,152618
152618005,rectangle,152618
152618006,red,152618
152623000,chair,152623
283698000,food,283698
414777000,20,414777
414777001,yellow,414777
21563003,20,21563
21563009,3,21563
21563010,3,21563
90052000,nothing,90052
90052003,yes,90052
152648004,donut,152648
152649000,delta,152649
152649002,no,152649
545867003,wool,545867
545867004,square,545867
21588001,yes,21588
21592002,watching,21592
21592003,right,21592
21592004,remote,21592
21592005,tv,21592
414813003,3,414813
283743002,2,283743
283744000,3,283744
283748002,laying down,283748
283748003,yes,283748
283748005,yes,283748
283748007,cloudy,283748
283748008,ducks,283748
414821001,white,414821
69138001,pole,69138
545903000,no,545903
545903002,wood,545903
283761003,no,283761
283761004,red,283761
374974000,no,374974
283768000,checkered,283768
545913001,old,545913
283772000,white,283772
283772002,nothing,283772
283772004,white,283772
283772009,right,283772
152702005,reins,152702
152702010,brown,152702
545920000,polo,545920
545924000,sailboat,545924
545924002,no,545924
545924003,yes,545924
21639002,no,21639
21639004,cake,21639
21644001,travel,21644
21644003,3,21644
21644004,3,21644
21644005,3,21644
21645000,no,21645
21645001,white,21645
218947001,usa,218947
152731001,4,152731
152731002,yes,152731
152731006,mountain,152731
152731007,4,152731
152731009,yes,152731
152732000,birthday,152732
152732001,neck,152732
152732002,cake,152732
152737002,black,152737
414882000,gray,414882
152740002,cows,152740
545958000,yes,545958
545958012,eating,545958
545959003,sheep,545959
283816000,12,283816
283816001,0,283816
283816003,night,283816
283816007,microwave,283816
283816009,0,283816
283816010,0,283816
152749005,white,152749
152749006,white,152749
152749008,white,152749
131138003,no,131138
152751001,night,152751
152751002,yes,152751
374984003,no,374984
374984005,yes,374984
21686000,white,21686
21686004,black,21686
21686006,cake,21686
21688000,many,21688
21688003,light,21688
283833002,no,283833
545978001,motorcycle,545978
152771003,sidewalk,152771
152771005,yes,152771
152771007,1,152771
152771010,sidewalk,152771
152771011,hard,152771
152774000,0,152774
152774001,3,152774
152774003,4,152774
152776002,spoon,152776
21711000,no,21711
21711003,man,21711
21711005,blue,21711
21711009,yes,21711
21711012,sandals,21711
21711017,new york,21711
21711023,no,21711
21711027,motorcycle,21711
21711029,green,21711
283858001,no,283858
546011004,yes,546011
152808000,breakfast,152808
152808002,yes,152808
283881000,bow,283881
283881001,love,283881
283881003,nothing,283881
546029000,no,546029
283904001,window sill,283904
283904004,white,283904
283904006,sitting,283904
331307001,nothing,331307
21764000,nothing,21764
21776001,no,21776
21776003,2,21776
546067003,blanket,546067
546067006,black and white,546067
546067007,red,546067
546067009,4,546067
415001001,playing baseball,415001
152866000,8,152866
152866002,2,152866
283940002,no,283940
152870000,2,152870
415015002,blue,415015
283945000,church,283945
283945007,red,283945
546091002,knife,546091
415020000,remote,415020
546095001,1,546095
152886000,bird,152886
283963000,white,283963
283963001,4,283963
283963004,white,283963
283963005,6,283963
283963006,2,283963
418699000,yes,418699
418699001,black,418699
418699003,black,418699
415048004,yes,415048
283977000,walking,283977
283977001,shadow,283977
283977002,hot,283977
283977003,nothing,283977
283977005,walking,283977
546126000,natural,546126
546126001,2,546126
546126004,woman,546126
21839000,afternoon,21839
21839001,2,21839
283984000,no 1,283984
283984001,cart,283984
283984002,blue,283984
283984003,luggage,283984
283984004,stop,283984
415073003,stripes,415073
415073009,black,415073
415076001,no,415076
415076002,noon,415076
152933002,yes,152933
152933003,nothing,152933
21864003,sailboat,21864
284015000,church,284015
284015002,dress,284015
284015003,posing,284015
284015004,holding,284015
284015005,red,284015
284015009,yes,284015
284015010,blue,284015
284015011,5,284015
546160000,blue,546160
546160003,white,546160
546160005,pink,546160
152946006,red,152946
546164003,left,546164
21879002,2,21879
21879004,strap,21879
287636001,no,287636
546171000,eating,546171
546171003,yes,546171
546171004,1,546171
546171005,left,546171
546171006,elephant,546171
546171007,resting,546171
546171009,yes,546171
546171010,yes,546171
546171012,water,546171
284028001,0,284028
284028002,3,284028
21889001,watching,21889
21889003,unknown,21889
152962000,tennis,152962
152962001,green,152962
152962002,yes,152962
284042001,nothing,284042
284042004,yes,284042
284043000,house,284043
21903001,eating,21903
152987002,yes,152987
415153001,no,415153
415153002,shirt,415153
546226000,0,546226
546226001,afternoon,546226
153011001,yes,153011
153011005,0,153011
153011006,food,153011
153011007,broken,153011
153011010,white,153011
153011011,no,153011
153011013,no,153011
153011014,graffiti,153011
546229000,3,546229
546229002,no,546229
546229005,blue,546229
571636000,food,571636
571636002,yes,571636
571636004,no,571636
571636006,food,571636
415163000,white,415163
415163001,far,415163
415163003,remote,415163
415163004,living room,415163
284097004,bat,284097
284097005,green,284097
153026002,cheese,153026
284099002,yes,284099
284099004,man,284099
284099006,table,284099
546248002,onions,546248
546248003,hot dog,546248
520109001,12,520109
284106002,carrots,284106
284106003,carrots,284106
284106008,tomato,284106
284106010,yes,284106
284106012,vegetables,284106
284106017,round,284106
284106019,yes,284106
284106022,white,284106
415179003,cook,415179
153038001,yes,153038
153040000,tv,153040
153040003,north america,153040
153040004,cooking,153040
21971000,20,21971
546264001,gray,546264
415194000,3,415194
415194001,brown,415194
21979007,red,21979
21979010,red,21979
21979013,red,21979
21979014,man,21979
21979015,no,21979
21979017,gloves,21979
415196001,twin,415196
415196005,pillows,415196
415196010,plaid,415196
415196016,yes,415196
415196017,yes,415196
415196019,computer,415196
153055000,no,153055
153055002,thick,153055
153055003,0,153055
153055004,cheese,153055
21989000,5,21989
21989002,1,21989
21993000,budweiser,21993
21993002,yes,21993
21993004,brown,21993
21993005,dessert,21993
21993007,dessert,21993
21993008,2,21993
21993013,2,21993
21993015,water,21993
21993020,restaurant,21993
21993022,yes,21993
21993023,water,21993
21993025,yes,21993
21993030,yes,21993
21994000,grass,21994
21994004,eating,21994
21994017,trees,21994
21994018,yes,21994
21994019,ground,21994
284143000,no,284143
284143001,green,284143
284143002,white,284143
153072000,rainbow,153072
153072002,red,153072
153072004,kite,153072
415218001,4,415218
22004000,no,22004
22004002,black,22004
284152002,1,284152
546298000,food,546298
284160002,night,284160
284160003,yes,284160
284160006,1,284160
284160010,1,284160
415238001,rose,415238
415238002,flowers,415238
153103001,white,153103
462424001,verizon,462424
546325001,red,546325
546325003,red,546325
546342000,yes,546342
546342002,yes,546342
153130004,white,153130
153130007,white,153130
153130009,blue,153130
153130011,tennis,153130
153130013,blue,153130
153130015,nike,153130
153130016,woman,153130
153130018,shorts,153130
153130019,green,153130
153130020,backwards,153130
153130021,kia,153130
22072000,yes,22072
22072002,breakfast,22072
22072005,white,22072
22072006,chocolate,22072
22072008,breakfast,22072
284220000,t shirt,284220
284220002,yes,284220
284220003,blue,284220
153150000,terrier,153150
153150004,terrier,153150
22085000,1,22085
22085008,3,22085
22090000,banana,22090
91063001,yellow,91063
546388002,white,546388
25529000,meat,25529
25529002,sandwich,25529
25529004,salad,25529
25529015,fries,25529
25529017,sandwich,25529
25529022,cheese,25529
25529024,salad,25529
284253000,unknown,284253
284253002,oranges,284253
22112001,wood,22112
22112002,plant,22112
284257000,yes,284257
284257001,man,284257
415334000,2,415334
22129000,blue,22129
22129001,green,22129
22129002,backpack,22129
153205001,2,153205
153205002,black,153205
153205003,deep,153205
153205005,head,153205
153205006,yes,153205
284279002,bird,284279
546428005,no,546428
546428006,oven,546428
546428008,gas,546428
546428011,yes,546428
284286000,yes,284286
284286002,child,284286
415360002,riding,415360
284292000,sparrow,284292
284292002,yellow,284292
284296001,2,284296
546444000,child,546444
546444001,couch,546444
546444002,black,546444
546444007,no,546444
153229004,6,153229
22158000,checkered,22158
22158010,0,22158
22158012,no,22158
22158013,0,22158
153231004,pizza,153231
153231005,pizza,153231
22167002,no,22167
22168000,no,22168
22168001,black,22168
22168003,cows,22168
22176000,5,22176
22176004,nothing,22176
415393000,left,415393
546475001,blue,546475
22191001,tile,22191
484296000,grass,484296
22196000,no,22196
284341002,10,284341
284341006,microphone,284341
284341007,striped,284341
22199000,20,22199
22199003,chef,22199
22199005,bakery,22199
284350000,rope,284350
153279002,0,153279
153279003,no,153279
153279004,1,153279
22208004,nothing,22208
22208008,sony,22208
284354001,clock,284354
153283001,0,153283
153283004,2,153283
153283006,no,153283
153283007,0,153283
153283011,0,153283
153283012,noon,153283
153283015,noon,153283
153283016,nothing,153283
153283017,6,153283
546500000,no,546500
22213002,yes,22213
22213003,lake,22213
22215005,round,22215
415432000,books,415432
415432001,wood,415432
415434002,nothing,415434
415434007,left,415434
284365006,8,284365
153299001,0,153299
153300001,breakfast,153300
284375002,windows,284375
284375005,no,284375
284375007,beer,284375
284379002,yes,284379
546524001,people,546524
134778001,waves,134778
134778003,waves,134778
134778005,14,134778
134778006,beach,134778
134778007,nothing,134778
134778012,seagulls,134778
265851000,floor,265851
265851001,2,265851
265851002,wood,265851
415461000,woman,415461
415461001,no,415461
415461002,nothing,415461
284400000,yes,284400
284400001,phone,284400
284400002,talking on phone,284400
284400009,yes,284400
284400010,left,284400
22257000,head,22257
22257001,left,22257
22257002,left,22257
22257003,zoo,22257
22257004,yes,22257
3711003,yes,3711
3711010,van,3711
546556000,no,546556
546556001,50,546556
153343000,pink,153343
153344000,catcher,153344
546569003,open,546569
546569007,men's,546569
546577000,playing wii,546577
546577002,white,546577
546584000,red,546584
546584001,green,546584
396932001,nothing,396932
284445000,summer,284445
284445001,parade,284445
22304001,black,22304
546596002,no,546596
415530003,train station,415530
284465002,blue,284465
415538000,white,415538
415538003,yes,415538
22324001,roses,22324
22324005,rose,22324
22324006,pink,22324
22324007,flowers,22324
22324008,roses,22324
22324010,roses,22324
116244002,yes,116244
116244005,yes,116244
546622001,leather,546622
546622002,no,546622
546626000,no,546626
22341001,black,22341
22341002,straight,22341
484321000,0,484321
484321002,people,484321
284488000,food,284488
284488002,sony,284488
546639000,on,546639
546639003,yes,546639
546642001,2,546642
546642002,yes,546642
546649002,wood,546649
546649003,curtains,546649
284509002,no,284509
284509005,0,284509
415585001,6,415585
546658000,snowboard,546658
22371000,face,22371
22371002,red,22371
153445000,wood,153445
153445001,no,153445
546664002,blue,546664
546670002,white,546670
546670005,hat,546670
153455000,tv,153455
153455002,no,153455
546674002,flower,546674
284535000,seagull,284535
22396000,yes,22396
22396003,sky,22396
22396005,2,22396
22396006,yes,22396
284542000,nike,284542
284542003,white,284542
284542004,no,284542
546687000,sidewalk,546687
546687001,yes,546687
546687004,2,546687
546687010,yes,546687
415619000,yes,415619
284548002,2,284548
284552000,2,284552
284552002,oak,284552
134807001,red,134807
134807003,no,134807
134807005,striped,134807
134807006,blue,134807
153486000,white,153486
284560000,2,284560
22420002,cooking,22420
22423000,nothing,22423
22423001,man,22423
22423002,blue,22423
546717001,pink,546717
415646000,night,415646
415646001,wood,415646
415646005,yes,415646
415647000,living room,415647
22432000,lamp,22432
22432003,pillows,22432
546721004,boats,546721
546721005,night,546721
153506001,soup,153506
440646000,0,440646
440646002,0,440646
284589001,yes,284589
284589002,4,284589
284594000,seagulls,284594
284594001,3,284594
284594003,summer,284594
284594004,seagulls,284594
153524001,wood,153524
153524002,computer,153524
153524004,3,153524
153524005,left,153524
3742001,14,3742
546742001,red,546742
546742003,floor,546742
153527001,white,153527
415672001,usa,415672
415672002,2,415672
415672004,4,415672
153529000,jacket,153529
153529001,black,153529
153529003,t shirt,153529
284605000,black and white,284605
284605001,top,284605
245161000,toilet,245161
309579002,background,309579
309579003,bird,309579
153543002,male,153543
153543003,2,153543
153543005,shallow,153543
153543006,yes,153543
153543009,no,153543
546760000,graffiti,546760
546760002,train,546760
546760003,nothing,546760
22474000,long,22474
22479001,10,22479
284628000,toilet,284628
284628001,paper,284628
284628002,man,284628
546773000,hats,546773
22488001,lake,22488
153563000,1,153563
153563001,0,153563
22492001,napkin,22492
22492002,french fries,22492
546782000,car,546782
546782001,sidewalk,546782
546782002,main,546782
153570004,color,153570
153570005,small,153570
153570007,small,153570
153570015,ocean,153570
415716000,2010,415716
415716001,3,415716
415716002,3,415716
415716003,table,415716
153574001,no,153574
153574003,hardwood,153574
153574005,big,153574
153574006,nothing,153574
546792001,no,546792
153578000,phone,153578
153578002,yes,153578
415727000,2,415727
415727001,2,415727
415727002,helmet,415727
546804000,no,546804
546804004,stop,546804
484351001,party,484351
415741000,yes,415741
415741001,nothing,415741
415741002,pillow,415741
415746000,12,415746
415746001,tray,415746
415748001,red,415748
415748002,0,415748
415750000,black,415750
415750001,safety,415750
153607000,no,153607
284681004,yes,284681
546826001,on wall,546826
546826003,0,546826
200365003,coca cola,200365
284688002,2,284688
415768002,metal,415768
415770000,w,415770
415770002,tennis,415770
415770005,yes,415770
415770008,no,415770
415770009,yes,415770
153631000,white,153631
153631002,ground,153631
153632000,no,153632
153632009,on table,153632
153632010,fork and knife,153632
153632015,1,153632
153632016,meat,153632
22563002,1,22563
546854000,yes,546854
528049002,dell,528049
528049005,dell,528049
528049011,dell,528049
244060001,yes,244060
244060002,yes,244060
284715001,no,284715
284715002,lab,284715
284725000,no,284725
418825000,orange,418825
418825002,oranges,418825
418825004,1,418825
153656000,yes,153656
153656002,sink,153656
153656003,0,153656
445933001,white,445933
22596002,no,22596
22596004,black,22596
22596005,mountains,22596
22596006,field,22596
153669000,white,153669
284743000,bat,284743
284743002,bat,284743
331447000,ford,331447
331447001,new york,331447
331447002,3,331447
284749000,yes,284749
284749005,yes,284749
284749006,in background,284749
284749009,sunny,284749
284749013,sand,284749
284749017,8,284749
284749018,palm,284749
415823000,orange,415823
415823001,no,415823
415828000,restaurant,415828
415828001,black,415828
415828002,cars,415828
415828005,lights,415828
415828006,no,415828
415828007,background,415828
415828008,no,415828
415828011,yes,415828
415828013,no,415828
415828015,yes,415828
415828016,yes,415828
415828017,10,415828
415828019,sidewalk,415828
153685001,red,153685
153685003,small,153685
153685005,brown,153685
284762000,yes,284762
284762001,no,284762
22621002,light,22621
22623001,apple,22623
415840002,red and white,415840
