QuestionID,PANOPTIC,ImageID
146155000,2,146155
146155001,yes,146155
146155002,wine,146155
15085003,walking,15085
277235001,table,277235
277239001,night,277239
277239002,office,277239
526804000,cheese,526804
539386000,kite,539386
539386001,surf,539386
539390002,nothing,539390
408327001,no,408327
408327002,tennis,408327
15113001,no,15113
146190004,trees,146190
408336001,3,408336
146193000,surfboard,146193
539413000,1,539413
539413001,yes,539413
539422000,no,539422
539423000,living room,539423
539423001,2,539423
539423002,granite,539423
539423005,kitchen,539423
68059002,16,68059
277289000,cloth,277289
277291002,0,277291
539436006,yes,539436
539439000,brown,539439
539439012,fan,539439
539439013,lamp,539439
539439015,lamp,539439
15155000,icing,15155
539445003,red,539445
539445004,4,539445
539445005,red,539445
539453004,flying kites,539453
146240000,sitting,146240
146240002,no,146240
146240003,blue,146240
395745000,lunch,395745
395745004,no,395745
146253002,left,146253
277326001,no,277326
277329002,0,277329
146272001,blue,146272
286523000,baseball,286523
286523002,coca cola,286523
286523003,no,286523
286523004,woman,286523
286523006,food,286523
286523007,phone,286523
146276000,cat,146276
146276001,0,146276
417596001,wood,417596
417596007,nothing,417596
133608000,table,133608
133608001,3,133608
133608003,yes,133608
133608004,black,133608
133608005,poodle,133608
133608007,yes,133608
133608008,yes,133608
133608009,1,133608
539509000,0,539509
539509003,1 way,539509
539509004,no,539509
539509005,stop,539509
408439001,yes,408439
408439004,no,408439
408449001,1,408449
526827001,yes,526827
526827002,red and yellow,526827
526827006,red,526827
526827008,1,526827
146315002,0,146315
408469000,black,408469
408469001,yes,408469
408469003,white,408469
408469005,noon,408469
15254001,carrots,15254
15254005,0,15254
15254008,no 1,15254
15254011,0,15254
15254012,white,15254
15259002,roses,15259
146334003,no,146334
146334005,pink,146334
146334006,brown,146334
408480000,blue,408480
408480005,ford,408480
408480007,boating,408480
408480011,bench,408480
539555001,yes,539555
539555002,nothing,539555
539557003,flying,539557
15272001,0,15272
15272002,no,15272
539565001,4,539565
539565004,gray,539565
408501001,right,408501
408501002,2,408501
146358001,yes,146358
277440000,no,277440
24396000,yes,24396
24396001,police,24396
24396004,gray,24396
408532001,1 way,408532
408532002,no,408532
408532004,4,408532
408534007,1,408534
408535003,white,408535
146397003,no,146397
146397004,6,146397
146411000,sleeping,146411
146411001,sandals,146411
146411002,wood,146411
68093002,police,68093
539636001,ski lift,539636
408568000,car,408568
277498002,no,277498
408578001,no,408578
408578004,nothing,408578
570539001,no,570539
570539002,4,570539
277518000,2,277518
146448002,black,146448
277521003,main,277521
277521006,go,277521
277521008,go,277521
277521012,on pole,277521
277521018,parking,277521
277521024,3,277521
146451001,yes,146451
146451006,brick,146451
146457000,circle,146457
15386002,twin,15386
277533001,wii remote,277533
277533002,no,277533
146465001,banana,146465
408610002,sidewalk,408610
277542000,10,277542
277542002,red,277542
277543000,2.00,277543
277543002,4,277543
408621000,red,408621
408621001,house,408621
408621002,church,408621
408621004,back,408621
539694002,2,539694
352093001,stove,352093
408624001,ferry,408624
90011000,brown,90011
90011001,nothing,90011
90011002,male,90011
146487004,light,146487
146489004,0,146489
146489006,0,146489
146489007,1,146489
417632001,birthday,417632
146498000,parking,146498
146498002,blue,146498
539717000,no,539717
539717001,no,539717
539717005,,539717
539717006,yes,539717
146503001,chinese,146503
146503002,broccoli,146503
146504000,no,146504
146509002,6,146509
146509003,1 way,146509
146509004,toys,146509
17972004,20,17972
277584002,gray,277584
277584003,no,277584
277587002,4,277587
373945003,white,373945
277592002,blue,277592
539738002,racket,539738
354041001,0,354041
354041002,white,354041
354041003,ceramic,354041
354041005,soup,354041
146541002,12,146541
146541003,standing,146541
277614000,bridge,277614
277614001,3,277614
277614003,noon,277614
277622002,yes,277622
277622003,no,277622
277622004,no,277622
277622005,1,277622
539768001,stop,539768
539768002,yes,539768
277625000,white,277625
277625001,6,277625
277625002,1950s,277625
277625003,4,277625
277625005,yes,277625
277625007,7,277625
277625009,8,277625
277625012,yes,277625
277625013,8,277625
277625015,reins,277625
277625016,6,277625
277625018,horseback riding,277625
539775002,2,539775
539777001,round,539777
539777002,apple,539777
461334001,red,461334
461334003,real,461334
461334004,,461334
461334005,nothing,461334
539784000,yes,539784
15497002,shoe,15497
15497003,toy,15497
277642000,no,277642
277642001,nothing,277642
277642002,3,277642
277642003,dirt,277642
277642005,5,277642
277642006,red sox,277642
277642013,no,277642
277642014,white,277642
539787000,yes,539787
539787002,trees,539787
539791001,brick,539791
277659000,brown,277659
277659002,4,277659
277659003,white,277659
15517000,no,15517
15517002,restaurant,15517
15517005,airport,15517
408736000,laptop,408736
408736001,water,408736
408736004,black,408736
352113000,eating,352113
352113003,fence,352113
408746002,1,408746
408757007,red,408757
277689000,white,277689
277689001,yes,277689
277689002,no,277689
277689003,yes,277689
539838000,rope,539838
539838002,people,539838
146627003,no,146627
408774000,catcher,408774
15566000,stop,15566
15566001,long,15566
15566002,fall,15566
146640000,front,146640
146640002,yes,146640
146640003,dodgers,146640
146640004,1,146640
467522001,3,467522
467522002,watching,467522
15581000,red,15581
15581001,usa,15581
15581002,smile,15581
15581003,no,15581
539874001,red,539874
539874003,posing,539874
408805000,safety,408805
408808000,colgate,408808
408808001,yellow,408808
277738002,yes,277738
146667000,3,146667
146667002,riding,146667
15596000,3,15596
15597000,sneakers,15597
15597001,baseball cap,15597
15597002,no,15597
408817001,high,408817
408817002,no,408817
408817004,yes,408817
146675000,no,146675
146676001,noon,146676
277749000,yes,277749
277749001,2,277749
277749002,barn,277749
15614001,1,15614
15614002,yellow,15614
277761002,blue,277761
539908000,left,539908
539908001,no,539908
539908005,yes,539908
408840003,no,408840
146701000,left,146701
146701002,2,146701
146710003,tennis racket,146710
408859003,bathroom,408859
539938005,train,539938
146723003,girl,146723
146723004,yes,146723
408873002,2,408873
146730000,modern,146730
146730001,toilet,146730
15660000,blue,15660
539951000,yes,539951
539951001,12:00,539951
539951002,0,539951
146738000,12:00,146738
277812003,yes,277812
146742000,yes,146742
146742002,3,146742
146742003,brown,146742
146742008,no,146742
146742010,yes,146742
146742013,yellow,146742
408894002,street,408894
408894012,stop,408894
408894013,yes,408894
408894018,street,408894
408894020,main,408894
408894021,2,408894
408894022,no,408894
15681000,no,15681
15681001,no,15681
539971000,black and white,539971
539971002,bed,539971
539971005,bed,539971
539971008,yes,539971
539971015,bed,539971
146757002,flowers,146757
15690000,elephant,15690
15690001,yes,15690
15690003,yes,15690
439522000,black,439522
146767001,bowl,146767
146767004,unknown,146767
146767005,white,146767
146767007,ceramic,146767
146767010,white,146767
146767016,yes,146767
146774000,0,146774
15709001,nothing,15709
15709003,delta,15709
146785002,red,146785
540006002,vase,540006
277865003,0,277865
277865004,trees,277865
277865006,tv,277865
15725000,no,15725
15725001,brown,15725
2621000,stop,2621
2621001,green,2621
2621002,cars,2621
146805001,off,146805
146805003,cooking,146805
408950000,stop,408950
408950001,downtown,408950
408950002,24,408950
408950004,24,408950
146813005,lamp,146813
146813009,black and white,146813
146813011,plain,146813
146813012,0,146813
146813015,solid,146813
146813020,blanket,146813
146813023,2,146813
277888002,teddy bears,277888
15746001,front,15746
15751001,1,15751
15751002,bench,15751
146825002,no,146825
146825003,2,146825
146825004,4,146825
146825007,0,146825
146825011,2,146825
146825012,2,146825
146825014,chinese,146825
146825016,2,146825
68162003,white,68162
146830001,18,146830
146831000,feet,146831
146831001,black,146831
146831002,t shirt,146831
395843001,no,395843
146836000,yes,146836
146836004,2,146836
408989000,plastic,408989
408989004,nothing,408989
408989005,fruit,408989
15778000,black,15778
15778001,no,15778
15778005,yes,15778
483227000,blue,483227
483227002,blue,483227
483227004,3,483227
483227005,no,483227
483227007,yes,483227
483227009,2,483227
483227011,blue,483227
483227014,skiing,483227
146855000,black,146855
146855002,ball,146855
409009000,red,409009
409009003,no,409009
146871001,laptop,146871
146871002,yes,146871
146871003,nothing,146871
146871004,sitting,146871
277945001,no,277945
540093001,umbrella,540093
540093002,yes,540093
540098006,no,540098
540098009,no,540098
540099001,black and white,540099
540101001,buildings,540101
540101004,no,540101
540101006,no,540101
146887000,2,146887
15818001,yes,15818
15818002,surfboard,15818
111864000,brown,111864
15826001,sneakers,15826
15827000,yellow,15827
540117001,wood,540117
540117002,building,540117
199247003,5,199247
409052000,united,409052
409052001,united,409052
409052002,united,409052
409052003,no,409052
15839002,black,15839
146917000,donuts,146917
146917001,yes,146917
146917002,2,146917
146917003,bakery,146917
15846000,2,15846
15846001,red,15846
277991005,3,277991
15850000,box,15850
15850002,0,15850
146929003,carrots,146929
146929004,yes,146929
146929011,hot dog,146929
146929017,yes,146929
146929019,mustard,146929
278006001,0,278006
278006002,2,278006
278006004,no,278006
146936000,yes,146936
146936001,no,146936
540159001,no,540159
540159003,table,540159
540160000,forward,540160
540160002,8,540160
374017003,shirt,374017
409098000,yes,409098
409098002,long,409098
15883000,pizza,15883
15883002,green,15883
15883003,green,15883
540172000,plastic,540172
242946002,no,242946
278032003,2,278032
146961000,2,146961
146961002,bread,146961
146963001,no,146963
540180013,yes,540180
540180015,3,540180
409115000,field,409115
409116003,daytime,409116
146973001,meat,146973
146973002,metal,146973
146979000,2,146979
146979001,left,146979
146979004,apple,146979
540196000,cake,540196
540196002,no,540196
540196004,smiling,540196
540196005,cheese,540196
540196007,yes,540196
540196008,tan,540196
409125002,seat,409125
483249000,laptop,483249
483249001,yes,483249
146986000,red,146986
146986003,take off,146986
15918000,water,15918
15918002,bedroom,15918
540207000,20,540207
540207001,no,540207
540207005,background,540207
540209005,no,540209
24499000,left,24499
24499001,3,24499
146997001,12,146997
146999002,0,146999
147000000,girl,147000
409156000,luggage,409156
15947000,2,15947
278095005,no,278095
15953001,2,15953
15953003,chocolate,15953
147027003,0,147027
147027005,yes,147027
15956000,white,15956
15956003,yes,15956
15956005,dog,15956
409178002,white,409178
409178003,white,409178
409178004,white,409178
409178006,0,409178
15968011,jeans,15968
15968021,yes,15968
540264002,texting,540264
278121000,no,278121
15978000,black,15978
15978002,hat,15978
409198000,yes,409198
15984002,yes,15984
147058000,nothing,147058
15987000,no,15987
15987002,fence,15987
15987003,no,15987
15987004,no,15987
15987005,yes,15987
278134000,can't tell,278134
278134002,top,278134
278134003,0,278134
278134006,no,278134
540280002,shade,540280
15994000,nothing,15994
409211003,0,409211
147068001,no,147068
147068003,yes,147068
540288001,food,540288
540288003,donut,540288
330348001,black,330348
330348002,no,330348
330348003,ring,330348
16010001,background,16010
483266003,4,483266
483266005,no,483266
278161001,school bus,278161
278161003,above,278161
278161004,school,278161
278161005,yes,278161
278161008,4,278161
278166000,no,278166
278166001,flowers,278166
409239004,pepperoni,409239
278172000,water,278172
278172001,food,278172
278172002,yes,278172
147101002,2,147101
365851001,ocean,365851
288592003,no,288592
409251000,yes,409251
409251002,ponytail,409251
409251004,boy,409251
409251005,yes,409251
278184002,2,278184
409259000,wood,409259
409259002,yes,409259
16046002,3,16046
409268000,teddy bear,409268
147128000,30,147128
278203001,cars,278203
278203002,nothing,278203
147132002,no,147132
147132008,2010,147132
540354000,people,540354
540354002,4,540354
147140002,black,147140
92190000,man,92190
92190001,surfing,92190
92190002,beach,92190
409291000,frisbee,409291
409291004,frisbee,409291
409291005,red,409291
16076000,walking,16076
16076001,blue,16076
16076002,blue,16076
278222003,go,278222
278222004,stop,278222
147154000,chinese,147154
352206002,many,352206
352206004,100,352206
278237002,yes,278237
278237006,green,278237
278237008,green,278237
16098001,wii,16098
68219000,30,68219
68219001,1,68219
68219003,blue,68219
68219004,square,68219
68219005,no,68219
540388001,toilet,540388
540388002,toilet,540388
147173000,skateboard,147173
147179000,bed,147179
409331000,stripes,409331
177449001,3,177449
177449003,2,177449
177449004,apple,177449
177449005,free,177449
147195001,white,147195
540414001,3,540414
409345000,2,409345
409346002,3,409346
409346004,green,409346
374060002,black,374060
374060003,jet,374060
374060004,7,374060
505133001,yes,505133
505133002,eggs,505133
278290000,dog,278290
278290001,skiing,278290
409364000,no,409364
409369000,left,409369
409369001,1,409369
409369002,yes,409369
278306002,no,278306
278306003,black,278306
278313000,black,278313
278313003,0,278313
278313004,new york,278313
278321002,3,278321
16180002,bear,16180
147256000,1,147256
147256001,stir fry,147256
540473000,posing,540473
540473003,3,540473
540473006,white,540473
540483001,ground,540483
540483006,3,540483
540483011,1,540483
540483013,3,540483
540483014,2,540483
540483015,yes,540483
540483016,3,540483
540483017,3,540483
278350000,yes,278350
278350001,2 feet,278350
278350002,2,278350
278352000,buildings,278352
278352006,4,278352
278353001,yellow,278353
540502001,no,540502
278359000,teddy bear,278359
278359001,yes,278359
278359003,plaid,278359
278359005,nothing,278359
278365000,0,278365
409439002,9,409439
16228005,horses,16228
278375002,fence,278375
278375003,fence,278375
278375005,house,278375
147309002,white,147309
147309006,fork,147309
147309007,fork,147309
147309009,no,147309
147309011,fork,147309
147309012,ice cream,147309
16238000,2,16238
540529002,8,540529
540529003,3,540529
540531001,clock,540531
16249001,computer,16249
16249002,luggage,16249
278395001,no,278395
540544000,no,540544
278401000,crosswalk,278401
278401001,2,278401
278401002,left,278401
409475001,white,409475
147338000,yellow,147338
147338004,happy,147338
409491000,no,409491
540564001,no,540564
409500000,window,409500
46405001,5,46405
24560001,teddy,24560
540581000,yellow,540581
540581002,skateboard,540581
570695002,1,570695
570695006,2,570695
570695013,trees,570695
147375002,man,147375
147375003,shirt,147375
147375004,nothing,147375
409523002,unknown,409523
147386000,leather,147386
147386002,ford,147386
16318002,4,16318
278463003,website,278463
147393000,9,147393
409542000,0,409542
409542001,time,409542
409542002,6,409542
409542003,2,409542
16327000,nothing,16327
16327002,yes,16327
16327003,yes,16327
16327004,surfboard,16327
540619002,rug,540619
147409000,budweiser,147409
147409001,no,147409
147409003,new york,147409
439630002,no,439630
439630003,happy,439630
439630004,banana,439630
439630005,coffee,439630
147415002,man,147415
147415003,laptop,147415
540636000,no,540636
147422001,4,147422
147422005,5,147422
147422007,4,147422
147422009,white,147422
330405000,plaid,330405
330405001,yes,330405
330405002,yes,330405
147425002,yes,147425
147425004,yes,147425
147425005,5,147425
16356000,yes,16356
540645001,red,540645
16360000,frosting,16360
16360003,white,16360
16360004,vanilla,16360
16360005,no,16360
16360007,cake,16360
16360010,cake,16360
16360011,no,16360
278506000,0,278506
278506001,1,278506
540652002,standing,540652
409581002,plastic,409581
409581004,water,409581
409581006,kite,409581
278512002,no,278512
147448002,table,147448
16377000,2,16377
147453001,1,147453
147453002,1,147453
147453003,rainy,147453
147453006,1,147453
16382001,no,16382
409603001,yes,409603
409603002,yes,409603
409603003,blue,409603
409603006,brown,409603
278535000,0,278535
278535002,no,278535
540694000,3,540694
540694002,eating,540694
16410003,table,16410
16410007,table,16410
16410011,daytime,16410
16410012,3,16410
16410014,no,16410
409630000,apple,409630
409630013,10,409630
409630015,no,409630
409630016,yes,409630
409630022,white,409630
147488001,yes,147488
147488002,pink,147488
278570000,outdoor,278570
278570001,rocks,278570
278570002,0,278570
278576001,modern,278576
278582001,black,278582
16439000,white,16439
540733001,2,540733
147518001,no,147518
147518004,rug,147518
147518006,on wall,147518
46432002,2,46432
16451000,4,16451
16451001,people,16451
16451002,blue,16451
16466003,no,16466
16466004,1,16466
147545003,no,147545
147545004,nothing,147545
147546000,0,147546
147546002,0,147546
540763002,counter,540763
147556002,no,147556
409701000,eating,409701
409701001,pigeons,409701
409701002,2,409701
540774000,ring,540774
540775001,green,540775
16491002,left,16491
278636000,jumping,278636
540782000,plants,540782
540782001,many,540782
540783000,0,540783
540784001,no,540784
16497001,nothing,16497
540789000,noon,540789
540789001,left,540789
540789002,2 feet,540789
16502000,grass,16502
16502002,2,16502
147576000,ford,147576
147576002,2,147576
147577000,tan,147577
409725002,1,409725
540807000,left,540807
16521000,yes,16521
16521001,cooking,16521
16521003,skateboard,16521
16523008,reflection,16523
540816000,2,540816
540816001,delta,540816
540820000,unknown,540820
540828000,bears,540828
540830003,teddy,540830
540830005,white,540830
409763000,no,409763
409763002,0,409763
147624005,glass,147624
395975001,yes,395975
395975005,flowers,395975
395975008,yes,395975
395975010,yes,395975
395975011,4,395975
395975012,brick,395975
395975013,tile,395975
395975014,yes,395975
395975016,picture,395975
147629001,dog,147629
278705000,toyota,278705
278705002,1,278705
483358001,blue,483358
409784001,yes,409784
540860000,green,540860
16574000,10,16574
16574001,modern,16574
16574002,3,16574
563575005,net,563575
563575006,2,563575
540869000,motorcycle,540869
540869003,yes,540869
2764000,no,2764
2764001,moving,2764
16590000,2,16590
16593000,wii remote,16593
16593002,stripes,16593
16593006,happy,16593
16593010,0,16593
16593011,woman,16593
16593014,smiling,16593
16593018,bedroom,16593
16593021,yes,16593
16593026,2,16593
16593033,white,16593
16593035,stripes,16593
16593037,woman,16593
16593038,necklace,16593
16593043,camera,16593
16593046,smiling,16593
16593047,nothing,16593
16593049,headphones,16593
16593053,0,16593
16593055,1,16593
16593057,yes,16593
16593063,woman,16593
16593064,no,16593
16593065,woman,16593
16593066,bedroom,16593
16593067,smiling,16593
16593068,wii remote,16593
147667003,pink,147667
147667005,tennis racket,147667
16598000,yes,16598
16598002,brown,16598
16599002,1,16599
278747002,10,278747
278747003,yes,278747
278749001,clothing,278749
278749002,left,278749
16606001,apple,16606
16606002,nothing,16606
16606003,daytime,16606
16606004,white,16606
147681002,4,147681
147685001,pepperoni,147685
147685003,black,147685
278760001,0,278760
540912000,keyboard,540912
409842000,curtain,409842
409842002,curtain,409842
16631000,white,16631
16631001,street,16631
16631002,yes,16631
16631004,yes,16631
16631005,parking,16631
16631008,usa,16631
16631009,1 way,16631
16631011,english,16631
16631015,black and white,16631
16631019,no 1,16631
16631020,parking,16631
16631021,1 way,16631
16631024,street sign,16631
16631025,no parking,16631
16631026,parking,16631
16631027,new york,16631
409850002,3,409850
540925000,no,540925
540925001,4,540925
540926000,white,540926
409855001,no,409855
409855002,silver,409855
409855003,2,409855
409855007,no,409855
409855010,bowl,409855
147712000,grass,147712
147712002,grass,147712
409867000,dog,409867
409867002,dog,409867
409867006,dog,409867
409867009,curtain,409867
409867011,2,409867
409867012,yes,409867
409867013,door,409867
409867016,dog,409867
147725002,10,147725
147725004,left,147725
147729000,dog,147729
147729001,0,147729
570755000,yes,570755
570755002,truck,570755
570755004,red,570755
570755005,parking lot,570755
570755006,0,570755
570755007,traffic,570755
570755011,beach,570755
570755012,brown,570755
570755014,7,570755
483374000,green,483374
147736000,no,147736
147736002,1,147736
147740000,50,147740
147740002,left,147740
540962001,yes,540962
511204000,red,511204
511204002,elephant,511204
511204003,yes,511204
511204004,chain link,511204
278822000,donuts,278822
576672002,typing,576672
278829001,blue,278829
278829002,1,278829
147758001,yellow,147758
147758002,harley,147758
147758003,0,147758
16689001,2000,16689
16689005,right,16689
147762000,chocolate,147762
147762002,frosting,147762
147769001,orange,147769
409914000,yes,409914
409914002,tv,409914
409914005,noon,409914
409914006,woman,409914
409914007,12:00,409914
409914009,wall,409914
409914011,nothing,409914
409914012,nothing,409914
409914017,man,409914
409914018,on table,409914
409914020,i don't know,409914
278843001,sitting,278843
278843002,hat,278843
409921006,bird,409921
409921010,1,409921
409921012,passenger,409921
409921014,1,409921
409921015,0,409921
409921016,yes,409921
409921017,1,409921
409921019,0,409921
409921022,1,409921
409929002,skateboarding,409929
240605000,,240605
240605002,office,240605
147787000,4,147787
147787001,cats,147787
16716002,8,16716
147793000,white,147793
147793002,bus,147793
278867000,frisbee,278867
417849001,1,417849
417849002,standing,417849
409944001,happy,409944
409944002,fence,409944
541017000,red,541017
541017001,no,541017
541018000,plate,541018
541018001,no,541018
541018002,chicken,541018
541018003,chicken,541018
541018004,chicken,541018
16732001,surfing,16732
16732002,2,16732
147806000,restaurant,147806
147806002,glass,147806
105732000,camera,105732
105732003,camera,105732
105732005,skier,105732
105732010,10,105732
105732011,red,105732
16744000,white,16744
147818000,3,147818
147818001,pizza,147818
147818002,donuts,147818
147818006,hot dog,147818
147818007,3,147818
409963002,car,409963
409964002,blue,409964
409964004,blue,409964
409964010,shorts,409964
409970001,metal,409970
278899001,15,278899
278899002,yes,278899
16761001,brown,16761
16761003,pot,16761
147835000,sheep,147835
147835002,0,147835
541053001,no,541053
541054000,high,541054
409985003,cheese,409985
199403000,nothing,199403
199403007,no,199403
16775001,10,16775
16775003,bus,16775
16775006,no,16775
16776000,no,16776
16776001,no,16776
155714004,8,155714
541071001,flying kite,541071
541071006,yes,541071
410002000,left,410002
410004000,0,410004
410004004,10,410004
147866000,no,147866
147866001,0,147866
147866003,sidewalk,147866
91766001,strawberries,91766
91766004,tomato,91766
541086002,movement,541086
541086003,vase,541086
410019001,skateboard,410019
410019002,no,410019
122766001,no,122766
410023002,stuffed animals,410023
439709001,1,439709
541108003,adidas,541108
570782000,blue,570782
570782004,yes,570782
278966002,police,278966
278967001,2,278967
147897000,soap,147897
147897001,yes,147897
278973002,2010,278973
278973005,blue,278973
147904002,0,147904
147904008,kite,147904
147904010,fun,147904
147904011,no,147904
278977002,no,278977
278977004,yes,278977
541123000,no 1,541123
541123001,yes,541123
16838000,bus,16838
16838001,2010,16838
16838002,bear,16838
410056002,surfboard,410056
410056003,white,410056
147915000,3,147915
541132000,0,541132
541132003,nighttime,541132
147919000,4,147919
147921000,0,147921
147921014,1,147921
410068001,yes,410068
410068002,yellow,410068
410068003,no,410068
410068004,no,410068
410068006,black,410068
279013000,no,279013
16879000,10,16879
16879002,playing frisbee,16879
279024000,garbage,279024
279024002,kitchen,279024
410097001,3,410097
410097002,fence,410097
279027000,basket,279027
279027002,20,279027
279027004,cabbage,279027
410101001,0,410101
410101004,no,410101
410101005,nothing,410101
147958001,talking,147958
147958004,talking on phone,147958
417876001,zoo,417876
417876005,giraffe,417876
16897002,4,16897
410114000,cows,410114
410114001,20,410114
410114002,rainy,410114
410114003,20,410114
16903000,triangle,16903
16903001,left,16903
16903002,stop,16903
16903003,stop,16903
16903004,2,16903
16905000,elephant,16905
16905001,3,16905
16905002,1,16905
16905004,elephant,16905
541202001,2010,541202
461572000,pizza,461572
461572001,tomato,461572
410141000,yes,410141
16928000,silver,16928
16931000,car,16931
16931001,no,16931
16931002,stop,16931
541223001,0,541223
279081000,right,279081
279083000,0,279083
279083003,no,279083
548957002,2,548957
410168006,dog,410168
410168007,yes,410168
279097001,no,279097
279097003,traffic,279097
279097007,0,279097
16958001,no,16958
16958002,yes,16958
16958004,1,16958
279103000,no,279103
16961000,riding bike,16961
148042001,no,148042
148042002,cell phone,148042
16977001,1,16977
16977004,yes,16977
410194001,2,410194
148055002,no,148055
541274007,3,541274
570810000,yes,570810
570810002,0,570810
541279001,fried,541279
541279002,0,541279
279136003,stop,279136
279136005,yes,279136
279136006,no,279136
279136007,stop,279136
279136011,nothing,279136
279138003,table,279138
279140001,no,279140
279140002,2,279140
279140003,downtown,279140
279145000,elephant,279145
279145001,black,279145
148077000,no,148077
148077002,no,148077
148077003,logo,148077
148077004,cow,148077
148077005,0,148077
148077006,200,148077
410225002,apple,410225
410225005,yes,410225
410225007,white,410225
410225012,no,410225
410225013,on table,410225
279154000,no,279154
279154006,field,279154
279154008,water,279154
279159002,couch,279159
17029006,red,17029
17031001,open,17031
279176000,yes,279176
279176001,woman,279176
410252002,no,410252
410252003,cat,410252
410265000,20,410265
541345002,square,541345
541345003,0,541345
410278001,flowers,410278
410278006,yes,410278
541351000,no,541351
541351002,racket,541351
541351004,ponytail,541351
541351005,tennis racket,541351
541351010,in air,541351
279208000,30,279208
279208002,zebra,279208
541353001,flowers,541353
17073001,1 way,17073
17073002,no,17073
279221000,yes,279221
279221002,0,279221
410301001,0,410301
17095000,yes,17095
17095003,cat,17095
148170000,orange,148170
148170001,yes,148170
148170002,no,148170
483447000,coffee,483447
483447002,silver,483447
410319001,no,410319
410319005,4,410319
410319006,2,410319
68387002,dodgers,68387
279256000,brown,279256
279256002,10,279256
148188000,brown,148188
148188003,2,148188
410339001,yes,410339
410339002,0,410339
148197003,yes,148197
148197005,0,148197
410344002,yes,410344
410350002,tennis,410350
279279000,eating,279279
122777000,yes,122777
122777004,tv,122777
541435002,yes,541435
17152000,chicken,17152
17152001,yes,17152
17152005,lettuce,17152
17152012,plate,17152
17152014,chicken,17152
17152019,white,17152
17152020,yes,17152
410375000,yes,410375
410375002,black,410375
410375003,phone,410375
279305002,10,279305
410380001,yes,410380
410380003,no,410380
148243003,wii remote,148243
148243004,no,148243
148243005,3,148243
148243006,home,148243
17178000,cows,17178
17178001,honda,17178
17179002,moving,17179
279331003,rope,279331
279331005,floor,279331
279331006,floor,279331
541478002,american,541478
541485001,sheep,541485
541485003,fence,541485
541486000,1,541486
541486002,bike,541486
279343000,2,279343
279343004,1,279343
279343005,7,279343
148272002,suitcase,148272
148272003,yes,148272
308702000,picture,308702
308702002,2,308702
308702003,living room,308702
17207001,bus,17207
148280001,car,148280
148280002,street,148280
148280003,street,148280
148280004,street,148280
148280005,nothing,148280
148282001,ground,148282
148282002,banana,148282
410428001,away,410428
410428002,natural,410428
410437001,fire hydrant,410437
410446000,many,410446
410446002,coca cola,410446
17235000,no,17235
17235002,no,17235
68409000,tie,68409
410456001,short,410456
410456002,shorts,410456
410456005,yes,410456
279386000,camera,279386
279386004,water,279386
279386011,sitting,279386
279386014,bottle,279386
279386016,gray and white,279386
279386017,2,279386
279386018,rug,279386
279387002,fence,279387
17244000,bus,17244
17244002,0,17244
17244004,5,17244
541538002,brown,541538
541538003,food,541538
279395000,yes,279395
148329001,talking on phone,148329
17260004,no,17260
17260005,20,17260
541550000,blue,541550
541550001,unknown,541550
541550003,2010,541550
279407001,black,279407
410482002,table,410482
17267000,ground,17267
410484003,white,410484
410484004,heart,410484
17272002,shade,17272
17272003,6,17272
17273000,no,17273
17273001,table,17273
17273002,work,17273
279420001,0,279420
410493000,3,410493
410493001,yes,410493
410493003,3,410493
410493004,no,410493
410496002,black,410496
410496008,usa,410496
410496009,no,410496
17282000,no,17282
17282003,water,17282
17282004,yes,17282
308715000,phones,308715
148358001,2,148358
17311000,red,17311
17311003,at camera,17311
410533002,smile,410533
541606000,size,541606
541606002,yes,541606
279463001,dog,279463
148395001,4,148395
148395002,neither,148395
541613004,no,541613
148403001,12:00,148403
148403002,clock,148403
410554001,plate,410554
541631000,cars,541631
541634000,unknown,541634
541634005,spoon,541634
17350002,yes,17350
279499000,yes,279499
279499001,4,279499
279499002,england,279499
410573000,blue,410573
410576000,no,410576
410576006,apple,410576
410576007,rug,410576
17364001,talking on phone,17364
17364002,street,17364
17364005,blue,17364
396110000,drinking,396110
396110002,cake,396110
396110004,american,396110
17366002,yes,17366
410583001,yes,410583
410587003,long,410587
148444003,yes,148444
148444004,lot,148444
148444005,no,148444
410589000,shallow,410589
541664001,desktop,541664
279521001,standing,279521
17379002,video game,17379
279524000,carpet,279524
279524002,red,279524
221350001,christmas,221350
410612000,black,410612
279541000,6,279541
541687000,laptops,541687
541687001,yes,541687
541687002,laptop,541687
541687003,purple,541687
279549003,green,279549
410627000,pasta,410627
410627001,silver,410627
279558000,kite,279558
410632001,yes,410632
410632004,1 way,410632
410633000,yes,410633
410633001,2,410633
410638001,sunglasses,410638
410650000,no,410650
410650002,adidas,410650
148508000,1,148508
148508001,stop,148508
17449000,blue,17449
17449002,tennis,17449
268927000,words,268927
410670002,plant,410670
541744000,13,541744
541744003,13,541744
541744004,12,541744
541744005,0,541744
541744007,dodgers,541744
148531001,propeller,148531
279621001,yes,279621
279621002,blue and yellow,279621
17484009,woman,17484
541773003,pizza,541773
279634000,3,279634
279634002,pink,279634
541783000,no,541783
148568002,tree,148568
148570001,left,148570
410724002,yellow,410724
417980001,2,417980
417980002,hot,417980
148588001,yes,148588
410735000,no,410735
410735003,white,410735
410735005,nothing,410735
410735006,pizza,410735
541813002,picture,541813
279674003,nothing,279674
279674005,knife,279674
279674007,yes,279674
