QuestionID,CASCADE+COUNTER,ImageID
410810004,3,410810
410810005,4,410810
148668000,big ben,148668
148668001,regular,148668
541887002,no,541887
541887004,nothing,541887
541887007,stop,541887
541887008,3,541887
541897000,blue,541897
541897002,blue,541897
541897003,red,541897
541897005,no,541897
541898000,wall,541898
541898008,watch,541898
541898012,white,541898
17613000,octagon,17613
17613001,yes,17613
17613002,yes,17613
17613003,main,17613
17613004,yes,17613
17613005,stop,17613
17613006,4,17613
17627001,no,17627
17627002,driving,17627
17627003,red,17627
541917000,shadow,541917
279774002,yes,279774
410849000,0,410849
410849001,owner,410849
410849002,bird,410849
148707001,yes,148707
148707003,8,148707
148707006,yes,148707
541924000,no,541924
541924001,hot,541924
541924006,black,541924
541926005,beef,541926
541926008,unknown,541926
148719000,4,148719
148719001,8,148719
148724004,yellow,148724
148724005,3,148724
148724013,silver,148724
17655001,terrier,17655
410878002,police,410878
541952001,brown,541952
410885001,white,410885
410889000,plate,410889
279818001,yellow,279818
279818002,no,279818
559247000,ketchup,559247
559247001,hamburger,559247
541965001,coca cola,541965
541965002,water,541965
279824003,guitar,279824
279838009,0,279838
410912000,brown,410912
410912002,on right,410912
279846001,female,279846
279850000,advertisement,279850
410924000,blue,410924
410924001,white,410924
410924002,left,410924
410924003,unknown,410924
148785002,red,148785
17714001,no,17714
410932002,on pole,410932
483550000,2,483550
483550002,nothing,483550
148792000,100,148792
148792001,red,148792
148792002,black,148792
410942002,red,410942
410942004,2,410942
279877000,4,279877
279877001,6,279877
279877002,no,279877
279879002,white,279879
542024000,yes,542024
542024002,dodgers,542024
17741001,2,17741
17741003,clock tower,17741
17741005,yes,17741
279887002,no,279887
542035000,no,542035
542035001,white,542035
542035004,white,542035
542035005,no,542035
542035006,white,542035
542035010,blanket,542035
279892002,6,279892
279895002,walking,279895
279895005,walking,279895
279895007,luggage,279895
279895010,yes,279895
279895012,4,279895
279895013,walking,279895
279895014,4,279895
279895015,jeans,279895
279895018,yes,279895
17755001,yes,17755
17756002,square,17756
148830000,meat,148830
148830004,gravy,148830
155877001,leaves,155877
410979000,donuts,410979
148843001,left,148843
148843003,police,148843
410988003,refrigerator,410988
410988008,box,410988
410988025,cooking,410988
396178001,no,396178
396178002,white,396178
279919003,no,279919
17776000,no,17776
17776001,brown,17776
17776002,yes,17776
17778001,yellow,17778
17778003,leaves,17778
148855000,playing tennis,148855
148855001,woman,148855
542073000,2,542073
542073001,yes,542073
542073002,no,542073
542073003,wall,542073
542077000,no,542077
542077001,black,542077
542077002,no,542077
542079000,4,542079
279940000,skateboarding,279940
423951000,boat,423951
423951002,boat,423951
542089000,wall,542089
279948001,floor,279948
542095001,4,542095
411027001,metal,411027
542101002,brown,542101
90351002,winter,90351
148898002,white,148898
279974000,4,279974
411047000,england,411047
411047003,20,411047
411047004,nothing,411047
70426000,white,70426
70426001,no,70426
70426002,wetsuit,70426
148909002,9,148909
148910000,2,148910
148911000,sunny,148911
148911001,yes,148911
411065000,no,411065
279994000,brown,279994
279994002,happy,279994
411068000,bear,411068
411068001,white,411068
411068002,2,411068
411070002,no,411070
542145000,toilet paper,542145
542145002,nothing,542145
17859002,no,17859
280007000,right,280007
280007001,london,280007
280007003,tower,280007
280007004,tower,280007
280007005,england,280007
280008001,1,280008
280008002,4,280008
280008003,white,280008
411082000,red,411082
411082002,0,411082
17869000,glasses,17869
17869001,tan,17869
17869006,yes,17869
17869008,yellow,17869
411086003,2,411086
411086008,food,411086
280017000,white,280017
280017004,orange,280017
542163006,yes,542163
411093000,dock,411093
411093002,palm,411093
280022002,2,280022
148955003,no,148955
148957000,no,148957
148957002,3,148957
131531000,time,131531
131531001,england,131531
131531002,new york,131531
131531003,no,131531
131531004,wood,131531
415225002,noon,415225
415225003,1,415225
415225005,2000,415225
415225007,5,415225
148968002,carpet,148968
148968004,orange,148968
148968005,left,148968
17899002,yes,17899
148977002,bow,148977
148977003,unknown,148977
17909000,no,17909
17909002,no,17909
542205000,yes,542205
17921000,yes,17921
17921002,roses,17921
17921003,pink,17921
411138000,store,411138
17923002,white,17923
17927004,4,17927
17927007,tennis racket,17927
17927008,tennis ball,17927
280079001,yellow,280079
280083001,2,280083
280083002,table,280083
280083003,blonde,280083
280083004,0,280083
280083005,water,280083
280083006,white,280083
280083007,woman,280083
280083012,woman,280083
280083015,2,280083
280083017,water,280083
280083020,happy,280083
280083022,2,280083
280083023,2,280083
280083026,milk,280083
280083029,no,280083
280083031,pink,280083
280083032,yes,280083
280083034,pizza,280083
149014001,snowboard,149014
149014002,black,149014
149017003,no,149017
149017005,shallow,149017
149017007,grass,149017
542234000,ocean,542234
542234001,right,542234
542234003,yes,542234
542234004,bird,542234
149022002,round,149022
17953002,store,17953
17959002,10,17959
17959003,plastic,17959
17959007,butterfly,17959
17959008,bird,17959
17959009,10,17959
542248002,no,542248
411177001,painting,411177
280107003,yes,280107
17966001,no,17966
17966002,grass,17966
411184003,shallow,411184
411184006,train,411184
542257000,yes,542257
542257001,yellow,542257
542257002,train,542257
411187000,lab,411187
411187001,beach,411187
411187002,yes,411187
411187004,lab,411187
411188004,3,411188
411188005,no,411188
411188006,flower,411188
411188011,orange,411188
411188012,bird,411188
439902000,female,439902
439902001,red,439902
149052000,yes,149052
149052001,gray,149052
17984000,field,17984
411201001,0,411201
411201003,bus,411201
411201004,yes,411201
599001,tree,599
599003,2,599
542284000,short,542284
542284001,plaid,542284
542284004,yes,542284
411215001,yes,411215
48609000,people,48609
3001002,8,3001
542302002,0,542302
18022004,no,18022
411241003,1,411241
411241004,gray,411241
411241006,human,411241
411241007,gray,411241
411241008,nothing,411241
542325002,bedroom,542325
280184003,4,280184
18046001,trees,18046
18046002,2,18046
149123000,brick,149123
149123001,transportation,149123
149123002,nothing,149123
149123005,transportation,149123
149123006,food,149123
18058000,park,18058
411277003,square,411277
542350000,dirt,542350
411282002,yes,411282
411282022,orange,411282
411282025,2,411282
411282034,yes,411282
411282039,yes,411282
411282041,large,411282
411282042,no,411282
411282043,yes,411282
18073005,1,18073
149150001,no,149150
149150004,blue,149150
563625002,neither,563625
280226002,roses,280226
149155000,many,149155
411303002,6,411303
149165000,riding,149165
149165001,gray,149165
280238000,afternoon,280238
280238002,day,280238
280239000,train,280239
280239001,orange,280239
411313000,square,411313
18098001,yes,18098
18098003,car,18098
18111000,no,18111
149184001,white,149184
149184002,red,149184
149184003,white,149184
149184006,white,149184
149184007,white,149184
411330001,2,411330
149197001,yes,149197
149197003,no,149197
280271001,commercial,280271
280271002,yes,280271
280271003,white,280271
542423004,people,542423
18136001,white,18136
18136002,white,18136
18148001,no,18148
18148002,sheep,18148
18149001,yellow,18149
18149002,fence,18149
18150001,green,18150
18150002,yes,18150
18150004,green,18150
411368000,silver,411368
18158002,fall,18158
149232001,yes,149232
149232004,blue,149232
149232007,water,149232
542451006,yes,542451
542451007,yes,542451
542451011,no,542451
280320001,water,280320
280320002,4,280320
280325002,graffiti,280325
18191000,red,18191
18191001,yellow,18191
18191003,background,18191
18193000,no,18193
18193001,no,18193
18193002,pizza,18193
18193005,no,18193
149272002,black,149272
280347000,seagulls,280347
280347001,tower,280347
280347004,15,280347
280360000,2,280360
280360003,white,280360
280363000,yes,280363
411436000,yes,411436
542509000,desk,542509
542509001,wood,542509
542509003,picture,542509
542509007,yes,542509
542509009,cat,542509
542509010,wall,542509
542509011,0,542509
542510000,nothing,542510
542510004,hat,542510
542511000,cross,542511
542511002,clock,542511
18224005,0,18224
18224006,blue,18224
149298008,no,149298
149298009,refrigerator,149298
149298011,yes,149298
149298014,no,149298
149298015,yes,149298
149304003,blue,149304
18239001,wire,18239
280392002,left,280392
542537001,black,542537
542537002,black,542537
112269001,short,112269
542549002,reading,542549
411480002,white,411480
18267002,teddy bear,18267
411484001,3,411484
280413001,1,280413
280424000,ground,280424
542570000,short,542570
542570003,yes,542570
365866001,white,365866
365866002,toilet,365866
308883000,white,308883
149364000,fire,149364
149364001,nothing,149364
149364002,fire,149364
549182001,nothing,549182
18295001,yellow,18295
18295002,moving,18295
18295004,4,18295
18295009,4,18295
149376000,2,149376
149376002,wall,149376
90432000,fruit,90432
90432002,oranges,90432
90432004,red,90432
542594001,man,542594
542594004,10,542594
411530003,2,411530
542605001,police,542605
18319000,2,18319
18319002,wilson,18319
280464001,blue,280464
149398003,1,149398
149398005,2,149398
439961000,white,439961
149406001,red,149406
149406004,harley,149406
18336001,0,18336
18336003,boy,18336
18336004,yes,18336
18336005,red,18336
542625002,red,542625
411559002,yes,411559
411561000,cake,411561
411561003,home,411561
411564000,3,411564
411564004,chair,411564
411564005,4,411564
18350002,noon,18350
18350003,left,18350
18350004,noon,18350
18350005,50,18350
18350006,noon,18350
18350007,noon,18350
18350008,noon,18350
352584002,porcelain,352584
280498003,4,280498
280498004,4,280498
280498007,picture,280498
149431002,boats,149431
18366000,2010,18366
18366003,bus,18366
18366004,2,18366
18366005,bus,18366
330741001,no,330741
411587002,yes,411587
149446005,30,149446
149446007,surfboard,149446
411596001,0,411596
149456000,carrots,149456
280530000,2 hours,280530
280530002,2,280530
280530003,clear,280530
280530004,noon,280530
542676001,brown,542676
542676002,no,542676
280536000,2,280536
280536002,0,280536
149470001,palm,149470
542694002,gloves,542694
542694004,black,542694
542694006,brown,542694
542694007,yes,542694
18412000,yes,18412
411630000,planes,411630
483667004,yes,483667
483667007,fedora,483667
483667008,fedora,483667
18426001,yes,18426
149500000,female,149500
149500001,taking picture,149500
149500002,2,149500
542717002,asian,542717
18442002,beer,18442
18444001,yes,18444
18444002,white,18444
411674000,2,411674
411674001,2,411674
411674003,2,411674
18462000,white,18462
280607000,4,280607
280607002,eating,280607
374448000,noon,374448
374448001,yes,374448
374448004,20,374448
374448005,classroom,374448
542755001,white,542755
411685002,no,411685
411685008,blue,411685
542758000,daytime,542758
542758002,3,542758
542758004,8,542758
542758005,man,542758
542758006,index,542758
542758007,8,542758
280619001,toilet,280619
18476002,no,18476
149550003,1,149550
280623000,beard,280623
280623001,yes,280623
280623002,tie,280623
280623003,suit,280623
280623005,1,280623
18480002,1,18480
18485002,no,18485
18485007,yes,18485
542776000,book,542776
542776001,parrot,542776
542776003,book,542776
542776004,yes,542776
542777001,yes,542777
542777002,2,542777
18490000,red,18490
18490001,left,18490
18490002,red,18490
18490007,garage,18490
18490009,red,18490
18490011,yamaha,18490
411707000,white,411707
542782000,no,542782
542782002,texting,542782
149568000,lab,149568
149568003,collar,149568
149571000,solid,149571
542792001,fence,542792
411727001,mouse,411727
411727004,unknown,411727
542803000,4,542803
542803001,0,542803
149588000,no,149588
527374002,nothing,527374
527374005,sandwich,527374
527374008,soup,527374
149592001,1,149592
18525000,can't tell,18525
18525001,green,18525
18531000,vegetables,18531
18531002,no,18531
280678003,0,280678
280678004,lettuce,280678
280678009,breakfast,280678
280678010,tomato,280678
411754000,talking on phone,411754
411754002,water,411754
280687000,yes,280687
280687001,veggies,280687
280688000,cold,280688
280688001,no,280688
280688002,black,280688
280688005,black,280688
549224018,2,549224
549224021,metal,549224
549224022,yes,549224
3091000,flowers,3091
3091001,no,3091
3091005,no,3091
149622001,yes,149622
18553001,yes,18553
18553002,rug,18553
411774000,w,411774
411774002,tennis racket,411774
280705000,2,280705
280705002,red,280705
18563001,black and white,18563
18563002,0,18563
18563004,white,18563
18563005,no,18563
280709000,green,280709
280710001,transportation,280710
542856001,yellow,542856
542856002,0,542856
542856004,2,542856
149641000,yes,149641
149641001,no,149641
149641003,chicken,149641
149646003,red,149646
18575001,onion,18575
18575003,no,18575
18575004,bread,18575
18575006,yes,18575
280732000,1,280732
280732002,0,280732
280736001,no,280736
280736005,kite,280736
149669001,2,149669
149669003,2,149669
411821000,2000,411821
221555000,white,221555
221555005,over,221555
243401000,no,243401
243401001,12,243401
280761000,green,280761
280761001,no,280761
280761002,man,280761
280766001,no,280766
280766005,red,280766
411840001,woman,411840
411841001,unknown,411841
411845000,go,411845
411845001,yellow,411845
542933000,0,542933
542933001,3,542933
542934000,picture,542934
542934001,6,542934
542934002,yellow,542934
221561001,nothing,221561
221561002,bow,221561
221561003,camera,221561
221561004,bear,221561
411866000,yes,411866
411866004,2,411866
542939002,lab,542939
18654000,no,18654
18654001,behind fence,18654
18654003,black,18654
411871000,2,411871
411871003,yes,411871
411871004,3,411871
411872000,2,411872
266857001,0,266857
266857002,0,266857
18666002,red white and blue,18666
542962001,wall,542962
542962002,5,542962
280819000,carrots,280819
280819002,5,280819
280819004,4,280819
411908001,middle,411908
411908002,parade,411908
374486002,trees,374486
149767001,3,149767
280840001,french fries,280840
149770002,no,149770
18699002,man,18699
18699003,younger,18699
149783000,no,149783
149783005,laptop,149783
149783006,yes,149783
280857001,magnets,280857
280857002,commercial,280857
280857007,brown,280857
280857010,no,280857
543006002,no,543006
280865000,red,280865
411938001,red,411938
411938003,teddy bear,411938
411941000,0,411941
411941003,yes,411941
411941008,no,411941
411941010,yes,411941
411941011,no,411941
134193001,hat,134193
134193003,indoors,134193
396338000,sunny,396338
396338001,usa,396338
396338002,unknown,396338
543025001,guitar,543025
543025003,2,543025
411958001,train,411958
280888001,4,280888
280888003,2,280888
280888006,3,280888
543034002,dog,543034
543034003,2,543034
280891001,2,280891
280891003,5,280891
280891005,cat,280891
543041002,yes,543041
543043001,silver,543043
543043002,can't tell,543043
140289001,1,140289
543045002,1,543045
543047000,brown,543047
543047001,living room,543047
543047002,living room,543047
149832003,field,149832
280909000,10,280909
280911002,2,280911
18770000,tv,18770
18770005,stripes,18770
18771000,5,18771
18771001,8,18771
18771007,red,18771
18771010,no,18771
280918002,no,280918
280918003,no,280918
280918004,yes,280918
280918005,0,280918
280918007,chicken,280918
280918009,no,280918
280918010,yes,280918
280918011,food,280918
280918012,yes,280918
440036003,calm,440036
18781001,hot dog,18781
18781003,yes,18781
18783000,yes,18783
18783001,walking,18783
280930000,0,280930
280930002,spoon,280930
18794006,helmet,18794
18794007,no,18794
18794008,right,18794
18794016,black,18794
412015000,2,412015
412015002,1 way,412015
412015003,yes,412015
396350000,city,396350
396350003,yes,396350
396350005,outside,396350
396350006,bus,396350
149890000,zoo,149890
149890001,yes,149890
412036002,0,412036
412036004,cheese,412036
280972001,standing,280972
280972004,sink,280972
68674004,black,68674
68674005,child,68674
68674006,yes,68674
543118002,rectangle,543118
149903002,surfing,149903
18833001,backpack,18833
149909000,salmon,149909
149909001,food,149909
149912000,petting,149912
18841000,happy,18841
140292004,no,140292
281017001,white,281017
281017002,picture,281017
281017004,floor,281017
281019003,white,281019
412094000,no,412094
412094001,yes,412094
412094004,red,412094
281028001,black and white,281028
281028002,no,281028
543178000,brown,543178
149964000,train station,149964
149964002,0,149964
281040001,left,281040
149974002,trees,149974
18903000,on laptop,18903
18903001,on laptop,18903
18903003,laptop,18903
18903008,laptop,18903
18903009,2,18903
18903010,silver,18903
18903011,silver,18903
18903012,black,18903
18903013,laptop,18903
18903014,laptop,18903
18903015,yes,18903
18903018,laptop,18903
18903019,laptop,18903
18903020,laptop,18903
18903022,cat,18903
543192004,on plate,543192
543193001,blue,543193
281056001,0,281056
281056002,t shirt,281056
281056004,yes,281056
281056005,mountain,281056
281056006,military,281056
543203001,4,543203
543203002,flower,543203
18918000,on counter,18918
543215001,yes,543215
281072002,black,281072
281072003,logo,281072
543218003,red,543218
543220000,jacket,543220
543220001,yes,543220
543220002,can't tell,543220
543220005,stop,543220
543224001,hot dog,543224
543224004,hot dog,543224
543224005,yes,543224
524373002,eating,524373
150016000,13,150016
150016001,yes,150016
543239001,no,543239
150024000,night,150024
150024001,clock tower,150024
150026000,no,150026
150026002,hot dog,150026
134231000,5,134231
134231001,vegetables,134231
134231002,unknown,134231
18957000,yes,18957
281102001,parking,281102
281102002,walking,281102
281111002,yes,281111
281111003,blue,281111
150040002,many,150040
543264002,black,543264
281123000,sleep,281123
281123004,roses,281123
281123005,white,281123
281123006,1,281123
281123010,5,281123
543268000,yes,543268
543268002,bakery,543268
18982002,white,18982
18982003,yes,18982
18982005,yes,18982
18982006,stripes,18982
412204003,blue,412204
412204004,ground,412204
412204005,female,412204
412204007,yes,412204
543281001,picture,543281
150080000,cheese,150080
150080001,fork,150080
150080002,spinach,150080
543300000,boat,543300
543300003,no,543300
265313000,right,265313
265313003,window,265313
265313006,right,265313
150088000,counter,150088
150089001,pickup,150089
150091001,20,150091
150091002,yes,150091
412240001,sleeping,412240
19025001,yes,19025
19025002,london,19025
19025003,bus,19025
150098002,yes,150098
150098006,no,150098
543315000,oak,543315
19028003,3,19028
19028004,trees,19028
412247000,home plate,412247
412247001,black,412247
412247002,mound,412247
543322000,knife,543322
19036002,nothing,19036
543330001,eating,543330
543330002,white,543330
281188000,0,281188
281188002,fruit,281188
281188003,black,281188
281188004,fruit,281188
281188007,fruit,281188
150117000,woman,150117
150117002,bottle,150117
150117004,bottle,150117
19047002,12:00,19047
19047003,stop,19047
150129003,0,150129
281208001,no,281208
380348001,lamp,380348
380348003,lights,380348
380348004,food,380348
380348006,wood,380348
412285002,blue,412285
150144000,straight,150144
150144001,purple,150144
281220000,yes,281220
281220002,yes,281220
281220003,4,281220
281220004,brown,281220
281220005,night,281220
19079004,yes,19079
412301002,red,412301
412301003,bus,412301
412301004,1,412301
412301005,red,412301
412301008,0,412301
19087000,white,19087
19087001,0,19087
19087003,no,19087
19087005,snow,19087
19087006,no parking,19087
19087007,do not enter,19087
412304001,color,412304
412304004,5,412304
19090001,flip phone,19090
19090002,yes,19090
19090004,man,19090
543385001,no,543385
543385002,yes,543385
543393005,4,543393
543393006,yellow,543393
543393013,fire hydrant,543393
19109002,blue,19109
543402001,green,543402
281259000,red,281259
543408001,sitting,543408
543408002,yes,543408
543408003,dress,543408
543408005,pink,543408
412338001,sunglasses,412338
412338002,yes,412338
412339002,1,412339
527476002,yellow,527476
412349000,nothing,412349
412349002,1,412349
543422000,ocean,543422
543422002,black,543422
543422006,surfing,543422
543422008,blue,543422
543422009,water,543422
543422011,nothing,543422
543422012,pole,543422
150208001,pizza,150208
412355000,branch,412355
412355002,brown,412355
412355005,branch,412355
412355006,branch,412355
412355007,5,412355
412355014,branch,412355
19142002,american,19142
576754002,black,576754
412362001,drinking,412362
412364002,green,412364
281296000,cat,281296
281296002,gray,281296
19157000,6,19157
19157001,brown,19157
19157004,brown,19157
19157006,milk,19157
19158000,5,19158
19158002,nothing,19158
19158003,nowhere,19158
245051000,main,245051
245051002,yes,245051
245051003,no parking,245051
245051004,gray,245051
245051005,no parking,245051
245051008,on pole,245051
150235002,no,150235
19167001,7,19167
150244003,cheese,150244
281317002,car,281317
19176001,nothing,19176
19176002,home,19176
19176003,nokia,19176
19176004,no,19176
19176005,time,19176
19176007,nike,19176
281331001,bed,281331
281331002,blanket,281331
281331003,plaid,281331
412407001,texting,412407
412407004,2,412407
150265002,can,150265
150265003,red,150265
150265004,nothing,150265
150267003,2,150267
412419005,batter,412419
412419012,nothing,412419
543492000,field,543492
543492001,grass,543492
543492002,3,543492
547435000,black,547435
547435001,stop,547435
543497008,white,543497
150284004,0,150284
150284005,1,150284
150284006,yes,150284
412431002,on wall,412431
150292002,scarf,150292
571182001,red,571182
412440006,bus,412440
412440007,long time,412440
412440009,yes,412440
412443001,black,412443
150301000,2,150301
150301002,grass,150301
281376001,3,281376
281377001,hand,281377
221659000,plate,221659
221659008,plate,221659
150309000,3,150309
412455002,modern,412455
543528006,no,543528
543531000,clothes,543531
150317000,nothing,150317
19247000,rainbow,19247
412464000,yes,412464
412464003,vegetable,412464
412464008,black,412464
412464009,chicken,412464
412464011,chicken,412464
412464012,beer,412464
281397000,parking lot,281397
281397001,daytime,281397
3209004,jeans,3209
3209005,no,3209
3209007,yes,3209
543547003,yes,543547
543547006,unknown,543547
543551003,shallow,543551
543551004,lake,543551
281409000,white,281409
281409003,13,281409
412483000,4,412483
412483002,trees,412483
412483006,5,412483
412483007,silver,412483
412483011,tv,412483
281414000,bench,281414
281414004,no,281414
150347001,no,150347
150347003,yes,150347
221666000,purple,221666
221666001,roses,221666
527501001,0,527501
543570001,batter,543570
543570003,swing,543570
281429002,white,281429
150358001,no,150358
150358002,brown,150358
543577001,man,543577
543577002,train station,543577
543577005,2,543577
543577006,4,543577
19292000,snow,19292
412510001,no,412510
527504000,size,527504
527504001,flat,527504
281447001,trees,281447
19304001,white,19304
19304002,brown,19304
440124003,orange,440124
19306000,red,19306
19306001,red,19306
19306002,no,19306
19306004,stop,19306
527506000,sky,527506
281455011,2,281455
281455016,2,281455
281455018,2,281455
281455032,yes,281455
281455038,yes,281455
543600001,shallow,543600
412531001,tree,412531
412531002,no,412531
412531005,chain link,412531
412531007,far,412531
412531009,2,412531
412531010,green,412531
412531011,gray,412531
412531012,winter,412531
412531014,6,412531
412531015,black,412531
19322001,yes,19322
19324001,nothing,19324
19324005,city,19324
19324007,yes,19324
19324008,yes,19324
46912000,0,46912
46912001,water,46912
281475000,pink,281475
281475002,black,281475
281475004,pink,281475
19333001,left,19333
19333003,phone,19333
19333004,plain,19333
412551002,yellow,412551
412551003,street,412551
150413000,lab,150413
150413001,red,150413
150413002,green,150413
150413004,fence,150413
543631004,yes,543631
543631006,white,543631
543631007,yes,543631
543631011,2,543631
543631013,yes,543631
543631014,1,543631
543631015,rainy,543631
543631016,yes,543631
543631023,vertical,543631
150417000,chocolate,150417
150417004,yes,150417
412571002,dunkin donuts,412571
281500002,blue,281500
19358000,white,19358
19358001,silver,19358
19358002,monkey,19358
287216001,no,287216
524387000,no,524387
524387003,yes,524387
524387004,brown,524387
524387005,half,524387
524387007,green,524387
281508001,8,281508
412584000,evening,412584
412592000,1,412592
412592003,green,412592
543672001,0,543672
543676000,red,543676
281533000,nothing,281533
281534002,no,281534
281534003,no,281534
281534004,no,281534
281534005,happy,281534
543681000,10:20,543681
543681001,roman numerals,543681
281541002,yes,281541
543686001,black,543686
19402001,gray,19402
19402002,protection,19402
19404001,gray,19404
412621003,burton,412621
90616001,yes,90616
150487001,street,150487
150487005,red,150487
543706000,yes,543706
543706001,remote,543706
543706002,large,543706
309071000,no,309071
309071001,no,309071
309071002,1,309071
412639001,sunny,412639
412639002,no,412639
543713000,field,543713
543713003,no,543713
543713008,10,543713
543719001,person,543719
19432001,white,19432
150508000,paper,150508
150508001,no,150508
281582000,store,281582
281582001,1,281582
412658000,2,412658
412658001,right,412658
412658002,red,412658
19444002,yellow,19444
19446001,blue,19446
281591002,white,281591
19451002,sidewalk,19451
543740001,floor,543740
543740002,blue,543740
281598003,sitting,281598
19455001,yes,19455
19455003,solid,19455
19456001,knife,19456
19456002,4,19456
281601000,spoon,281601
281601001,breakfast,281601
281601002,yes,281601
412676001,0,412676
150533003,red,150533
281609004,3,281609
281609006,7,281609
150538002,0,150538
150538005,dirt,150538
412690001,ferry,412690
281625001,noon,281625
281625004,unknown,281625
281625008,no,281625
281625009,tall,281625
281625010,0,281625
19484001,no,19484
19484006,marble,19484
19484009,brown,19484
19484010,nothing,19484
150558001,yes,150558
19491000,stripes,19491
19491001,girl,19491
150576007,eating,150576
150576008,yes,150576
281660000,trees,281660
19523004,black,19523
150599000,blue,150599
150599003,yes,150599
19532001,stop sign,19532
19532002,metal,19532
412749000,fur,412749
412749001,brown,412749
281679000,no,281679
281683000,yes,281683
281683001,no,281683
412757000,light,412757
412757001,palm,412757
412757006,1,412757
412757007,downtown,412757
412757012,red,412757
281687001,ground,281687
281687002,25,281687
19544005,no,19544
543836001,white,543836
281693000,delta,281693
281693002,delta,281693
412767003,no,412767
281696001,left,281696
281696002,10,281696
19559000,4,19559
19559001,toothbrush,19559
19559003,yes,19559
19559004,toothbrush,19559
57390000,fake,57390
57390002,yes,57390
150638002,red,150638
150638003,no,150638
281711003,tile,281711
281722000,white,281722
281722002,mountains,281722
19579001,no,19579
19579002,table,19579
281725000,2,281725
412798000,nike,412798
412798005,unknown,412798
90645000,black,90645
543872000,magnets,543872
543872001,yes,543872
543872003,20,543872
281733002,brown,281733
412807001,yes,412807
19592003,bench,19592
150675000,1,150675
150677002,no,150677
543895000,cat,543895
19608001,blue,19608
543897000,no,543897
543897001,tabby,543897
543897002,orange,543897
281754001,woman,281754
281754002,black,281754
281754005,yes,281754
281754006,walking,281754
281759005,yes,281759
281759007,red,281759
281759009,4,281759
281759012,6,281759
281759013,4,281759
281759014,4,281759
281766002,woman,281766
374641002,,374641
19624002,no,19624
19631001,2010,19631
19631003,buildings,19631
19631004,unknown,19631
19631005,4,19631
281782011,grass,281782
281782012,red,281782
150717002,white,150717
199883000,black,199883
199883006,nothing,199883
281800000,yes,281800
281800003,yes,281800
281800004,2,281800
281800006,old,281800
412878000,brown,412878
480752000,yes,480752
480752002,0,480752
412887001,no,412887
543961000,no,543961
543961002,water,543961
281820001,0,281820
281820002,cross,281820
412894001,red,412894
412899000,0,412899
412899001,nowhere,412899
281829004,pitcher,281829
150763001,4,150763
150763003,2,150763
281837000,back,281837
281837001,12,281837
543985001,9,543985
412914000,summer,412914
412916000,0,412916
543992002,electricity,543992
150779000,parked,150779
281853000,2,281853
19712001,6,19712
19712003,1,19712
19712005,at camera,19712
19712006,plaid,19712
19712007,stone,19712
309120002,yes,309120
544002000,police,544002
544009002,cat,544009
544009003,cat,544009
281868001,light,281868
281878001,circle,281878
281878005,no,281878
281878011,2,281878
281878012,yes,281878
281878018,floor,281878
281878019,white,281878
281878021,dirt,281878
281878022,bedroom,281878
281878026,1,281878
281878030,white,281878
281878032,work,281878
281878033,yes,281878
150812001,pine,150812
19742001,red,19742
505733001,leaves,505733
412963001,white,412963
412963002,ground,412963
412963003,fur,412963
412966000,in snow,412966
412966001,black,412966
412966002,no,412966
544044001,red,544044
544044002,samsung,544044
544044003,books,544044
150830000,yes,150830
150830001,bed,150830
150830002,white,150830
412975002,skirt,412975
412975004,skateboarding,412975
412975009,t shirt,412975
412975010,lights,412975
412975012,yes,412975
412975013,standing,412975
412975016,yes,412975
19763002,cup,19763
544052001,dog,544052
544052004,green,544052
150843001,silver,150843
150843004,yes,150843
544065000,2,544065
544065001,pink,544065
544071001,green,544071
544071004,5,544071
281929001,apartments,281929
281929002,0,281929
281929003,no,281929
19786001,no,19786
413008001,silver,413008
413008003,10,413008
483897000,jumping,483897
483897002,police,483897
150872001,yes,150872
150874001,white,150874
150875001,purple,150875
544094001,parking,544094
544094002,tree,544094
544094003,yes,544094
544094004,green,544094
544094005,100,544094
150888000,noon,150888
19817000,plastic,19817
19817002,white,19817
413043001,blue,413043
413043004,white,413043
413043006,no,413043
413043007,yes,413043
413043008,yes,413043
413043009,can't tell,413043
413043013,yes,413043
281972002,red and white,281972
281976001,happy,281976
544122001,yes,544122
413056000,food,413056
413056001,yes,413056
413058001,no,413058
413058006,yes,413058
544140001,red,544140
544140002,yes,544140
150930000,1,150930
150930001,0,150930
413079000,girl,413079
150943006,snowboarding,150943
413096000,white,413096
413096001,delta,413096
413096003,taking off,413096
19881001,flowers,19881
19888000,white,19888
156232002,natural,156232
156232003,orange,156232
19890001,wood,19890
282037001,0,282037
282037002,bank of america,282037
282037003,0,282037
282046011,clear,282046
282046015,no,282046
282046021,snow,282046
282046026,cold,282046
19904000,no,19904
19904002,red,19904
413124001,white,413124
413124004,,413124
413126000,5,413126
413126001,green,413126
413126002,black,413126
544201001,holding it,544201
150986000,right,150986
150986001,3,150986
150986002,no,150986
150987000,parrot,150987
150987001,no,150987
150987002,green,150987
19916000,20,19916
19916003,apple,19916
440226001,east,440226
282062000,black,282062
282062003,yes,282062
282062004,head,282062
19923001,white,19923
19923004,silver,19923
19924001,tie,19924
544216003,yes,544216
544216004,chicken,544216
151005001,spring,151005
151005002,grass,151005
544237001,breakfast,544237
282098003,1,282098
282098005,football,282098
413172002,unknown,413172
3326000,shirt,3326
3326002,no,3326
